Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,6,1.5,0.7,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,5,2.2,1.0,2.0,0.0
3,,Christian McCaffreyC. McCaffrey CAR,7,2,10,3.3,0.9,3.0,0.0
4,,Alvin KamaraA. Kamara NO,9,1,7,3.7,1.0,4.0,0.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,5,14,6.0,1.0,5.0,0.0
6,,David JohnsonD. Johnson ARI,12,3,19,7.3,2.0,8.0,+2.0
7,,Todd GurleyT. Gurley LAR,9,1,18,7.5,3.6,6.0,-1.0
8,,Le'Veon BellL. Bell NYJ,4,1,14,7.6,1.7,7.0,-1.0
9,,James ConnerJ. Conner PIT,7,5,76,8.9,2.1,9.0,0.0
10,,Joe MixonJ. Mixon CIN,9,5,15,9.5,1.7,10.0,0.0
Tier 3,
11,,Dalvin CookD. Cook MIN,12,8,19,11.2,1.6,12.0,+1.0
12,,Nick ChubbN. Chubb CLE,7,7,54,12.0,2.7,11.0,-1.0
13,,Leonard FournetteL. Fournette JAC,10,9,24,14.4,2.6,13.0,0.0
14,,Marlon MackM. Mack IND,6,9,29,16.0,3.3,20.0,+6.0
15,,Aaron JonesA. Jones GB,11,12,63,17.0,3.4,18.0,+3.0
16,,Damien WilliamsD. Williams KC,12,9,40,17.4,5.9,14.0,-2.0
Tier 4,
17,,Sony MichelS. Michel NE,10,11,33,18.7,4.6,15.0,-2.0
18,,Devonta FreemanD. Freeman ATL,9,12,32,19.2,3.5,16.0,-2.0
19,,Phillip LindsayP. Lindsay DEN,10,10,31,21.2,3.6,21.0,+2.0
20,,Derrick HenryD. Henry TEN,11,13,29,21.3,3.5,17.0,-3.0
21,,Kerryon JohnsonK. Johnson DET,5,16,36,21.9,3.0,19.0,-2.0
22,,Chris CarsonC. Carson SEA,11,12,38,22.6,4.5,26.0,+4.0
23,,Tarik CohenT. Cohen CHI,6,13,32,23.5,3.7,23.0,0.0
24,,Mark IngramM. Ingram BAL,8,12,34,24.6,4.4,25.0,+1.0
25,,James WhiteJ. White NE,10,15,42,25.4,4.9,28.0,+3.0
26,,Kenyan DrakeK. Drake MIA,5,11,34,25.8,4.7,27.0,+1.0
27,,Lamar MillerL. Miller HOU,10,18,37,27.9,2.9,32.0,+5.0
28,,Derrius GuiceD. Guice WAS,10,16,45,28.3,5.5,24.0,-4.0
Tier 5,
29,,Tevin ColemanT. Coleman SF,4,23,40,31.5,3.2,30.0,+1.0
30,,Jerick McKinnonJ. McKinnon SF,4,14,62,33.5,6.2,35.0,+5.0
31,,Josh JacobsJ. Jacobs OAK,6,8,97,24.6,15.0,22.0,-9.0
32,,LeSean McCoyL. McCoy BUF,6,15,53,35.4,5.5,36.0,+4.0
33,,Rashaad PennyR. Penny SEA,11,24,54,36.5,3.9,34.0,+1.0
34,,Latavius MurrayL. Murray NO,9,21,53,36.8,6.4,40.0,+6.0
35,,Jordan HowardJ. Howard PHI,10,16,60,37.2,7.3,31.0,-4.0
36,,Dion LewisD. Lewis TEN,11,26,55,38.7,5.5,45.0,+9.0
37,,Royce FreemanR. Freeman DEN,10,23,50,39.5,4.1,37.0,0.0
38,,David MontgomeryD. Montgomery CHI,6,13,57,30.4,8.7,29.0,-9.0
39,,Nyheim HinesN. Hines IND,6,24,72,42.0,7.6,41.0,+2.0
Tier 6,
40,,Austin EkelerA. Ekeler LAC,12,35,64,45.5,6.7,39.0,-1.0
41,,Matt BreidaM. Breida SF,4,20,59,43.1,7.9,47.0,+6.0
42,,Ronald Jones IIR. Jones TB,7,27,60,43.1,6.8,42.0,0.0
43,,Ito SmithI. Smith ATL,9,29,59,46.2,6.5,48.0,+5.0
44,,Carlos HydeC. Hyde KC,12,26,71,49.2,10.0,43.0,-1.0
45,,Miles SandersM. Sanders PHI,10,14,67,36.7,10.9,38.0,-7.0
46,,Duke JohnsonD. Johnson CLE,7,33,64,47.8,6.0,53.0,+7.0
47,,D'Onta ForemanD. Foreman HOU,10,37,70,50.7,7.5,49.0,+2.0
48,,Kareem HuntK. Hunt CLE,7,8,87,49.9,9.8,33.0,-15.0
49,,Peyton BarberP. Barber TB,7,31,82,52.5,10.8,52.0,+3.0
50,,Adrian PetersonA. Peterson WAS,10,33,69,53.5,8.0,51.0,+1.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jamaal WilliamsJ. Williams GB,11,27,66,53.6,6.1,57.0,+6.0
52,,Chris ThompsonC. Thompson WAS,10,21,73,51.6,6.5,60.0,+8.0
53,,Kenneth DixonK. Dixon BAL,8,34,95,55.5,14.5,73.0,+20.0
54,,Rex BurkheadR. Burkhead NE,10,25,79,52.6,9.9,76.0,+22.0
55,,Kalen BallageK. Ballage MIA,5,42,76,59.0,6.4,55.0,0.0
56,,C.J. AndersonC. Anderson DET,5,41,67,56.8,6.5,61.0,+5.0
Tier 7,
57,,Giovani BernardG. Bernard CIN,9,42,76,58.5,6.6,69.0,+12.0
58,,Elijah McGuireE. McGuire NYJ,4,34,81,58.5,11.2,77.0,+19.0
59,,Mike DavisM. Davis CHI,6,37,73,59.3,8.6,54.0,-5.0
60,,Darrell HendersonD. Henderson LAR,9,34,102,54.5,15.7,46.0,-14.0
61,,Jalen RichardJ. Richard OAK,6,36,78,60.3,11.0,62.0,+1.0
62,,Gus EdwardsG. Edwards BAL,8,39,80,60.4,11.5,66.0,+4.0
63,,Jaylen SamuelsJ. Samuels PIT,7,37,74,57.3,7.6,44.0,-19.0
64,,Theo RiddickT. Riddick DET,5,30,88,65.3,10.5,81.0,+17.0
65,,Frank GoreF. Gore BUF,6,45,94,67.9,8.9,89.0,+24.0
66,,T.J. YeldonT. Yeldon BUF,6,42,79,62.7,7.0,63.0,-3.0
67,,Devin SingletaryD. Singletary BUF,6,43,95,63.8,12.1,50.0,-17.0
68,,Damien HarrisD. Harris NE,10,39,106,66.1,14.1,56.0,-12.0
69,,Chase EdmondsC. Edmonds ARI,12,51,81,68.8,5.4,80.0,+11.0
70,,Jay AjayiJ. Ajayi FA,,19,126,68.5,22.0,75.0,+5.0
71,,Justice HillJ. Hill BAL,8,28,104,68.8,15.6,58.0,-13.0
72,,Malcolm BrownM. Brown LAR,9,46,104,71.6,9.6,65.0,-7.0
73,,Corey ClementC. Clement PHI,10,56,89,74.9,6.8,104.0,+31.0
74,,Josh AdamsJ. Adams PHI,10,41,122,73.0,15.5,101.0,+27.0
75,,Doug MartinD. Martin OAK,6,49,128,73.6,14.4,85.0,+10.0
76,,Jordan WilkinsJ. Wilkins IND,6,57,87,74.8,5.5,109.0,+33.0
77,,Spencer WareS. Ware IND,6,47,129,73.1,15.5,78.0,+1.0
78,,Justin JacksonJ. Jackson LAC,12,63,94,75.7,5.7,92.0,+14.0
Tier 8,
79,,Devontae BookerD. Booker DEN,10,45,108,79.1,10.2,88.0,+9.0
80,,Alexander MattisonA. Mattison MIN,12,47,108,71.9,14.4,59.0,-21.0
81,,Ryquell ArmsteadR. Armstead JAC,10,45,107,76.1,13.9,72.0,-9.0
82,,John KellyJ. Kelly LAR,9,69,121,85.3,11.3,121.0,+39.0
83,,Wendell SmallwoodW. Smallwood PHI,10,69,97,81.8,6.6,94.0,+11.0
84,,Wayne GallmanW. Gallman NYG,11,67,112,83.3,8.4,110.0,+26.0
85,,Ty MontgomeryT. Montgomery NYJ,4,58,114,84.7,9.3,105.0,+20.0
86,,Alfred BlueA. Blue JAC,10,62,115,88.9,9.8,91.0,+5.0
87,,Cameron Artis-PayneC. Artis-Payne CAR,7,69,113,95.0,8.9,,
88,,Jeff WilsonJ. Wilson SF,4,78,134,93.4,13.8,117.0,+29.0
89,,Trenton CannonT. Cannon NYJ,4,73,130,94.1,10.0,,
90,,Ameer AbdullahA. Abdullah MIN,12,77,135,96.3,15.1,,
91,,Benny Snell Jr.B. Snell PIT,7,62,108,85.2,9.1,67.0,-24.0
92,,Zach ZennerZ. Zenner DET,5,74,126,97.4,10.1,108.0,+16.0
93,,Mike WeberM. Weber DAL,8,62,108,87.4,11.2,79.0,-14.0
94,,Marcus MurphyM. Murphy BUF,6,80,134,101.1,11.6,,
95,,Rod SmithR. Smith NYG,11,60,131,93.1,11.9,95.0,0.0
Tier 9,
96,,Alex CollinsA. Collins FA,,50,127,86.3,19.5,96.0,0.0
97,,Bilal PowellB. Powell FA,,41,132,93.9,19.0,100.0,+3.0
98,,LeGarrette BlountL. Blount FA,,68,137,101.4,15.5,,
99,,Darwin ThompsonD. Thompson KC,12,49,94,71.2,10.8,74.0,-25.0
100,,Boston ScottB. Scott PHI,10,78,144,107.8,17.1,,
101,,Trayveon WilliamsT. Williams CIN,9,71,123,97.1,13.9,71.0,-30.0
102,,Rodney AndersonR. Anderson CIN,9,60,115,92.2,13.7,68.0,-34.0
103,,Mark WaltonM. Walton MIA,5,79,133,103.8,17.8,,
104,,Bryce LoveB. Love WAS,10,66,117,94.8,11.3,70.0,-34.0
105,,Myles GaskinM. Gaskin MIA,5,57,121,90.6,16.7,87.0,-18.0
106,,Darren SprolesD. Sproles FA,,52,139,100.8,22.0,,
107,,Cordarrelle PattersonC. Patterson CHI,6,36,92,80.8,6.7,,
108,,Dexter WilliamsD. Williams GB,11,65,119,94.1,14.7,84.0,-24.0
109,,Darrel WilliamsD. Williams KC,12,79,125,102.8,10.0,,
110,,Isaiah CrowellI. Crowell OAK,6,37,84,57.8,15.5,64.0,-46.0
111,,Travis HomerT. Homer SEA,11,64,123,97.1,13.3,107.0,-4.0
112,,Chris IvoryC. Ivory FA,,55,136,103.6,18.7,115.0,+3.0
113,,Javorius AllenJ. Allen FA,,48,138,104.2,20.3,97.0,-16.0
114,,Corey GrantC. Grant FA,,80,138,107.0,19.1,,
115,,Brian HillB. Hill ATL,9,77,127,102.6,12.9,116.0,+1.0
116,,Kyle JuszczykK. Juszczyk SF,4,64,110,98.4,6.2,113.0,-3.0
117,,Alfred MorrisA. Morris FA,,72,143,112.6,19.2,,
118,,Bruce AndersonB. Anderson TB,7,42,98,82.4,11.4,90.0,-28.0
119,,Mike BooneM. Boone MIN,12,55,112,84.4,18.7,,
120,,DeAndre WashingtonD. Washington OAK,6,66,124,102.3,12.9,,
Tier 10,
121,,Tony PollardT. Pollard DAL,8,71,99,91.0,7.3,86.0,-35.0
122,,Chris Warren IIIC. Warren OAK,6,90,129,111.9,10.6,111.0,-11.0
123,,Jordan ScarlettJ. Scarlett CAR,7,50,122,101.5,14.7,119.0,-4.0
124,,Jeremy HillJ. Hill FA,,90,140,114.6,18.0,,
125,,C.J. ProsiseC. Prosise SEA,11,77,117,98.6,14.5,,
