Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Patrick MahomesP. Mahomes KC,,1,2,1.1,0.2
2,,Aaron RodgersA. Rodgers GB,,1,5,2.2,0.6
3,,Andrew LuckA. Luck IND,,2,6,3.0,0.6
4,,Deshaun WatsonD. Watson HOU,,2,9,4.2,1.0
Tier 2,
5,,Russell WilsonR. Wilson SEA,,3,15,5.8,1.9
6,,Drew BreesD. Brees NO,,5,14,6.9,1.5
7,,Matt RyanM. Ryan ATL,,3,10,7.2,1.2
8,,Cam NewtonC. Newton CAR,,5,25,8.3,2.6
9,,Jameis WinstonJ. Winston TB,,4,12,8.7,1.8
Tier 3,
10,,Jared GoffJ. Goff LAR,,6,16,10.2,1.2
11,,Ben RoethlisbergerB. Roethlisberger PIT,,4,13,10.3,1.6
12,,Baker MayfieldB. Mayfield CLE,,7,16,11.6,1.6
13,,Philip RiversP. Rivers LAC,,9,19,13.8,1.7
14,,Carson WentzC. Wentz PHI,,8,18,14.5,2.3
15,,Mitch TrubiskyM. Trubisky CHI,,11,21,14.8,2.3
16,,Lamar JacksonL. Jackson BAL,,12,20,15.8,1.7
Tier 4,
17,,Dak PrescottD. Prescott DAL,,10,20,17.2,2.3
18,,Tom BradyT. Brady NE,,14,19,17.5,1.2
19,,Kirk CousinsK. Cousins MIN,,13,21,18.4,2.3
20,,Jimmy GaroppoloJ. Garoppolo SF,,15,21,18.9,1.1
21,,Josh AllenJ. Allen BUF,,14,24,20.8,1.6
22,,Matthew StaffordM. Stafford DET,,21,24,22.7,0.7
23,,Sam DarnoldS. Darnold NYJ,,20,26,22.8,1.2
24,,Marcus MariotaM. Mariota TEN,,23,26,24.4,0.7
25,,Andy DaltonA. Dalton CIN,,22,27,24.8,1.1
26,,Derek CarrD. Carr OAK,,23,27,26.0,0.9
Tier 5,
27,,Eli ManningE. Manning NYG,,27,29,27.6,0.8
28,,Josh RosenJ. Rosen ARI,,25,30,28.2,0.8
29,,Ryan TannehillR. Tannehill MIA,,26,36,30.6,1.8
30,,Case KeenumC. Keenum DEN,,28,36,29.8,1.7
31,,Joe FlaccoJ. Flacco DEN,,30,34,32.3,0.9
32,,Blake BortlesB. Bortles JAC,,30,36,32.5,1.6
33,,Nick FolesN. Foles PHI,,19,35,31.7,2.8
34,,Teddy BridgewaterT. Bridgewater NO,,33,36,34.4,0.9
Tier 6,
35,,Alex SmithA. Smith WAS,,31,41,33.8,2.9
36,,Tyrod TaylorT. Taylor CLE,,33,47,37.2,4.5
37,,Ryan FitzpatrickR. Fitzpatrick TB,,35,41,37.2,2.0
38,,Nick MullensN. Mullens SF,,34,39,37.0,1.9
39,,Kyle LaulettaK. Lauletta NYG,,38,48,41.5,3.8
40,,Jacoby BrissettJ. Brissett IND,,31,56,43.0,9.0
41,,Josh JohnsonJ. Johnson WAS,,39,56,46.0,6.4
42,,Taysom HillT. Hill NO,,40,43,42.0,1.4
43,,DeShone KizerD. Kizer GB,,38,48,43.3,4.1
44,,AJ McCarronA. McCarron OAK,,45,50,47.0,2.2
Tier 7,
45,,Blaine GabbertB. Gabbert TEN,,44,55,49.0,4.5
46,,Brock OsweilerB. Osweiler MIA,,46,53,49.3,2.9
47,,Ryan GriffinR. Griffin TB,,37,79,55.3,17.6
48,,Cody KesslerC. Kessler JAC,,39,57,50.0,7.9
49,,Matt BarkleyM. Barkley BUF,,49,51,50.3,0.9
50,,Colt McCoyC. McCoy WAS,,43,60,51.7,6.9
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Joshua DobbsJ. Dobbs PIT,,42,58,52.7,7.5
52,,Robert GriffinR. Griffin BAL,,45,67,55.0,9.1
53,,Mike GlennonM. Glennon ARI,,47,63,54.7,6.5
54,,Geno SmithG. Smith LAC,,41,73,57.0,16.0
55,,Jeff DriskelJ. Driskel CIN,,54,57,55.3,1.2
56,,C.J. BeathardC. Beathard SF,,52,60,56.0,3.3
57,,Tom SavageT. Savage CIN,,51,74,60.7,9.7
58,,David FalesD. Fales MIA,,52,75,61.7,9.7
59,,Taylor HeinickeT. Heinicke CAR,,53,81,64.3,12.0
Tier 8,
60,,Kyle AllenK. Allen CAR,,55,80,65.0,10.8
61,,Davis WebbD. Webb NYJ,,59,62,60.7,1.2
