Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,San Francisco (SF)SF DST,,1,5,1.2,0.4
2,,Pittsburgh (PIT)PIT DST,,1,6,2.4,0.7
3,,Baltimore (BAL)BAL DST,,1,5,2.9,0.9
Tier 2,
4,,Buffalo (BUF)BUF DST,,2,9,5.4,1.5
5,,New England (NE)NE DST,,3,17,6.2,3.6
6,,Chicago (CHI)CHI DST,,2,18,8.0,3.3
7,,Los Angeles (LAR)LAR DST,,4,19,8.1,2.9
8,,Kansas City (KC)KC DST,,5,12,8.3,2.0
Tier 3,
9,,Minnesota (MIN)MIN DST,,5,14,9.0,1.6
10,,New Orleans (NO)NO DST,,5,11,9.7,1.1
11,,Los Angeles (LAC)LAC DST,,4,18,10.1,3.3
12,,Denver (DEN)DEN DST,,8,25,13.2,2.4
13,,New York (NYJ)NYJ DST,,5,25,13.4,4.1
Tier 4,
14,,Philadelphia (PHI)PHI DST,,2,22,14.2,2.8
15,,Seattle (SEA)SEA DST,,12,20,14.9,1.7
16,,Tennessee (TEN)TEN DST,,11,20,15.3,1.7
17,,Green Bay (GB)GB DST,,13,19,16.6,1.7
18,,Dallas (DAL)DAL DST,,12,24,18.5,3.3
19,,Indianapolis (IND)IND DST,,8,24,18.0,4.1
20,,Cleveland (CLE)CLE DST,,12,27,19.4,3.1
21,,Tampa Bay (TB)TB DST,,6,25,19.5,4.7
Tier 5,
22,,Houston (HOU)HOU DST,,16,25,21.6,1.9
23,,Jacksonville (JAC)JAC DST,,20,32,23.3,2.6
24,,Atlanta (ATL)ATL DST,,16,28,24.1,1.9
25,,Washington (WAS)WAS DST,,20,30,26.1,2.1
26,,Carolina (CAR)CAR DST,,23,32,26.9,2.4
27,,Detroit (DET)DET DST,,25,31,27.8,1.6
28,,Las Vegas (LV)LV DST,,22,32,27.7,2.2
29,,New York (NYG)NYG DST,,23,30,27.9,1.1
30,,Miami (MIA)MIA DST,,21,32,28.6,4.2
31,,Arizona (ARI)ARI DST,,20,32,29.3,1.6
32,,Cincinnati (CIN)CIN DST,,13,32,29.7,3.3
