Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Patrick MahomesP. Mahomes KC,12,1,4,1.2,0.6,1.0,0.0
2,,Deshaun WatsonD. Watson HOU,10,1,6,2.8,1.1,2.0,0.0
3,,Aaron RodgersA. Rodgers GB,11,1,8,3.4,1.1,4.0,+1.0
4,,Andrew LuckA. Luck IND,6,1,10,3.8,1.6,3.0,-1.0
Tier 2,
5,,Baker MayfieldB. Mayfield CLE,7,2,11,6.1,1.9,5.0,0.0
6,,Matt RyanM. Ryan ATL,9,1,17,6.4,2.4,6.0,0.0
7,,Cam NewtonC. Newton CAR,7,3,20,8.9,3.0,10.0,+3.0
8,,Carson WentzC. Wentz PHI,10,3,24,9.3,3.1,9.0,+1.0
Tier 3,
9,,Russell WilsonR. Wilson SEA,11,5,18,9.8,3.4,8.0,-1.0
10,,Jared GoffJ. Goff LAR,9,3,22,11.2,3.0,11.0,+1.0
11,,Drew BreesD. Brees NO,9,1,21,11.2,3.2,7.0,-4.0
12,,Kyler MurrayK. Murray ARI,12,4,25,11.8,3.9,12.0,0.0
13,,Jameis WinstonJ. Winston TB,7,3,21,12.2,3.2,15.0,+2.0
14,,Ben RoethlisbergerB. Roethlisberger PIT,7,7,21,14.4,3.0,13.0,-1.0
15,,Dak PrescottD. Prescott DAL,8,8,22,15.3,2.9,18.0,+3.0
16,,Lamar JacksonL. Jackson BAL,8,4,26,15.3,3.6,17.0,+1.0
17,,Philip RiversP. Rivers LAC,12,10,22,16.2,2.7,16.0,-1.0
Tier 4,
18,,Mitch TrubiskyM. Trubisky CHI,6,6,26,18.0,3.2,20.0,+2.0
19,,Kirk CousinsK. Cousins MIN,12,8,24,18.1,3.4,19.0,0.0
20,,Josh AllenJ. Allen BUF,6,7,30,19.3,3.4,22.0,+2.0
21,,Tom BradyT. Brady NE,10,10,26,20.0,2.1,14.0,-7.0
22,,Jimmy GaroppoloJ. Garoppolo SF,4,11,25,20.3,2.3,21.0,-1.0
23,,Sam DarnoldS. Darnold NYJ,4,12,28,23.7,2.2,24.0,+1.0
24,,Matthew StaffordM. Stafford DET,5,13,28,24.0,2.2,25.0,+1.0
25,,Derek CarrD. Carr OAK,6,18,31,24.8,2.2,23.0,-2.0
26,,Andy DaltonA. Dalton CIN,9,17,29,25.9,1.4,31.0,+5.0
27,,Nick FolesN. Foles JAC,10,17,30,26.8,1.6,26.0,-1.0
28,,Marcus MariotaM. Mariota TEN,11,20,33,27.3,2.2,27.0,-1.0
Tier 5,
29,,Joe FlaccoJ. Flacco DEN,10,22,37,29.8,2.1,30.0,+1.0
30,,Eli ManningE. Manning NYG,11,26,35,30.7,1.5,29.0,-1.0
31,,Ryan FitzpatrickR. Fitzpatrick MIA,5,24,51,31.5,3.2,32.0,+1.0
32,,Dwayne HaskinsD. Haskins WAS,10,25,36,31.2,1.9,28.0,-4.0
33,,Josh RosenJ. Rosen MIA,5,25,37,32.3,1.8,33.0,0.0
34,,Case KeenumC. Keenum WAS,10,30,64,34.3,4.0,35.0,+1.0
35,,Daniel JonesD. Jones NYG,11,28,55,35.0,3.4,34.0,-1.0
36,,Ryan TannehillR. Tannehill TEN,11,32,63,37.0,4.3,40.0,+4.0
Tier 6,
37,,Drew LockD. Lock DEN,10,33,63,37.9,4.8,38.0,+1.0
38,,Blake BortlesB. Bortles LAR,9,34,50,39.9,3.8,42.0,+4.0
39,,Will GrierW. Grier CAR,7,37,54,41.2,4.0,116.0,+77.0
40,,Taysom HillT. Hill NO,9,35,72,39.7,7.2,37.0,-3.0
41,,Teddy BridgewaterT. Bridgewater NO,9,35,58,42.6,6.1,61.0,+20.0
42,,Jacoby BrissettJ. Brissett IND,6,36,55,42.8,5.2,46.0,+4.0
43,,Nick MullensN. Mullens SF,4,36,61,43.9,6.1,125.0,+82.0
44,,Tyrod TaylorT. Taylor LAC,12,37,64,46.5,7.6,60.0,+16.0
45,,Colt McCoyC. McCoy WAS,10,32,65,43.8,7.0,67.0,+22.0
46,,Robert GriffinR. Griffin BAL,8,35,55,44.1,5.5,45.0,-1.0
47,,AJ McCarronA. McCarron HOU,10,37,64,49.2,6.1,103.0,+56.0
48,,DeShone KizerD. Kizer GB,11,39,66,49.3,5.8,49.0,+1.0
49,,Matt BarkleyM. Barkley BUF,6,36,51,46.3,2.6,70.0,+21.0
Tier 7,
50,,Blaine GabbertB. Gabbert TB,7,40,68,51.1,6.6,109.0,+59.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Brett HundleyB. Hundley ARI,12,33,65,50.4,7.3,124.0,+73.0
52,,Nate SudfeldN. Sudfeld PHI,10,41,64,52.1,6.4,122.0,+70.0
53,,Chase DanielC. Daniel CHI,6,38,59,49.6,4.5,68.0,+15.0
54,,Mason RudolphM. Rudolph PIT,7,36,65,54.5,7.0,77.0,+23.0
55,,C.J. BeathardC. Beathard SF,4,35,58,52.4,4.7,44.0,-11.0
56,,Mike GlennonM. Glennon OAK,6,51,69,59.4,4.4,88.0,+32.0
57,,Tom SavageT. Savage DET,5,43,66,58.1,4.7,53.0,-4.0
58,,Jeff DriskelJ. Driskel CIN,9,44,66,58.5,5.6,80.0,+22.0
59,,Chad HenneC. Henne KC,12,42,67,57.4,5.7,94.0,+35.0
60,,Taylor HeinickeT. Heinicke CAR,7,43,81,60.3,11.3,101.0,+41.0
61,,Ryan FinleyR. Finley CIN,9,39,67,53.1,7.5,115.0,+54.0
62,,Trevor SiemianT. Siemian NYJ,4,50,67,56.8,5.3,62.0,0.0
63,,Matt SchaubM. Schaub ATL,9,34,69,59.9,4.7,90.0,+27.0
64,,Drew StantonD. Stanton CLE,7,40,61,55.6,3.9,56.0,-8.0
65,,Cooper RushC. Rush DAL,8,41,64,58.4,4.1,65.0,0.0
66,,Gardner MinshewG. Minshew JAC,10,47,61,56.3,4.5,71.0,+5.0
67,,Joshua DobbsJ. Dobbs PIT,7,40,71,63.6,5.7,50.0,-17.0
68,,Brian HoyerB. Hoyer NE,10,40,69,60.8,5.4,83.0,+15.0
69,,Sean MannionS. Mannion MIN,12,52,65,61.0,4.5,92.0,+23.0
70,,Cody KesslerC. Kessler PHI,10,50,74,61.7,8.0,121.0,+51.0
71,,Ryan GriffinR. Griffin TB,7,32,83,65.3,11.1,75.0,+4.0
Tier 8,
72,,Jarrett StidhamJ. Stidham NE,10,50,74,64.8,7.2,63.0,-9.0
73,,Kyle LaulettaK. Lauletta NYG,11,46,75,61.3,11.1,98.0,+25.0
74,,Paxton LynchP. Lynch SEA,11,48,70,65.6,3.5,73.0,-1.0
75,,Tanner LeeT. Lee JAC,10,47,60,53.5,6.5,97.0,+22.0
76,,Geno SmithG. Smith SEA,11,56,58,57.0,1.0,72.0,-4.0
77,,Davis WebbD. Webb NYJ,4,58,77,68.8,7.7,79.0,+2.0
78,,Kyle AllenK. Allen CAR,7,62,63,62.5,0.5,85.0,+7.0
79,,Tyree JacksonT. Jackson BUF,6,62,82,72.0,10.0,91.0,+12.0
