Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,,1,2,1.1,0.3
2,,Baltimore (BAL)BAL DST,,2,6,2.4,0.5
3,,Jacksonville (JAC)JAC DST,,1,7,3.6,1.2
4,,Minnesota (MIN)MIN DST,,1,5,3.7,0.5
Tier 2,
5,,Los Angeles (LAR)LAR DST,,2,7,4.8,0.9
6,,Los Angeles (LAC)LAC DST,,4,7,5.8,0.8
7,,Houston (HOU)HOU DST,,5,9,6.9,0.9
Tier 3,
8,,New Orleans (NO)NO DST,,6,13,8.6,0.7
9,,Cleveland (CLE)CLE DST,,7,17,9.6,1.3
10,,Denver (DEN)DEN DST,,8,12,9.8,0.6
11,,Buffalo (BUF)BUF DST,,7,13,11.7,0.9
12,,Dallas (DAL)DAL DST,,9,15,12.3,1.3
13,,Tennessee (TEN)TEN DST,,10,18,13.2,1.0
14,,New England (NE)NE DST,,11,20,13.6,1.5
Tier 4,
15,,Seattle (SEA)SEA DST,,14,16,15.1,0.3
16,,Philadelphia (PHI)PHI DST,,10,18,16.7,1.2
17,,Pittsburgh (PIT)PIT DST,,11,23,18.7,2.8
18,,Atlanta (ATL)ATL DST,,8,20,17.6,1.6
19,,Indianapolis (IND)IND DST,,9,28,18.2,3.0
20,,Carolina (CAR)CAR DST,,10,21,18.4,1.1
21,,Arizona (ARI)ARI DST,,8,26,20.4,1.5
22,,Kansas City (KC)KC DST,,7,30,20.1,2.5
Tier 5,
23,,Detroit (DET)DET DST,,6,24,23.0,0.5
24,,Green Bay (GB)GB DST,,5,26,23.8,0.8
25,,New York (NYG)NYG DST,,4,28,24.6,1.2
26,,Washington (WAS)WAS DST,,3,32,24.7,3.6
27,,Tampa Bay (TB)TB DST,,2,31,26.6,2.4
28,,Miami (MIA)MIA DST,,1,29,27.1,0.9
29,,San Francisco (SF)SF DST,,25,31,27.8,2.0
30,,Cincinnati (CIN)CIN DST,,26,31,28.6,2.1
31,,New York (NYJ)NYJ DST,,26,30,28.3,1.5
32,,Oakland (OAK)OAK DST,,30,32,31.5,0.9
