Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Christian McCaffreyC. McCaffrey CAR,,1,1,1.0,0.0
2,,Saquon BarkleyS. Barkley NYG,,2,3,2.1,0.3
3,,Ezekiel ElliottE. Elliott DAL,,2,4,3.6,0.5
4,,Dalvin CookD. Cook MIN,,2,6,4.1,0.8
Tier 2,
5,,Alvin KamaraA. Kamara NO,,3,9,5.7,1.6
6,,Aaron JonesA. Jones GB,,5,11,7.3,1.7
7,,Joe MixonJ. Mixon CIN,,3,12,7.4,2.1
8,,Leonard FournetteL. Fournette JAC,,6,11,8.1,1.5
9,,Derrick HenryD. Henry TEN,,6,13,8.4,1.9
Tier 3,
10,,Nick ChubbN. Chubb CLE,,7,14,9.7,1.7
11,,Austin EkelerA. Ekeler LAC,,5,19,11.6,2.8
12,,Josh JacobsJ. Jacobs OAK,,11,17,12.3,0.5
13,,Todd GurleyT. Gurley LAR,,9,21,12.6,3.0
14,,Miles SandersM. Sanders PHI,,11,18,15.1,1.0
15,,Chris CarsonC. Carson SEA,,11,23,15.7,1.3
Tier 4,
16,,Kenyan DrakeK. Drake ARI,,10,24,16.7,2.9
17,,Le'Veon BellL. Bell NYJ,,10,22,16.7,2.5
18,,Melvin GordonM. Gordon LAC,,12,25,18.6,2.9
19,,Kerryon JohnsonK. Johnson DET,,13,26,19.3,3.0
20,,Mark IngramM. Ingram BAL,,15,25,20.0,2.6
21,,Devin SingletaryD. Singletary BUF,,19,25,21.1,1.4
22,,Marlon MackM. Mack IND,,17,26,22.7,2.9
23,,James ConnerJ. Conner PIT,,14,31,23.0,4.8
24,,Phillip LindsayP. Lindsay DEN,,20,28,23.9,2.0
25,,James WhiteJ. White NE,,20,38,24.3,2.7
26,,Kareem HuntK. Hunt CLE,,19,32,25.9,2.2
Tier 5,
27,,David MontgomeryD. Montgomery CHI,,23,29,27.3,1.0
28,,Devonta FreemanD. Freeman ATL,,20,37,28.3,1.2
29,,Derrius GuiceD. Guice WAS,,21,35,29.9,2.0
30,,Damien WilliamsD. Williams KC,,27,34,30.1,1.4
31,,Ronald Jones IIR. Jones TB,,25,58,31.9,1.7
32,,Tarik CohenT. Cohen CHI,,31,38,32.7,1.6
33,,David JohnsonD. Johnson ARI,,20,44,33.4,3.0
