Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,6,1.6,1.0,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,6,2.4,1.4,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,10,3.2,1.2,4.0,+1.0
Tier 2,
4,,Michael ThomasM. Thomas NO,9,2,10,4.3,1.3,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,1,12,4.9,1.7,5.0,0.0
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,12,5.4,1.7,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,4,13,7.4,1.4,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,26,8.4,1.9,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,6,17,9.9,1.9,10.0,+1.0
10,,T.Y. HiltonT. Hilton IND,6,4,29,10.7,2.4,11.0,+1.0
11,,A.J. GreenA. Green CIN,9,6,27,11.6,2.4,14.0,+3.0
12,,Amari CooperA. Cooper DAL,8,8,21,12.0,2.2,12.0,0.0
13,,Adam ThielenA. Thielen MIN,12,7,18,12.6,2.4,9.0,-4.0
14,,Stefon DiggsS. Diggs MIN,12,8,18,13.6,2.1,13.0,-1.0
15,,Julian EdelmanJ. Edelman NE,10,9,30,16.5,3.7,17.0,+2.0
16,,Robert WoodsR. Woods LAR,9,10,30,16.8,2.8,18.0,+2.0
17,,Brandin CooksB. Cooks LAR,9,11,26,16.8,2.4,15.0,-2.0
Tier 4,
18,,Kenny GolladayK. Golladay DET,5,7,40,18.4,2.8,16.0,-2.0
19,,Cooper KuppC. Kupp LAR,9,14,37,21.0,2.8,19.0,0.0
20,,Chris GodwinC. Godwin TB,7,10,41,21.4,4.4,21.0,+1.0
21,,Tyler LockettT. Lockett SEA,11,13,35,22.7,3.9,22.0,+1.0
22,,Alshon JefferyA. Jeffery PHI,10,15,32,23.0,3.1,29.0,+7.0
23,,Sammy WatkinsS. Watkins KC,12,6,44,24.1,5.0,24.0,+1.0
24,,D.J. MooreD. Moore CAR,7,18,40,24.7,3.5,23.0,-1.0
25,,Allen RobinsonA. Robinson CHI,6,15,41,25.1,5.7,30.0,+5.0
26,,Calvin RidleyC. Ridley ATL,9,13,45,25.9,3.4,20.0,-6.0
Tier 5,
27,,Jarvis LandryJ. Landry CLE,7,13,49,27.9,6.0,25.0,-2.0
28,,Tyler BoydT. Boyd CIN,9,16,44,28.2,5.3,27.0,-1.0
29,,Robby AndersonR. Anderson NYJ,4,19,48,29.8,5.3,31.0,+2.0
30,,Mike WilliamsM. Williams LAC,12,17,41,30.9,3.8,28.0,-2.0
31,,Corey DavisC. Davis TEN,11,17,53,31.0,5.8,32.0,+1.0
32,,Marvin JonesM. Jones DET,5,25,45,33.4,3.5,40.0,+8.0
33,,Will FullerW. Fuller HOU,10,21,45,34.7,4.5,33.0,0.0
34,,Sterling ShepardS. Shepard NYG,11,24,61,36.0,5.7,36.0,+2.0
35,,Dante PettisD. Pettis SF,4,26,66,36.0,5.9,34.0,-1.0
36,,Golden TateG. Tate NYG,11,25,53,36.8,5.7,39.0,+3.0
37,,Christian KirkC. Kirk ARI,12,23,81,37.4,4.9,35.0,-2.0
Tier 6,
38,,Dede WestbrookD. Westbrook JAC,10,17,72,39.3,7.5,45.0,+7.0
39,,Courtland SuttonC. Sutton DEN,10,28,55,40.4,4.6,38.0,-1.0
40,,Larry FitzgeraldL. Fitzgerald ARI,12,23,88,41.4,7.9,41.0,+1.0
41,,Keke CouteeK. Coutee HOU,10,31,69,42.4,7.2,47.0,+6.0
42,,Curtis SamuelC. Samuel CAR,7,26,78,43.4,5.7,49.0,+7.0
43,,Geronimo AllisonG. Allison GB,11,28,69,47.1,7.6,46.0,+3.0
44,,Anthony MillerA. Miller CHI,6,34,82,47.5,9.8,51.0,+7.0
45,,N'Keal HarryN. Harry NE,10,14,87,48.8,13.2,37.0,-8.0
46,,DeSean JacksonD. Jackson PHI,10,14,87,50.8,7.3,52.0,+6.0
47,,Michael GallupM. Gallup DAL,8,38,75,50.6,8.2,56.0,+9.0
48,,DaeSean HamiltonD. Hamilton DEN,10,30,86,52.1,9.9,57.0,+9.0
49,,John BrownJ. Brown BUF,6,23,75,54.8,7.3,68.0,+19.0
50,,Kenny StillsK. Stills MIA,5,30,95,55.1,9.9,65.0,+15.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Devin FunchessD. Funchess IND,6,36,84,55.3,9.1,54.0,+3.0
52,,James WashingtonJ. Washington PIT,7,28,94,55.4,13.9,42.0,-10.0
Tier 7,
53,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,29,96,57.6,10.5,53.0,0.0
54,,Emmanuel SandersE. Sanders DEN,10,33,79,53.1,10.4,48.0,-6.0
55,,Tyrell WilliamsT. Williams OAK,6,25,86,59.3,10.9,55.0,0.0
56,,Robert FosterR. Foster BUF,6,26,85,55.0,11.6,64.0,+8.0
57,,Donte MoncriefD. Moncrief PIT,7,27,91,62.1,10.4,61.0,+4.0
58,,Jamison CrowderJ. Crowder NYJ,4,42,106,58.6,10.1,69.0,+11.0
59,,D.K. MetcalfD. Metcalf SEA,11,29,112,61.3,13.6,44.0,-15.0
60,,Mohamed SanuM. Sanu ATL,9,31,96,64.1,8.5,73.0,+13.0
61,,Marquise GoodwinM. Goodwin SF,4,46,94,63.7,12.6,71.0,+10.0
62,,Adam HumphriesA. Humphries TEN,11,44,129,64.4,14.3,72.0,+10.0
63,,Devante ParkerD. Parker MIA,5,44,92,65.4,8.7,62.0,-1.0
64,,Marqise LeeM. Lee JAC,10,38,94,65.9,10.2,80.0,+16.0
65,,Quincy EnunwaQ. Enunwa NYJ,4,48,89,66.0,8.4,83.0,+18.0
66,,Parris CampbellP. Campbell IND,6,27,85,64.2,10.8,50.0,-16.0
67,,Albert WilsonA. Wilson MIA,5,33,100,66.9,12.4,66.0,-1.0
68,,Mecole HardmanM. Hardman KC,12,26,99,61.6,13.2,43.0,-25.0
69,,Tre'Quan SmithT. Smith NO,9,47,98,69.7,9.1,59.0,-10.0
70,,Taylor GabrielT. Gabriel CHI,6,57,98,71.1,8.1,92.0,+22.0
Tier 8,
71,,Zay JonesZ. Jones BUF,6,43,102,74.4,12.3,67.0,-4.0
72,,A.J. BrownA. Brown TEN,11,29,96,70.0,11.0,74.0,+2.0
73,,David MooreD. Moore SEA,11,51,92,74.7,8.5,86.0,+13.0
74,,Deebo SamuelD. Samuel SF,4,46,107,70.3,12.8,60.0,-14.0
75,,Antonio CallawayA. Callaway CLE,7,52,101,74.1,9.1,75.0,0.0
76,,Marquise BrownM. Brown BAL,8,29,97,70.2,13.7,58.0,-18.0
77,,Randall CobbR. Cobb DAL,8,49,104,77.5,8.4,70.0,-7.0
78,,Tyreek HillT. Hill KC,12,10,185,63.5,33.7,26.0,-52.0
79,,John RossJ. Ross CIN,9,53,115,78.3,11.2,88.0,+9.0
80,,Nelson AgholorN. Agholor PHI,10,64,105,80.6,8.0,81.0,+1.0
81,,Ted GinnT. Ginn NO,9,49,117,83.3,10.7,89.0,+8.0
82,,Josh DoctsonJ. Doctson WAS,10,51,106,82.1,9.2,91.0,+9.0
83,,Andy IsabellaA. Isabella ARI,12,43,103,77.6,13.2,63.0,-20.0
84,,Paul RichardsonP. Richardson WAS,10,59,113,85.0,10.7,104.0,+20.0
85,,D.J. CharkD. Chark JAC,10,32,102,84.9,8.5,84.0,-1.0
86,,Equanimeous St. BrownE. St. GB,11,57,107,85.6,10.5,95.0,+9.0
87,,Willie SneadW. Snead BAL,8,54,110,86.3,7.4,106.0,+19.0
88,,Danny AmendolaD. Amendola DET,5,60,117,91.1,10.8,105.0,+17.0
89,,Josh ReynoldsJ. Reynolds LAR,9,69,128,91.3,12.3,111.0,+22.0
90,,Trey QuinnT. Quinn WAS,10,45,126,82.0,16.9,85.0,-5.0
91,,Cole BeasleyC. Beasley BUF,6,55,116,92.4,11.3,90.0,-1.0
92,,Hakeem ButlerH. Butler ARI,12,32,132,88.7,14.9,77.0,-15.0
93,,Keelan ColeK. Cole JAC,10,44,124,91.5,11.3,99.0,+6.0
