Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,4,1.5,0.7,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,11,2.1,1.1,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,7,1,6,3.1,0.9,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,9,1,6,3.6,0.9,4.0,0.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,2,11,5.9,1.2,5.0,0.0
6,,David JohnsonD. Johnson ARI,12,3,14,6.2,1.8,6.0,0.0
7,,Le'Veon BellL. Bell NYJ,4,4,16,8.2,2.2,7.0,0.0
8,,James ConnerJ. Conner PIT,7,5,17,9.2,2.2,8.0,0.0
9,,Joe MixonJ. Mixon CIN,9,6,20,9.3,2.4,9.0,0.0
Tier 3,
10,,Todd GurleyT. Gurley LAR,9,1,23,10.7,3.6,10.0,0.0
11,,Dalvin CookD. Cook MIN,12,7,19,10.9,2.4,11.0,0.0
12,,Nick ChubbN. Chubb CLE,7,7,21,12.0,3.0,12.0,0.0
13,,Leonard FournetteL. Fournette JAC,10,5,23,14.6,2.7,13.0,0.0
14,,Damien WilliamsD. Williams KC,12,6,54,14.9,5.0,14.0,0.0
15,,Marlon MackM. Mack IND,6,9,31,16.0,3.2,18.0,+3.0
16,,Aaron JonesA. Jones GB,11,5,27,16.3,3.3,16.0,0.0
17,,Devonta FreemanD. Freeman ATL,9,9,27,17.3,3.3,15.0,-2.0
Tier 4,
18,,Kerryon JohnsonK. Johnson DET,5,6,39,19.1,3.6,19.0,+1.0
19,,Derrick HenryD. Henry TEN,11,13,35,20.0,3.4,20.0,+1.0
20,,Josh JacobsJ. Jacobs OAK,6,9,71,21.1,5.7,17.0,-3.0
21,,Phillip LindsayP. Lindsay DEN,10,12,33,22.2,3.7,22.0,+1.0
22,,Kenyan DrakeK. Drake MIA,5,10,48,22.7,5.8,25.0,+3.0
23,,Sony MichelS. Michel NE,10,11,39,24.2,4.3,21.0,-2.0
24,,Tarik CohenT. Cohen CHI,6,17,43,24.5,3.7,26.0,+2.0
25,,Mark IngramM. Ingram BAL,8,12,41,24.9,4.0,23.0,-2.0
26,,James WhiteJ. White NE,10,13,43,25.1,5.2,27.0,+1.0
27,,Chris CarsonC. Carson SEA,11,14,41,25.4,4.7,28.0,+1.0
28,,David MontgomeryD. Montgomery CHI,6,9,72,26.4,8.6,24.0,-4.0
29,,Lamar MillerL. Miller HOU,10,22,53,29.1,3.3,32.0,+3.0
Tier 5,
30,,Derrius GuiceD. Guice WAS,10,11,48,31.0,4.9,29.0,-1.0
31,,Tevin ColemanT. Coleman SF,4,21,46,31.4,3.4,30.0,-1.0
32,,Rashaad PennyR. Penny SEA,11,21,48,34.1,3.9,34.0,+2.0
33,,Latavius MurrayL. Murray NO,9,17,52,34.5,5.6,36.0,+3.0
34,,LeSean McCoyL. McCoy BUF,6,26,49,36.3,4.7,37.0,+3.0
35,,Jerick McKinnonJ. McKinnon SF,4,22,62,37.1,6.7,41.0,+6.0
36,,Royce FreemanR. Freeman DEN,10,25,51,39.2,4.1,40.0,+4.0
37,,Jordan HowardJ. Howard PHI,10,27,63,39.9,5.8,35.0,-2.0
38,,Ronald Jones IIR. Jones TB,7,23,68,39.9,7.2,39.0,+1.0
39,,Dion LewisD. Lewis TEN,11,26,57,41.0,6.9,48.0,+9.0
40,,Miles SandersM. Sanders PHI,10,16,73,37.0,10.3,31.0,-9.0
41,,Nyheim HinesN. Hines IND,6,24,71,41.9,7.5,45.0,+4.0
42,,Austin EkelerA. Ekeler LAC,12,33,58,43.4,5.2,42.0,0.0
Tier 6,
43,,Darrell HendersonD. Henderson LAR,9,15,103,43.7,14.6,33.0,-10.0
44,,Ito SmithI. Smith ATL,9,29,83,46.9,7.0,49.0,+5.0
45,,Matt BreidaM. Breida SF,4,25,66,45.6,6.9,52.0,+7.0
46,,D'Onta ForemanD. Foreman HOU,10,32,70,47.9,7.5,43.0,-3.0
