Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,2,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,2,6,3.3,1.3
3,,Los Angeles (LAR)LAR DST,9,2,8,4.3,1.7
Tier 2,
4,,Minnesota (MIN)MIN DST,12,3,7,4.8,0.7
5,,Baltimore (BAL)BAL DST,8,1,13,5.0,3.3
6,,Houston (HOU)HOU DST,10,3,12,6.2,1.4
7,,Cleveland (CLE)CLE DST,7,3,14,6.9,1.2
8,,Los Angeles (LAC)LAC DST,12,2,29,7.8,6.3
Tier 3,
9,,New Orleans (NO)NO DST,9,8,13,9.5,1.2
10,,Denver (DEN)DEN DST,10,9,21,10.7,1.1
11,,Buffalo (BUF)BUF DST,6,10,25,12.3,1.7
12,,Dallas (DAL)DAL DST,8,11,19,13.0,2.2
13,,New England (NE)NE DST,10,7,19,13.2,2.7
14,,Seattle (SEA)SEA DST,11,8,18,14.2,2.0
Tier 4,
15,,Philadelphia (PHI)PHI DST,10,15,21,16.1,1.1
16,,Tennessee (TEN)TEN DST,11,13,22,16.3,2.3
17,,Pittsburgh (PIT)PIT DST,7,9,22,16.4,2.8
18,,Kansas City (KC)KC DST,12,11,25,17.1,3.4
19,,Indianapolis (IND)IND DST,6,16,23,18.9,1.4
20,,Carolina (CAR)CAR DST,7,16,23,19.5,1.4
21,,Atlanta (ATL)ATL DST,9,8,26,21.4,2.5
Tier 5,
22,,Green Bay (GB)GB DST,11,9,27,20.7,4.4
23,,Arizona (ARI)ARI DST,12,17,25,22.4,1.7
24,,Detroit (DET)DET DST,5,23,27,25.0,1.1
25,,Washington (WAS)WAS DST,10,20,32,26.0,2.8
26,,New York (NYJ)NYJ DST,4,4,29,24.2,2.7
27,,San Francisco (SF)SF DST,4,10,30,24.2,6.5
28,,New York (NYG)NYG DST,11,23,28,26.7,1.2
29,,Miami (MIA)MIA DST,5,24,31,28.4,1.4
30,,Tampa Bay (TB)TB DST,7,25,30,28.4,1.2
31,,Cincinnati (CIN)CIN DST,9,29,31,30.0,1.0
32,,Oakland (OAK)OAK DST,6,31,32,31.8,0.4
