Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,,1,4,1.5,0.9
2,,Davante AdamsD. Adams GB,,1,6,2.2,0.6
3,,Julio JonesJ. Jones ATL,,1,5,3.1,0.9
4,,Michael ThomasM. Thomas NO,,2,9,3.9,1.3
Tier 2,
5,,Antonio BrownA. Brown PIT,,2,12,5.6,1.6
6,,Odell Beckham Jr.O. Beckham NYG,,4,9,5.9,0.8
7,,Tyreek HillT. Hill KC,,5,9,6.4,0.8
8,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,1,12,8.0,1.5
Tier 3,
9,,Mike EvansM. Evans TB,,6,14,9.3,0.9
10,,A.J. GreenA. Green CIN,,6,17,9.4,1.1
11,,T.Y. HiltonT. Hilton IND,,9,14,11.5,1.0
12,,Amari CooperA. Cooper DAL,,9,18,12.1,1.6
13,,Keenan AllenK. Allen LAC,,11,16,13.0,1.1
14,,Stefon DiggsS. Diggs MIN,,10,17,14.6,1.3
15,,Adam ThielenA. Thielen MIN,,10,20,14.8,1.6
16,,Brandin CooksB. Cooks LAR,,12,20,15.6,1.5
Tier 4,
17,,Robert WoodsR. Woods LAR,,13,25,16.6,1.3
18,,Kenny GolladayK. Golladay DET,,13,21,17.7,0.9
19,,Allen RobinsonA. Robinson CHI,,19,36,21.1,3.8
20,,Alshon JefferyA. Jeffery PHI,,17,25,21.6,1.7
21,,Cooper KuppC. Kupp LAR,,16,31,21.7,3.0
22,,Corey DavisC. Davis TEN,,19,32,22.2,3.1
23,,Jarvis LandryJ. Landry CLE,,12,31,23.8,2.5
24,,Doug BaldwinD. Baldwin SEA,,21,30,24.0,2.1
25,,Julian EdelmanJ. Edelman NE,,16,30,24.2,3.3
Tier 5,
26,,D.J. MooreD. Moore CAR,,22,32,26.8,2.0
27,,Calvin RidleyC. Ridley ATL,,22,37,27.0,3.6
28,,Tyler BoydT. Boyd CIN,,20,34,29.2,2.4
29,,Tyler LockettT. Lockett SEA,,25,33,29.2,1.8
30,,Sammy WatkinsS. Watkins KC,,26,38,30.3,3.6
31,,Chris GodwinC. Godwin TB,,24,39,31.8,2.4
32,,Marvin JonesM. Jones DET,,29,43,32.1,2.9
33,,Mike WilliamsM. Williams LAC,,25,37,33.3,1.9
34,,Robby AndersonR. Anderson NYJ,,24,44,34.4,3.5
35,,Will FullerW. Fuller HOU,,31,58,35.6,5.8
36,,Courtland SuttonC. Sutton DEN,,34,41,36.8,1.5
37,,Dante PettisD. Pettis SF,,30,41,37.2,1.5
Tier 6,
38,,Golden TateG. Tate PHI,,26,42,38.4,1.7
39,,Christian KirkC. Kirk ARI,,35,44,40.1,1.9
40,,Sterling ShepardS. Shepard NYG,,37,49,40.7,3.3
41,,Curtis SamuelC. Samuel CAR,,35,46,42.3,2.0
42,,Keke CouteeK. Coutee HOU,,38,56,44.3,4.0
43,,Anthony MillerA. Miller CHI,,39,53,44.4,2.9
44,,Dede WestbrookD. Westbrook JAC,,40,52,45.3,3.1
45,,Michael GallupM. Gallup DAL,,42,49,45.8,1.6
46,,Emmanuel SandersE. Sanders DEN,,22,66,47.8,8.8
47,,Marquise GoodwinM. Goodwin SF,,43,59,48.2,3.5
48,,Robert FosterR. Foster BUF,,38,56,49.1,4.0
49,,Adam HumphriesA. Humphries TB,,42,89,51.9,10.3
50,,John BrownJ. Brown BAL,,45,64,52.9,4.2
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Geronimo AllisonG. Allison GB,,27,70,53.1,5.8
52,,Larry FitzgeraldL. Fitzgerald ARI,,31,54,48.6,6.0
Tier 7,
53,,Jamison CrowderJ. Crowder WAS,,48,74,54.3,5.8
54,,Antonio CallawayA. Callaway CLE,,52,63,56.0,3.6
55,,Kenny StillsK. Stills MIA,,52,75,57.7,4.8
56,,John RossJ. Ross CIN,,52,81,58.2,8.1
57,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,48,75,58.8,5.3
58,,DaeSean HamiltonD. Hamilton DEN,,34,68,59.1,5.6
59,,Quincy EnunwaQ. Enunwa NYJ,,48,76,61.2,7.1
60,,James WashingtonJ. Washington PIT,,40,71,64.6,3.6
61,,DeSean JacksonD. Jackson TB,,47,85,60.4,7.4
62,,Taylor GabrielT. Gabriel CHI,,58,68,63.5,2.5
63,,Devante ParkerD. Parker MIA,,55,74,63.6,3.7
64,,Zay JonesZ. Jones BUF,,46,82,65.3,6.1
65,,Albert WilsonA. Wilson MIA,,52,83,66.1,5.9
66,,Tre'Quan SmithT. Smith NO,,47,70,66.4,5.2
67,,Marqise LeeM. Lee JAC,,54,76,66.7,4.4
68,,Mohamed SanuM. Sanu ATL,,48,84,67.1,7.9
69,,Devin FunchessD. Funchess CAR,,50,79,67.8,5.1
Tier 8,
70,,Donte MoncriefD. Moncrief JAC,,60,76,71.6,2.1
71,,David MooreD. Moore SEA,,61,81,72.8,6.3
72,,Michael CrabtreeM. Crabtree BAL,,54,84,73.8,4.5
73,,Nelson AgholorN. Agholor PHI,,56,83,74.1,4.2
74,,Taywan TaylorT. Taylor TEN,,68,89,75.4,4.0
75,,Equanimeous St. BrownE. St. GB,,62,92,75.5,5.3
76,,Tyrell WilliamsT. Williams LAC,,51,84,75.8,5.2
77,,Paul RichardsonP. Richardson WAS,,60,85,76.0,4.6
78,,Demaryius ThomasD. Thomas FA,,53,124,70.4,16.4
79,,Josh ReynoldsJ. Reynolds LAR,,72,88,78.3,3.2
80,,Josh DoctsonJ. Doctson WAS,,72,84,79.1,2.3
81,,Randall CobbR. Cobb GB,,79,91,82.0,3.2
82,,D.J. CharkD. Chark JAC,,77,92,83.2,3.0
83,,Jordy NelsonJ. Nelson OAK,,43,96,84.4,3.8
84,,Chris HoganC. Hogan NE,,77,90,85.8,2.6
85,,Willie SneadW. Snead BAL,,74,91,87.9,2.1
86,,Keelan ColeK. Cole JAC,,85,101,88.8,3.9
87,,Chris ConleyC. Conley KC,,86,99,90.0,3.8
88,,Rashard HigginsR. Higgins CLE,,67,119,91.4,10.9
89,,Dez BryantD. Bryant NO,,73,114,88.7,10.5
90,,Ted GinnT. Ginn NO,,54,112,89.0,7.8
91,,Ryan GrantR. Grant IND,,88,123,95.3,8.7
92,,Pierre GarconP. Garcon SF,,84,101,93.1,3.3
Tier 9,
93,,Cole BeasleyC. Beasley DAL,,81,107,97.2,4.1
94,,Cameron MeredithC. Meredith NO,,83,146,99.7,12.5
95,,Kelvin BenjaminK. Benjamin KC,,89,116,93.8,6.8
96,,Danny AmendolaD. Amendola MIA,,94,105,100.9,3.0
97,,Cordarrelle PattersonC. Patterson NE,,92,120,101.1,7.3
98,,Breshad PerrimanB. Perriman CLE,,78,104,98.3,6.1
99,,Jake KumerowJ. Kumerow GB,,76,167,101.3,19.5
100,,J'Mon MooreJ. Moore GB,,87,165,101.9,20.9
101,,Keith KirkwoodK. Kirkwood NO,,80,117,104.2,8.6
102,,Kendrick BourneK. Bourne SF,,85,115,99.6,5.0
103,,Phillip DorsettP. Dorsett NE,,97,121,106.1,6.6
104,,Jermaine KearseJ. Kearse NYJ,,96,134,106.1,9.4
105,,Deon CainD. Cain IND,,86,110,101.0,4.7
106,,Trent TaylorT. Taylor SF,,100,125,107.1,5.8
107,,Chester RogersC. Rogers IND,,101,120,108.1,4.3
108,,Rishard MatthewsR. Matthews NYJ,,95,109,104.2,3.3
109,,Allen HurnsA. Hurns DAL,,99,142,111.1,10.3
110,,Laquon TreadwellL. Treadwell MIN,,95,128,111.5,7.7
Tier 10,
111,,Jordan MatthewsJ. Matthews PHI,,91,132,114.1,9.6
112,,Dontrelle InmanD. Inman IND,,79,162,111.0,28.6
113,,Jakeem GrantJ. Grant MIA,,93,132,109.2,13.3
114,,Mike WallaceM. Wallace PHI,,86,126,110.2,13.9
115,,Isaiah McKenzieI. McKenzie BUF,,85,142,110.8,18.3
116,,Travis BenjaminT. Benjamin LAC,,91,123,110.8,10.7
117,,Corey ColemanC. Coleman NYG,,100,148,125.5,15.6
118,,Jaron BrownJ. Brown SEA,,111,128,116.8,6.0
119,,Chad WilliamsC. Williams ARI,,104,130,120.2,9.0
120,,Zach PascalZ. Pascal IND,,109,160,131.8,17.2
121,,Tim PatrickT. Patrick DEN,,93,141,123.8,10.4
122,,Brice ButlerB. Butler MIA,,116,141,124.2,9.2
123,,Jarius WrightJ. Wright CAR,,110,137,124.8,8.8
124,,Trey QuinnT. Quinn WAS,,82,147,126.6,13.0
125,,Dan ArnoldD. Arnold NO,,95,163,127.4,27.0
126,,Ryan SwitzerR. Switzer PIT,,94,143,127.6,9.8
127,,Bruce EllingtonB. Ellington FA,,120,134,128.8,5.0
128,,J.J. NelsonJ. Nelson ARI,,111,161,131.2,16.5
