Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,17,1.7,1.0,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,6,2.2,1.3,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,11,3.4,1.3,4.0,+1.0
Tier 2,
4,,Michael ThomasM. Thomas NO,9,1,10,4.4,1.2,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,1,12,4.9,1.9,5.0,0.0
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,15,6.0,2.0,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,3,11,7.1,1.3,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,15,8.1,1.6,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,6,14,10.0,1.7,9.0,0.0
10,,T.Y. HiltonT. Hilton IND,6,4,16,10.6,1.9,11.0,+1.0
11,,A.J. GreenA. Green CIN,9,6,163,11.5,2.3,14.0,+3.0
12,,Amari CooperA. Cooper DAL,8,4,19,11.8,2.2,12.0,0.0
13,,Adam ThielenA. Thielen MIN,12,7,21,13.2,2.5,10.0,-3.0
14,,Stefon DiggsS. Diggs MIN,12,8,18,13.3,2.2,13.0,-1.0
15,,Brandin CooksB. Cooks LAR,9,11,23,16.4,2.0,16.0,+1.0
16,,Julian EdelmanJ. Edelman NE,10,7,41,16.6,3.8,15.0,-1.0
17,,Robert WoodsR. Woods LAR,9,12,30,17.2,2.4,18.0,+1.0
Tier 4,
18,,Kenny GolladayK. Golladay DET,5,10,40,19.3,4.1,17.0,-1.0
19,,Cooper KuppC. Kupp LAR,9,15,32,21.2,3.2,21.0,+2.0
20,,Chris GodwinC. Godwin TB,7,10,42,21.7,5.0,20.0,0.0
21,,Tyler LockettT. Lockett SEA,11,15,40,22.8,4.2,22.0,+1.0
22,,Alshon JefferyA. Jeffery PHI,10,14,32,23.5,4.1,28.0,+6.0
23,,Allen RobinsonA. Robinson CHI,6,15,43,24.5,5.4,30.0,+7.0
24,,D.J. MooreD. Moore CAR,7,17,38,24.9,3.6,24.0,0.0
Tier 5,
25,,Sammy WatkinsS. Watkins KC,12,12,45,26.1,5.4,25.0,0.0
26,,Calvin RidleyC. Ridley ATL,9,18,40,26.3,3.8,23.0,-3.0
27,,Jarvis LandryJ. Landry CLE,7,13,49,27.5,5.1,26.0,-1.0
28,,Tyler BoydT. Boyd CIN,9,19,43,28.2,4.7,27.0,-1.0
29,,Robby AndersonR. Anderson NYJ,4,18,48,29.7,5.3,31.0,+2.0
30,,Mike WilliamsM. Williams LAC,12,17,43,30.3,4.8,29.0,-1.0
31,,Corey DavisC. Davis TEN,11,17,55,31.8,6.1,33.0,+2.0
32,,Dante PettisD. Pettis SF,4,24,56,33.8,5.1,34.0,+2.0
33,,Marvin JonesM. Jones DET,5,24,47,34.1,4.3,37.0,+4.0
34,,Will FullerW. Fuller HOU,10,22,61,35.7,4.1,32.0,-2.0
35,,Golden TateG. Tate NYG,11,18,56,36.1,6.4,40.0,+5.0
36,,Christian KirkC. Kirk ARI,12,23,59,36.4,6.0,35.0,-1.0
37,,Sterling ShepardS. Shepard NYG,11,22,58,36.5,5.3,36.0,-1.0
Tier 6,
38,,Larry FitzgeraldL. Fitzgerald ARI,12,21,63,40.3,7.2,38.0,0.0
39,,Courtland SuttonC. Sutton DEN,10,25,54,40.3,5.2,39.0,0.0
40,,Dede WestbrookD. Westbrook JAC,10,21,62,41.6,6.8,42.0,+2.0
41,,Keke CouteeK. Coutee HOU,10,27,64,42.0,7.2,44.0,+3.0
42,,Curtis SamuelC. Samuel CAR,7,23,66,42.7,5.1,43.0,+1.0
43,,Anthony MillerA. Miller CHI,6,33,78,46.4,7.5,53.0,+10.0
44,,Geronimo AllisonG. Allison GB,11,27,71,46.6,7.3,47.0,+3.0
45,,N'Keal HarryN. Harry NE,10,14,161,50.8,17.9,41.0,-4.0
46,,DeSean JacksonD. Jackson PHI,10,30,87,51.3,7.3,51.0,+5.0
Tier 7,
47,,Michael GallupM. Gallup DAL,8,38,82,51.7,9.0,57.0,+10.0
48,,DaeSean HamiltonD. Hamilton DEN,10,30,80,51.8,10.1,58.0,+10.0
49,,Devin FunchessD. Funchess IND,6,35,83,54.0,9.0,54.0,+5.0
50,,James WashingtonJ. Washington PIT,7,30,95,54.2,10.7,45.0,-5.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,35,83,54.5,8.9,49.0,-2.0
52,,Kenny StillsK. Stills MIA,5,30,83,54.9,7.1,64.0,+12.0
53,,John BrownJ. Brown BUF,6,24,77,56.3,6.6,71.0,+18.0
54,,Emmanuel SandersE. Sanders DEN,10,28,76,54.2,8.8,48.0,-6.0
55,,Tyreek HillT. Hill KC,12,1,98,42.5,25.9,19.0,-36.0
56,,Robert FosterR. Foster BUF,6,33,92,56.1,10.2,68.0,+12.0
57,,Donte MoncriefD. Moncrief PIT,7,29,84,59.4,9.5,55.0,-2.0
