Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,,1,3,1.6,0.7
2,,Ezekiel ElliottE. Elliott DAL,,1,6,2.7,1.1
3,,Todd GurleyT. Gurley LAR,,1,16,3.3,2.4
4,,Christian McCaffreyC. McCaffrey CAR,,2,10,4.0,1.0
5,,Alvin KamaraA. Kamara NO,,2,9,4.3,1.1
Tier 2,
6,,Melvin GordonM. Gordon LAC,,4,8,5.6,0.8
7,,James ConnerJ. Conner PIT,,3,12,8.1,1.7
8,,Le'Veon BellL. Bell NYJ,,5,14,8.5,1.7
Tier 3,
9,,Joe MixonJ. Mixon CIN,,6,14,9.6,1.5
10,,Nick ChubbN. Chubb CLE,,6,18,10.2,2.6
11,,David JohnsonD. Johnson ARI,,5,19,10.6,2.2
12,,Dalvin CookD. Cook MIN,,6,16,11.4,2.0
13,,Aaron JonesA. Jones GB,,8,20,13.6,2.0
14,,Leonard FournetteL. Fournette JAC,,11,24,15.0,2.7
15,,Sony MichelS. Michel NE,,13,23,15.7,2.0
Tier 4,
16,,Marlon MackM. Mack IND,,12,26,16.3,2.2
17,,Chris CarsonC. Carson SEA,,14,29,18.8,2.7
18,,Phillip LindsayP. Lindsay DEN,,12,28,19.1,2.7
19,,Kerryon JohnsonK. Johnson DET,,8,24,19.4,2.2
20,,Derrick HenryD. Henry TEN,,9,26,19.7,2.6
21,,Devonta FreemanD. Freeman ATL,,12,31,21.0,2.5
22,,Damien WilliamsD. Williams KC,,10,37,21.4,6.3
23,,Derrius GuiceD. Guice WAS,,16,40,22.9,3.4
24,,Tarik CohenT. Cohen CHI,,16,30,23.6,2.5
25,,Mark IngramM. Ingram BAL,,15,37,25.0,3.5
Tier 5,
26,,Lamar MillerL. Miller HOU,,19,35,27.0,2.9
27,,James WhiteJ. White NE,,17,39,28.5,3.2
28,,Jerick McKinnonJ. McKinnon SF,,22,49,29.1,5.0
29,,Tevin ColemanT. Coleman SF,,20,40,29.7,3.0
30,,Jordan HowardJ. Howard PHI,,25,41,29.8,4.0
31,,Kenyan DrakeK. Drake MIA,,23,39,29.9,2.2
32,,LeSean McCoyL. McCoy BUF,,27,45,31.7,2.9
33,,Rashaad PennyR. Penny SEA,,29,43,33.9,2.3
34,,Royce FreemanR. Freeman DEN,,27,50,36.6,2.9
35,,Matt BreidaM. Breida SF,,23,51,37.3,5.8
Tier 6,
36,,Kenneth DixonK. Dixon BAL,,30,95,40.9,5.5
37,,Dion LewisD. Lewis TEN,,34,51,41.9,3.5
38,,Latavius MurrayL. Murray NO,,23,56,41.9,8.8
39,,Jay AjayiJ. Ajayi FA,,22,62,42.0,7.1
40,,Gus EdwardsG. Edwards BAL,,31,62,42.7,7.9
41,,Nyheim HinesN. Hines IND,,30,54,43.8,4.1
42,,Kareem HuntK. Hunt CLE,,32,66,41.6,6.4
43,,Elijah McGuireE. McGuire NYJ,,30,69,42.3,9.8
44,,Rex BurkheadR. Burkhead NE,,35,67,45.0,6.4
45,,Ronald Jones IIR. Jones TB,,37,71,49.0,6.4
46,,Ito SmithI. Smith ATL,,29,62,50.6,6.9
47,,Duke JohnsonD. Johnson CLE,,37,60,48.4,5.3
48,,Austin EkelerA. Ekeler LAC,,33,60,49.3,6.3
49,,Josh AdamsJ. Adams PHI,,28,60,47.1,4.7
50,,D'Onta ForemanD. Foreman HOU,,38,65,50.7,6.5
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jamaal WilliamsJ. Williams GB,,39,67,53.8,5.3
52,,Chris ThompsonC. Thompson WAS,,35,64,52.9,5.3
Tier 7,
53,,Isaiah CrowellI. Crowell OAK,,39,78,55.1,8.0
54,,Peyton BarberP. Barber TB,,35,86,57.8,9.2
55,,Carlos HydeC. Hyde KC,,29,75,55.4,11.9
56,,Adrian PetersonA. Peterson WAS,,38,74,58.3,7.2
57,,C.J. AndersonC. Anderson LAR,,37,71,57.0,6.4
58,,T.J. YeldonT. Yeldon FA,,41,76,58.5,5.3
59,,Kalen BallageK. Ballage MIA,,44,71,61.1,4.9
60,,Doug MartinD. Martin FA,,41,81,58.3,8.3
