Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,10,2,4,2.5,0.6
3,,George KittleG. Kittle SF,4,2,4,2.7,0.4
4,,O.J. HowardO. Howard TB,7,2,8,4.7,0.8
Tier 3,
5,,Hunter HenryH. Henry LAC,12,2,11,5.5,1.1
6,,Evan EngramE. Engram NYG,11,4,9,6.3,1.5
7,,Eric EbronE. Ebron IND,6,5,13,7.5,1.1
8,,Jared CookJ. Cook NO,9,4,13,8.0,1.9
9,,David NjokuD. Njoku CLE,7,2,13,8.2,1.8
Tier 4,
10,,Delanie WalkerD. Walker TEN,11,7,14,11.3,1.5
11,,Austin HooperA. Hooper ATL,9,7,20,12.6,2.1
12,,Chris Herndon IVC. Herndon NYJ,4,9,19,12.6,2.4
13,,Trey BurtonT. Burton CHI,6,7,19,13.5,2.6
14,,Jack DoyleJ. Doyle IND,6,10,19,14.0,2.3
15,,Vance McDonaldV. McDonald PIT,7,7,22,15.7,3.2
16,,Greg OlsenG. Olsen CAR,7,12,23,16.0,2.6
17,,Jordan ReedJ. Reed WAS,10,11,20,16.7,2.0
18,,Kyle RudolphK. Rudolph MIN,12,11,21,16.8,2.2
19,,Jimmy GrahamJ. Graham GB,11,13,24,18.8,1.5
Tier 5,
20,,Dallas GoedertD. Goedert PHI,10,12,25,21.4,2.2
21,,Mike GesickiM. Gesicki MIA,5,13,29,22.3,2.4
22,,Gerald EverettG. Everett LAR,9,14,35,22.8,3.3
23,,Mark AndrewsM. Andrews BAL,8,14,36,25.1,4.2
24,,Hayden HurstH. Hurst BAL,8,18,33,25.6,2.7
25,,Cameron BrateC. Brate TB,7,22,34,25.9,2.7
26,,Tyler EifertT. Eifert CIN,9,17,33,25.7,4.0
27,,Ian ThomasI. Thomas CAR,7,22,36,28.3,3.1
28,,Ricky Seals-JonesR. Seals-Jones ARI,12,15,33,28.9,2.4
Tier 6,
29,,Jake ButtJ. Butt DEN,10,26,37,31.2,2.5
30,,Nick VannettN. Vannett SEA,11,26,36,31.2,2.7
31,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,10,16,43,30.9,4.9
32,,Charles ClayC. Clay ARI,12,26,50,33.5,4.8
33,,Luke WillsonL. Willson OAK,6,30,44,34.8,2.9
34,,Jason WittenJ. Witten DAL,8,18,42,30.8,7.9
35,,Jonnu SmithJ. Smith TEN,11,28,39,34.1,2.8
36,,Rob GronkowskiR. Gronkowski FA,,9,42,18.0,12.6
37,,Jaylen SamuelsJ. Samuels PIT,7,19,29,24.2,2.9
38,,C.J. UzomahC. Uzomah CIN,9,24,39,33.1,3.7
39,,Jesse JamesJ. James DET,5,24,48,36.3,7.6
Tier 7,
40,,Will DisslyW. Dissly SEA,11,25,40,35.3,5.4
41,,Adam ShaheenA. Shaheen CHI,6,32,41,37.7,2.4
42,,T.J. HockensonT. Hockenson FA,,22,32,27.3,4.1
43,,Jordan ThomasJ. Thomas HOU,10,31,44,38.7,3.2
44,,Noah FantN. Fant FA,,26,31,29.0,2.2
45,,Blake JarwinB. Jarwin DAL,8,27,43,37.4,3.3
46,,Tyler HigbeeT. Higbee LAR,9,38,45,41.5,1.8
47,,Geoff SwaimG. Swaim JAC,10,26,45,35.5,9.5
48,,Dan ArnoldD. Arnold NO,9,41,44,42.7,1.2
49,,Ryan GriffinR. Griffin HOU,10,41,46,43.7,2.1
50,,Josh HillJ. Hill NO,9,38,47,42.5,4.5
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Vernon DavisV. Davis WAS,10,43,49,46.0,2.4
52,,Antonio GatesA. Gates FA,,48,51,49.5,1.5
