Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Justin TuckerJ. Tucker BAL,,1,4,1.5,0.6
2,,Harrison ButkerH. Butker KC,,1,4,1.7,0.6
3,,Wil LutzW. Lutz NO,,1,5,3.0,0.6
Tier 2,
4,,Greg ZuerleinG. Zuerlein DAL,,3,12,4.4,1.4
5,,Robbie GouldR. Gould SF,,3,10,5.2,0.8
6,,Matt GayM. Gay TB,,5,10,6.6,1.3
7,,Matt PraterM. Prater DET,,5,17,7.2,1.6
8,,Zane GonzalezZ. Gonzalez ARI,,5,16,9.1,1.3
Tier 3,
9,,Michael BadgleyM. Badgley LAC,,7,18,10.3,3.1
10,,Ka'imi FairbairnK. Fairbairn HOU,,4,20,11.1,2.0
11,,Jake ElliottJ. Elliott PHI,,8,18,13.5,2.1
12,,Mason CrosbyM. Crosby GB,,8,22,13.2,3.1
13,,Dan BaileyD. Bailey MIN,,7,18,14.8,2.3
14,,Younghoe KooY. Koo ATL,,5,23,15.6,5.9
15,,Brandon McManusB. McManus DEN,,13,23,15.6,2.8
16,,Joey SlyeJ. Slye CAR,,12,30,15.7,4.2
17,,Jason MyersJ. Myers SEA,,12,21,15.8,2.4
Tier 4,
18,,Chris BoswellC. Boswell PIT,,9,25,17.6,1.2
19,,Stephen GostkowskiS. Gostkowski FA,,4,32,13.7,7.1
20,,Stephen HauschkaS. Hauschka BUF,,12,24,18.6,1.4
21,,Josh LamboJ. Lambo JAC,,9,22,19.5,2.4
22,,Brett MaherB. Maher NYJ,,14,31,21.9,3.0
23,,Austin SeibertA. Seibert CLE,,15,25,22.4,1.8
Tier 5,
24,,Aldrick RosasA. Rosas NYG,,22,31,24.9,2.2
25,,Daniel CarlsonD. Carlson LV,,20,29,26.1,1.5
26,,Kai ForbathK. Forbath DAL,,11,29,24.1,4.5
27,,Chase McLaughlinC. McLaughlin IND,,10,27,20.4,7.7
28,,Adam VinatieriA. Vinatieri FA,,25,32,27.3,1.8
29,,Dustin HopkinsD. Hopkins WAS,,25,28,27.7,0.7
30,,Randy BullockR. Bullock CIN,,23,32,27.4,3.2
31,,Eddy PineiroE. Pineiro CHI,,20,31,27.8,4.0
32,,Jason SandersJ. Sanders MIA,,24,31,28.2,2.3
33,,Greg JosephG. Joseph TEN,,20,26,23.0,3.0
34,,Ryan SuccopR. Succop FA,,19,32,25.5,6.5
