Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Todd GurleyT. Gurley LAR,,1,2,1.2,0.4
2,,Saquon BarkleyS. Barkley NYG,,1,4,2.2,0.6
3,,Ezekiel ElliottE. Elliott DAL,,1,6,2.8,0.4
4,,Christian McCaffreyC. McCaffrey CAR,,2,6,3.9,0.3
Tier 2,
5,,Alvin KamaraA. Kamara NO,,4,6,4.9,0.3
6,,Melvin GordonM. Gordon LAC,,5,6,5.8,0.4
7,,Nick ChubbN. Chubb CLE,,7,12,8.3,1.1
8,,James ConnerJ. Conner PIT,,7,12,8.8,1.4
9,,Le'Veon BellL. Bell PIT,,7,12,9.0,1.2
10,,Joe MixonJ. Mixon CIN,,7,12,9.6,1.2
Tier 3,
11,,Dalvin CookD. Cook MIN,,7,13,11.1,1.4
12,,David JohnsonD. Johnson ARI,,7,15,11.9,1.1
13,,Aaron JonesA. Jones GB,,9,14,12.2,1.2
14,,Leonard FournetteL. Fournette JAC,,9,27,15.1,1.4
15,,Sony MichelS. Michel NE,,14,18,15.4,1.3
16,,Chris CarsonC. Carson SEA,,14,22,16.6,1.2
17,,Marlon MackM. Mack IND,,13,23,16.8,1.8
Tier 4,
18,,Phillip LindsayP. Lindsay DEN,,17,20,18.2,0.6
19,,Derrick HenryD. Henry TEN,,16,26,20.2,0.9
20,,Kerryon JohnsonK. Johnson DET,,13,31,20.7,1.9
21,,Derrius GuiceD. Guice WAS,,16,31,20.8,2.4
22,,Devonta FreemanD. Freeman ATL,,16,31,21.8,2.4
23,,Tarik CohenT. Cohen CHI,,20,26,23.0,1.3
24,,Lamar MillerL. Miller HOU,,23,28,24.8,1.0
25,,Jerick McKinnonJ. McKinnon SF,,22,34,25.4,2.3
26,,Jordan HowardJ. Howard CHI,,21,30,26.4,1.7
27,,Damien WilliamsD. Williams KC,,14,46,27.2,6.3
28,,Mark IngramM. Ingram NO,,26,39,27.4,1.5
29,,James WhiteJ. White NE,,24,29,27.6,0.7
Tier 5,
30,,LeSean McCoyL. McCoy BUF,,24,41,30.4,1.4
31,,Kenyan DrakeK. Drake MIA,,23,34,30.9,1.4
32,,Tevin ColemanT. Coleman ATL,,22,42,32.2,1.5
33,,Rashaad PennyR. Penny SEA,,31,41,33.2,1.6
34,,Matt BreidaM. Breida SF,,24,40,34.2,2.7
35,,Royce FreemanR. Freeman DEN,,28,44,36.2,3.0
36,,Elijah McGuireE. McGuire NYJ,,30,44,36.6,2.7
37,,Kenneth DixonK. Dixon BAL,,28,47,37.3,2.8
38,,Jay AjayiJ. Ajayi PHI,,32,52,37.9,1.7
39,,Gus EdwardsG. Edwards BAL,,36,59,39.4,2.2
40,,Dion LewisD. Lewis TEN,,38,46,41.8,2.1
Tier 6,
41,,Kareem HuntK. Hunt FA,,20,51,40.5,4.0
42,,Josh AdamsJ. Adams PHI,,42,58,44.9,3.4
43,,Rex BurkheadR. Burkhead NE,,34,57,46.3,4.7
44,,Nyheim HinesN. Hines IND,,36,52,46.8,2.7
45,,Duke JohnsonD. Johnson CLE,,32,54,47.0,3.3
46,,Ronald Jones IIR. Jones TB,,36,71,48.5,6.6
47,,D'Onta ForemanD. Foreman HOU,,44,64,49.5,5.1
48,,Latavius MurrayL. Murray MIN,,38,63,49.8,5.3
49,,Isaiah CrowellI. Crowell NYJ,,40,58,49.9,4.2
50,,Alex CollinsA. Collins BAL,,36,64,50.6,5.5
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Austin EkelerA. Ekeler LAC,,35,60,52.1,5.3
52,,Doug MartinD. Martin OAK,,42,73,52.4,7.2
53,,Spencer WareS. Ware KC,,35,62,52.5,6.6
54,,Chris ThompsonC. Thompson WAS,,40,65,53.9,3.1
55,,Ito SmithI. Smith ATL,,48,62,54.4,3.5
56,,Jamaal WilliamsJ. Williams GB,,45,67,55.6,1.8
57,,Peyton BarberP. Barber TB,,45,67,56.1,5.3
58,,T.J. YeldonT. Yeldon JAC,,48,76,56.9,4.9
Tier 7,
59,,Adrian PetersonA. Peterson WAS,,37,63,58.5,1.9
60,,Jaylen SamuelsJ. Samuels PIT,,41,72,58.6,6.8
61,,C.J. AndersonC. Anderson LAR,,38,67,58.8,3.1
62,,Carlos HydeC. Hyde JAC,,45,67,58.9,5.0
63,,Kalen BallageK. Ballage MIA,,53,70,62.6,1.6
64,,Giovani BernardG. Bernard CIN,,53,70,63.6,2.4
65,,Jalen RichardJ. Richard OAK,,49,73,64.4,6.0
66,,Mike DavisM. Davis SEA,,56,77,69.1,3.3
67,,Frank GoreF. Gore MIA,,47,83,69.4,6.5
68,,Corey ClementC. Clement PHI,,65,77,70.3,3.3
69,,Malcolm BrownM. Brown LAR,,64,92,70.5,3.4
70,,Jordan WilkinsJ. Wilkins IND,,65,79,70.6,2.1
71,,Chase EdmondsC. Edmonds ARI,,65,90,70.8,4.0
72,,Justin JacksonJ. Jackson LAC,,66,76,72.1,1.6
73,,John KellyJ. Kelly LAR,,63,79,72.9,2.3
74,,Theo RiddickT. Riddick DET,,57,84,75.4,4.2
75,,Bilal PowellB. Powell NYJ,,49,88,70.4,5.2
76,,Rod SmithR. Smith DAL,,69,94,78.6,2.5
Tier 8,
77,,Devontae BookerD. Booker DEN,,76,88,79.9,2.0
78,,Wendell SmallwoodW. Smallwood PHI,,58,86,76.7,4.7
79,,Jeff WilsonJ. Wilson SF,,64,86,77.0,5.6
80,,Mark WaltonM. Walton CIN,,70,96,83.5,5.8
81,,Javorius AllenJ. Allen BAL,,78,97,83.5,2.4
82,,Wayne GallmanW. Gallman NYG,,74,89,84.4,3.7
83,,LeGarrette BlountL. Blount DET,,73,111,85.0,3.1
84,,Ty MontgomeryT. Montgomery BAL,,72,96,81.0,2.6
85,,Chris IvoryC. Ivory BUF,,82,91,86.5,1.8
86,,Cordarrelle PattersonC. Patterson NE,,41,100,76.7,7.1
87,,Ameer AbdullahA. Abdullah MIN,,78,111,87.9,6.1
88,,Alfred BlueA. Blue HOU,,82,101,90.5,2.5
89,,Corey GrantC. Grant JAC,,84,90,88.1,1.0
90,,Darren SprolesD. Sproles PHI,,53,95,84.3,3.4
91,,Jeremy HillJ. Hill NE,,81,125,93.8,8.8
92,,Trenton CannonT. Cannon NYJ,,78,108,91.6,1.8
93,,Alfred MorrisA. Morris SF,,80,133,93.1,3.4
94,,Cameron Artis-PayneC. Artis-Payne CAR,,82,110,95.4,2.1
95,,Marshawn LynchM. Lynch OAK,,36,113,83.3,31.0
96,,Marcus MurphyM. Murphy BUF,,89,127,98.0,1.9
97,,Zach ZennerZ. Zenner DET,,59,103,90.6,7.9
98,,Darrel WilliamsD. Williams KC,,73,110,96.0,8.6
99,,Jacquizz RodgersJ. Rodgers TB,,84,113,96.2,2.3
Tier 9,
100,,DeAndre WashingtonD. Washington OAK,,81,98,92.0,6.5
101,,Boston ScottB. Scott PHI,,80,119,97.2,0.7
102,,Brian HillB. Hill ATL,,66,120,99.4,3.4
103,,Charcandrick WestC. West KC,,89,102,97.8,5.3
104,,Robert KelleyR. Kelley WAS,,86,100,92.0,5.9
105,,Samaje PerineS. Perine WAS,,88,103,95.0,6.2
106,,Kyle JuszczykK. Juszczyk SF,,96,108,100.3,5.4
107,,Tavon AustinT. Austin DAL,,85,101,93.0,8.0
108,,C.J. ProsiseC. Prosise SEA,,91,95,93.0,2.0
109,,Kapri BibbsK. Bibbs GB,,94,104,99.0,5.0
110,,Dwayne WashingtonD. Washington NO,,96,102,99.0,3.0
111,,Raheem MostertR. Mostert SF,,97,117,106.0,8.3
112,,Mike BooneM. Boone MIN,,91,111,101.0,10.0
113,,Detrez NewsomeD. Newsome LAC,,92,123,108.3,12.7
114,,De'Angelo HendersonD. Henderson NYJ,,98,126,109.3,12.0
115,,J.D. McKissicJ. McKissic SEA,,103,118,108.7,6.6
116,,David WilliamsD. Williams JAC,,99,137,115.0,16.1
117,,Taquan MizzellT. Mizzell CHI,,105,107,106.0,1.0
118,,Roc ThomasR. Thomas MIN,,102,112,107.0,5.0
Tier 10,
119,,Justin DavisJ. Davis LAR,,106,112,109.0,3.0
120,,Byron MarshallB. Marshall WAS,,101,124,112.5,11.5
121,,Elijhaa PennyE. Penny NYG,,104,131,117.5,13.5
122,,T.J. LoganT. Logan ARI,,105,129,117.0,12.0
123,,Keith FordK. Ford BUF,,108,148,128.0,20.0
124,,De'Lance TurnerD. Turner BAL,,112,130,121.0,9.0
