Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.0,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,10,2,5,2.5,0.5,2.0,0.0
3,,George KittleG. Kittle SF,4,2,12,2.6,0.6,3.0,0.0
Tier 3,
4,,O.J. HowardO. Howard TB,7,2,15,4.9,1.4,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,9,5.5,1.1,7.0,+2.0
6,,Evan EngramE. Engram NYG,11,4,11,6.0,1.7,6.0,0.0
7,,Jared CookJ. Cook NO,9,3,20,8.1,2.4,8.0,+1.0
8,,Eric EbronE. Ebron IND,6,5,17,8.1,1.9,5.0,-3.0
9,,David NjokuD. Njoku CLE,7,4,14,9.3,2.2,9.0,0.0
Tier 4,
10,,Delanie WalkerD. Walker TEN,11,6,29,12.1,3.2,17.0,+7.0
11,,Austin HooperA. Hooper ATL,9,6,23,12.7,2.9,10.0,-1.0
12,,Vance McDonaldV. McDonald PIT,7,6,24,12.9,4.1,11.0,-1.0
13,,Trey BurtonT. Burton CHI,6,9,21,13.2,2.4,12.0,-1.0
14,,Jack DoyleJ. Doyle IND,6,6,28,14.2,3.6,22.0,+8.0
15,,Chris Herndon IVC. Herndon NYJ,4,6,20,14.7,3.2,15.0,0.0
16,,Jordan ReedJ. Reed WAS,10,7,24,15.9,2.9,18.0,+2.0
Tier 5,
17,,Greg OlsenG. Olsen CAR,7,4,34,17.5,2.8,20.0,+3.0
18,,Kyle RudolphK. Rudolph MIN,12,9,31,18.4,2.4,16.0,-2.0
19,,Jimmy GrahamJ. Graham GB,11,7,30,19.1,3.0,19.0,0.0
20,,Mike GesickiM. Gesicki MIA,5,10,35,23.2,3.8,26.0,+6.0
21,,Dallas GoedertD. Goedert PHI,10,13,30,22.9,3.7,21.0,0.0
22,,Mark AndrewsM. Andrews BAL,8,9,37,24.1,4.9,23.0,+1.0
23,,Gerald EverettG. Everett LAR,9,18,35,25.4,3.2,34.0,+11.0
24,,T.J. HockensonT. Hockenson DET,5,11,30,19.8,4.5,13.0,-11.0
25,,Tyler EifertT. Eifert CIN,9,13,35,26.2,4.3,25.0,0.0
26,,Noah FantN. Fant DEN,10,9,29,20.7,5.2,14.0,-12.0
27,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,10,13,48,27.7,6.7,27.0,0.0
Tier 6,
28,,Cameron BrateC. Brate TB,7,23,48,29.6,5.3,30.0,+2.0
29,,Hayden HurstH. Hurst BAL,8,23,54,29.6,4.9,32.0,+3.0
30,,Ricky Seals-JonesR. Seals-Jones ARI,12,18,67,30.7,7.1,41.0,+11.0
31,,Ian ThomasI. Thomas CAR,7,23,49,31.9,5.2,28.0,-3.0
32,,Nick VannettN. Vannett SEA,11,24,60,34.5,6.0,44.0,+12.0
33,,Jason WittenJ. Witten DAL,8,18,39,29.9,4.9,29.0,-4.0
34,,Charles ClayC. Clay ARI,12,19,64,37.0,7.9,53.0,+19.0
Tier 7,
35,,Jake ButtJ. Butt DEN,10,28,55,37.4,7.2,61.0,+26.0
36,,Irv Smith Jr.I. Smith MIN,12,24,64,37.3,7.0,24.0,-12.0
37,,Jonnu SmithJ. Smith TEN,11,28,68,38.4,9.3,35.0,-2.0
38,,Will DisslyW. Dissly SEA,11,23,49,35.8,7.4,37.0,-1.0
39,,Jace SternbergerJ. Sternberger GB,11,25,61,37.6,8.2,31.0,-8.0
40,,Luke WillsonL. Willson OAK,6,24,67,41.0,10.7,,
41,,Blake JarwinB. Jarwin DAL,8,27,63,38.6,8.8,40.0,-1.0
42,,Tyler HigbeeT. Higbee LAR,9,29,47,42.2,3.3,55.0,+13.0
43,,C.J. UzomahC. Uzomah CIN,9,20,56,39.2,7.2,33.0,-10.0
44,,Jesse JamesJ. James DET,5,21,52,43.1,4.7,38.0,-6.0
45,,Geoff SwaimG. Swaim JAC,10,20,48,37.8,8.0,58.0,+13.0
46,,Jordan ThomasJ. Thomas HOU,10,24,69,45.2,11.1,52.0,+6.0
47,,Adam ShaheenA. Shaheen CHI,6,24,56,43.9,5.9,48.0,+1.0
48,,Vernon DavisV. Davis WAS,10,30,53,44.0,5.8,60.0,+12.0
Tier 8,
49,,Tyler KroftT. Kroft BUF,6,35,52,43.5,4.3,42.0,-7.0
50,,Josh OliverJ. Oliver JAC,10,24,67,42.8,12.9,36.0,-14.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Benjamin WatsonB. Watson NE,10,26,50,36.7,7.3,46.0,-5.0
52,,Kahale WarringK. Warring HOU,10,32,74,51.0,13.5,43.0,-9.0
53,,Josh HillJ. Hill NO,9,36,71,55.4,9.2,,
54,,Dawson KnoxD. Knox BUF,6,32,72,49.4,14.9,39.0,-15.0
55,,Ed DicksonE. Dickson SEA,11,27,58,50.3,8.8,,
56,,Jaylen SamuelsJ. Samuels PIT,7,12,23,17.8,4.1,,
57,,Darren WallerD. Waller OAK,6,33,103,47.8,24.8,47.0,-10.0
58,,Ryan GriffinR. Griffin FA,,30,51,44.6,5.2,,
59,,Xavier GrimbleX. Grimble PIT,7,39,75,55.5,11.3,,
60,,Foster MoreauF. Moreau OAK,6,25,89,59.0,21.8,51.0,-9.0
61,,Jeff HeuermanJ. Heuerman DEN,10,45,65,51.0,7.1,45.0,-16.0
62,,Jordan AkinsJ. Akins HOU,10,48,64,55.0,6.0,,
63,,Demetrius HarrisD. Harris CLE,7,44,66,55.2,8.1,63.0,0.0
64,,Dan ArnoldD. Arnold NO,9,48,90,63.8,15.8,,
Tier 9,
65,,Garrett CelekG. Celek SF,4,56,76,64.8,7.6,,
66,,Rhett EllisonR. Ellison NYG,11,42,82,60.2,13.0,,
67,,Jason CroomJ. Croom BUF,6,50,95,68.0,16.4,65.0,-2.0
68,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,54,70,61.8,6.8,,
69,,Mo Alie-CoxM. Alie-Cox IND,6,52,76,65.4,8.9,,
70,,Blake BellB. Bell KC,12,47,69,57.0,8.0,,
71,,Virgil GreenV. Green LAC,12,49,80,68.4,6.7,,
72,,Jordan LeggettJ. Leggett TB,7,60,73,65.5,4.8,,
73,,Maxx WilliamsM. Williams ARI,12,46,82,66.0,13.8,,
74,,Darren FellsD. Fells HOU,10,31,93,52.7,28.5,,
75,,Nick BoyleN. Boyle BAL,8,57,78,66.3,7.8,,
76,,Logan PaulsenL. Paulsen ATL,9,55,91,69.3,13.6,,
77,,Dwayne AllenD. Allen MIA,5,53,59,57.0,2.8,,
78,,Anthony FirkserA. Firkser TEN,11,53,83,69.8,11.7,,
79,,Drew SampleD. Sample CIN,9,51,88,73.8,13.9,49.0,-30.0
80,,Matt LaCosseM. LaCosse NE,10,66,79,74.3,5.0,54.0,-26.0
81,,Luke StockerL. Stocker ATL,9,62,90,74.8,11.6,,
82,,Michael RobertsM. Roberts DET,5,65,87,74.8,8.5,,
83,,Jeremy SprinkleJ. Sprinkle WAS,10,72,99,82.2,9.7,,
84,,Dalton SchultzD. Schultz DAL,8,72,86,76.8,5.5,,
85,,Deon YelderD. Yelder KC,12,58,88,77.0,11.4,,
Tier 10,
86,,Derek CarrierD. Carrier OAK,6,72,102,85.4,11.8,,
87,,Tyler ConklinT. Conklin NE,10,51,94,72.0,17.6,,
88,,Stephen AndersonS. Anderson NE,10,63,87,72.0,10.7,,
89,,Seth DeValveS. DeValve CLE,7,61,87,72.3,10.9,,
90,,Nick O'LearyN. O'Leary MIA,5,68,93,84.0,9.8,,
91,,Scott SimonsonS. Simonson NYG,11,78,95,85.5,6.6,,
92,,Eric SaubertE. Saubert ATL,9,69,84,78.7,6.8,,
93,,Antony AuclairA. Auclair TB,7,72,98,86.8,9.4,,
94,,Jacob HollisterJ. Hollister SEA,11,71,96,80.3,11.1,,
95,,Trevon WescoT. Wesco NYJ,4,54,93,73.5,19.5,62.0,-33.0
96,,Marcedes LewisM. Lewis GB,11,84,106,92.0,8.8,,
97,,David MorganD. Morgan MIN,12,85,99,93.0,5.2,,
98,,Zach GentryZ. Gentry PIT,7,80,97,89.3,7.0,64.0,-34.0
99,,Durham SmytheD. Smythe MIA,5,77,85,81.0,4.0,,
100,,Clive WalfordC. Walford MIA,5,77,86,81.5,4.5,,
101,,Neal SterlingN. Sterling NYJ,4,83,102,94.3,7.1,,
102,,Rico GathersR. Gathers DAL,8,70,94,82.0,12.0,,
103,,Chris ManhertzC. Manhertz CAR,7,84,97,90.7,5.3,,
Tier 11,
104,,Isaac NautaI. Nauta DET,5,82,95,88.5,6.5,,
105,,Kaden SmithK. Smith SF,4,90,100,95.3,4.1,,
106,,Troy FumagalliT. Fumagalli DEN,10,90,92,91.0,1.0,,
107,,Sean CulkinS. Culkin LAC,12,86,100,93.0,7.0,,
108,,Richard RodgersR. Rodgers PHI,10,92,104,97.7,4.9,,
109,,Ben BrauneckerB. Braunecker CHI,6,97,102,99.5,2.5,,
110,,Alize MackA. Mack NO,9,101,101,101.0,0.0,57.0,-53.0
111,,Robert TonyanR. Tonyan GB,11,101,104,102.5,1.5,,
112,,MyCole PruittM. Pruitt TEN,11,103,105,104.0,1.0,,
