Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,16,1.9,1.3,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,7,2.2,1.3,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,7,3.2,1.1,4.0,+1.0
4,,Michael ThomasM. Thomas NO,9,1,11,4.2,1.3,3.0,-1.0
Tier 2,
5,,Odell Beckham Jr.O. Beckham CLE,7,1,14,5.3,1.8,5.0,0.0
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,14,6.1,2.1,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,4,15,7.6,1.6,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,17,8.8,1.7,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,3,15,10.6,2.1,9.0,0.0
10,,T.Y. HiltonT. Hilton IND,6,7,16,11.3,2.0,11.0,+1.0
11,,A.J. GreenA. Green CIN,9,3,17,12.3,2.4,14.0,+3.0
12,,Amari CooperA. Cooper DAL,8,5,26,12.9,2.6,12.0,0.0
13,,Tyreek HillT. Hill KC,12,1,96,13.6,19.4,15.0,+2.0
14,,Adam ThielenA. Thielen MIN,12,8,20,13.7,2.6,10.0,-4.0
15,,Stefon DiggsS. Diggs MIN,12,7,19,13.9,2.2,13.0,-2.0
16,,Julian EdelmanJ. Edelman NE,10,9,31,16.5,3.5,16.0,0.0
Tier 4,
17,,Brandin CooksB. Cooks LAR,9,11,26,17.3,2.2,17.0,0.0
18,,Robert WoodsR. Woods LAR,9,11,30,17.8,2.9,19.0,+1.0
19,,Kenny GolladayK. Golladay DET,5,12,41,20.4,4.7,18.0,-1.0
20,,Chris GodwinC. Godwin TB,7,12,43,22.5,5.1,20.0,0.0
21,,Cooper KuppC. Kupp LAR,9,16,33,22.7,3.5,21.0,0.0
22,,Tyler LockettT. Lockett SEA,11,12,37,23.6,4.4,22.0,0.0
23,,Alshon JefferyA. Jeffery PHI,10,15,33,24.3,3.8,29.0,+6.0
24,,D.J. MooreD. Moore CAR,7,18,38,25.7,3.7,24.0,0.0
Tier 5,
25,,Calvin RidleyC. Ridley ATL,9,11,35,26.4,3.8,23.0,-2.0
26,,Allen RobinsonA. Robinson CHI,6,15,48,26.6,6.1,30.0,+4.0
27,,Tyler BoydT. Boyd CIN,9,18,46,28.4,5.6,27.0,0.0
28,,Jarvis LandryJ. Landry CLE,7,17,51,29.0,6.0,25.0,-3.0
29,,Robby AndersonR. Anderson NYJ,4,18,49,29.9,5.7,31.0,+2.0
