Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,5,1.6,0.6,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,8,2.4,1.7,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,6,3.1,1.0,5.0,+2.0
Tier 2,
4,,Michael ThomasM. Thomas NO,9,3,14,4.7,1.4,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,1,8,5.1,1.5,4.0,-1.0
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,2,13,5.6,1.4,7.0,+1.0
7,,Tyreek HillT. Hill KC,12,1,76,7.8,3.0,6.0,-1.0
8,,Antonio BrownA. Brown OAK,6,4,14,8.3,1.3,8.0,0.0
9,,Mike EvansM. Evans TB,7,6,15,8.6,1.7,9.0,0.0
Tier 3,
10,,Keenan AllenK. Allen LAC,12,4,16,10.2,1.3,10.0,0.0
11,,T.Y. HiltonT. Hilton IND,6,8,16,11.3,1.8,11.0,0.0
12,,Amari CooperA. Cooper DAL,8,5,22,12.4,2.1,13.0,+1.0
13,,Adam ThielenA. Thielen MIN,12,7,19,13.4,2.1,12.0,-1.0
14,,Stefon DiggsS. Diggs MIN,12,9,22,13.9,2.1,14.0,0.0
15,,Julian EdelmanJ. Edelman NE,10,6,27,15.2,2.9,16.0,+1.0
16,,Brandin CooksB. Cooks LAR,9,12,22,16.3,1.9,15.0,-1.0
17,,Robert WoodsR. Woods LAR,9,12,22,16.6,2.0,19.0,+2.0
Tier 4,
18,,Kenny GolladayK. Golladay DET,5,14,30,18.8,2.6,18.0,0.0
19,,Chris GodwinC. Godwin TB,7,11,31,20.4,3.3,20.0,+1.0
20,,Tyler LockettT. Lockett SEA,11,10,33,22.1,3.6,22.0,+2.0
21,,Cooper KuppC. Kupp LAR,9,17,35,23.2,4.5,21.0,0.0
22,,Tyler BoydT. Boyd CIN,9,19,41,24.8,4.1,25.0,+3.0
23,,D.J. MooreD. Moore CAR,7,18,39,24.9,4.5,24.0,+1.0
24,,Alshon JefferyA. Jeffery PHI,10,15,34,25.4,3.9,28.0,+4.0
Tier 5,
25,,A.J. GreenA. Green CIN,9,8,165,26.2,8.3,17.0,-8.0
26,,Allen RobinsonA. Robinson CHI,6,15,46,26.6,6.9,29.0,+3.0
27,,Calvin RidleyC. Ridley ATL,9,20,39,26.6,4.9,23.0,-4.0
28,,Mike WilliamsM. Williams LAC,12,18,37,28.6,4.5,27.0,-1.0
29,,Jarvis LandryJ. Landry CLE,7,19,46,29.7,5.3,26.0,-3.0
30,,Robby AndersonR. Anderson NYJ,4,21,44,30.6,4.7,30.0,0.0
31,,Dante PettisD. Pettis SF,4,22,45,32.6,5.4,33.0,+2.0
32,,Corey DavisC. Davis TEN,11,19,49,33.4,5.6,35.0,+3.0
33,,Christian KirkC. Kirk ARI,12,21,50,33.7,6.3,34.0,+1.0
34,,Sammy WatkinsS. Watkins KC,12,17,59,34.3,6.9,31.0,-3.0
35,,Will FullerW. Fuller HOU,10,20,66,35.8,7.0,32.0,-3.0
36,,Marvin JonesM. Jones DET,5,25,47,36.6,4.2,38.0,+2.0
37,,Sterling ShepardS. Shepard NYG,11,26,50,36.8,5.3,36.0,-1.0
Tier 6,
38,,Dede WestbrookD. Westbrook JAC,10,18,52,37.4,6.3,40.0,+2.0
39,,Larry FitzgeraldL. Fitzgerald ARI,12,25,50,38.2,5.9,37.0,-2.0
40,,Curtis SamuelC. Samuel CAR,7,26,56,39.9,5.5,42.0,+2.0
41,,Keke CouteeK. Coutee HOU,10,24,58,40.7,5.4,47.0,+6.0
42,,Courtland SuttonC. Sutton DEN,10,29,53,41.0,4.7,39.0,-3.0
43,,Geronimo AllisonG. Allison GB,11,27,83,44.3,6.6,44.0,+1.0
44,,Golden TateG. Tate NYG,11,19,76,46.6,9.7,43.0,-1.0
45,,Anthony MillerA. Miller CHI,6,31,65,47.5,6.0,51.0,+6.0
46,,DeSean JacksonD. Jackson PHI,10,32,69,49.0,5.4,50.0,+4.0
47,,Donte MoncriefD. Moncrief PIT,7,30,80,50.5,8.2,55.0,+8.0
