Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
29,,Patrick MahomesP. Mahomes KC,QB1,,27,50,30.4,5.6
30,,Keenan AllenK. Allen LAC,WR13,,25,35,31.5,1.5
31,,Sony MichelS. Michel NE,RB14,,23,52,31.8,5.5
32,,Leonard FournetteL. Fournette JAC,RB15,,18,52,32.4,8.0
33,,Stefon DiggsS. Diggs MIN,WR14,,26,36,33.3,1.4
34,,Adam ThielenA. Thielen MIN,WR15,,24,39,33.5,2.3
35,,Brandin CooksB. Cooks LAR,WR16,,27,39,34.6,1.4
36,,Robert WoodsR. Woods LAR,WR17,,32,50,35.6,1.3
37,,Kenny GolladayK. Golladay DET,WR18,,32,41,36.7,0.9
Tier 5,
38,,Marlon MackM. Mack IND,RB16,,28,57,39.6,6.3
39,,Allen RobinsonA. Robinson CHI,WR19,,38,81,42.3,9.4
40,,Alshon JefferyA. Jeffery PHI,WR20,,36,50,42.6,3.7
41,,Cooper KuppC. Kupp LAR,WR21,,35,67,43.5,7.2
42,,Chris CarsonC. Carson SEA,RB17,,23,60,44.2,6.4
43,,Corey DavisC. Davis TEN,WR22,,38,73,44.8,8.1
44,,Phillip LindsayP. Lindsay DEN,RB18,,21,52,44.9,2.8
45,,Aaron RodgersA. Rodgers GB,QB2,,28,63,45.2,5.2
46,,Kerryon JohnsonK. Johnson DET,RB19,,27,83,48.0,5.3
47,,Jarvis LandryJ. Landry CLE,WR23,,30,67,49.0,6.3
48,,Andrew LuckA. Luck IND,QB3,,45,71,49.1,5.3
49,,Doug BaldwinD. Baldwin SEA,WR24,,41,65,49.5,4.7
50,,Julian EdelmanJ. Edelman NE,WR25,,34,65,50.2,8.1
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Damien WilliamsD. Williams KC,RB20,,7,100,50.5,19.7
52,,Derrick HenryD. Henry TEN,RB21,,40,66,50.9,5.0
53,,Devonta FreemanD. Freeman ATL,RB22,,40,83,53.7,7.2
54,,Derrius GuiceD. Guice WAS,RB23,,38,93,54.2,10.5
55,,Deshaun WatsonD. Watson HOU,QB4,,47,87,54.7,4.9
56,,D.J. MooreD. Moore CAR,WR26,,43,73,56.9,5.9
57,,Calvin RidleyC. Ridley ATL,WR27,,48,82,57.3,9.7
Tier 6,
58,,O.J. HowardO. Howard TB,TE4,,53,121,59.7,8.4
59,,Tarik CohenT. Cohen CHI,RB24,,40,80,60.7,7.9
60,,Russell WilsonR. Wilson SEA,QB5,,47,95,60.7,6.3
61,,Tyler BoydT. Boyd CIN,WR28,,39,75,63.8,5.6
62,,Tyler LockettT. Lockett SEA,WR29,,50,74,64.0,5.2
63,,Jerick McKinnonJ. McKinnon SF,RB25,,52,89,64.2,7.0
64,,Hunter HenryH. Henry LAC,TE5,,53,94,65.2,5.0
65,,Sammy WatkinsS. Watkins KC,WR30,,55,86,66.4,7.8
66,,Eric EbronE. Ebron IND,TE6,,48,106,67.0,9.8
67,,Lamar MillerL. Miller HOU,RB26,,56,98,67.2,11.7
68,,Drew BreesD. Brees NO,QB6,,56,114,70.6,8.7
69,,Marvin JonesM. Jones DET,WR31,,64,99,70.9,7.7
70,,Chris GodwinC. Godwin TB,WR32,,49,88,71.2,6.2
71,,Jordan HowardJ. Howard CHI,RB27,,60,100,73.1,9.4
72,,Mike WilliamsM. Williams LAC,WR33,,50,79,73.9,4.4
73,,David NjokuD. Njoku CLE,TE7,,53,94,74.3,4.3
74,,Matt RyanM. Ryan ATL,QB7,,54,91,74.3,8.2
75,,Cam NewtonC. Newton CAR,QB8,,56,103,74.3,7.1
76,,Mark IngramM. Ingram NO,RB28,,59,112,74.7,10.9
77,,Robby AndersonR. Anderson NYJ,WR34,,48,101,76.6,8.9
78,,James WhiteJ. White NE,RB29,,42,85,76.6,5.4
Tier 7,
79,,Will FullerW. Fuller HOU,WR35,,67,146,80.4,16.2
80,,Tevin ColemanT. Coleman ATL,RB30,,51,110,81.1,11.4
81,,Kenyan DrakeK. Drake MIA,RB31,,59,93,81.9,7.5
82,,Jameis WinstonJ. Winston TB,QB9,,54,103,82.3,12.9
83,,Evan EngramE. Engram NYG,TE8,,63,94,82.7,10.5
84,,Courtland SuttonC. Sutton DEN,WR36,,72,96,82.8,3.9
85,,Dante PettisD. Pettis SF,WR37,,65,90,82.9,2.7
86,,LeSean McCoyL. McCoy BUF,RB32,,61,119,86.4,11.3
87,,Golden TateG. Tate PHI,WR38,,55,97,86.7,4.8
88,,Christian KirkC. Kirk ARI,WR39,,79,101,90.3,5.5
89,,Jared GoffJ. Goff LAR,QB10,,66,117,91.6,7.3
90,,Sterling ShepardS. Shepard NYG,WR40,,80,113,92.1,8.4
91,,Rob GronkowskiR. Gronkowski NE,TE9,,69,136,92.6,13.6
92,,Rashaad PennyR. Penny SEA,RB33,,84,120,93.0,9.9
93,,Ben RoethlisbergerB. Roethlisberger PIT,QB11,,50,105,93.5,5.2
94,,Matt BreidaM. Breida SF,RB34,,60,123,97.0,10.3
95,,Curtis SamuelC. Samuel CAR,WR41,,79,107,97.9,4.1
96,,Baker MayfieldB. Mayfield CLE,QB12,,59,114,98.2,9.7
97,,Keke CouteeK. Coutee HOU,WR42,,86,141,102.3,12.2
98,,Elijah McGuireE. McGuire NYJ,RB35,,83,133,102.6,11.4
99,,Anthony MillerA. Miller CHI,WR43,,88,129,102.7,8.5
100,,Royce FreemanR. Freeman DEN,RB36,,71,142,103.9,11.8
101,,Dede WestbrookD. Westbrook JAC,WR44,,89,128,104.5,9.2
102,,Michael GallupM. Gallup DAL,WR45,,96,113,105.3,4.3
Tier 8,
103,,Philip RiversP. Rivers LAC,QB13,,62,131,110.7,6.1
104,,Kenneth DixonK. Dixon BAL,RB37,,67,168,110.8,16.8
105,,Delanie WalkerD. Walker TEN,TE10,,94,136,110.8,11.5
106,,Jared CookJ. Cook OAK,TE11,,64,139,111.4,20.1
107,,Mitch TrubiskyM. Trubisky CHI,QB14,,95,127,111.4,6.9
108,,Carson WentzC. Wentz PHI,QB15,,73,118,111.9,10.7
109,,Jay AjayiJ. Ajayi PHI,RB38,,85,144,113.2,13.4
110,,Marquise GoodwinM. Goodwin SF,WR46,,99,149,113.4,11.2
111,,Emmanuel SandersE. Sanders DEN,WR47,,43,184,113.7,27.5
112,,Robert FosterR. Foster BUF,WR48,,86,141,115.6,12.4
113,,Gus EdwardsG. Edwards BAL,RB39,,84,186,116.9,21.9
114,,Lamar JacksonL. Jackson BAL,QB16,,69,148,117.5,5.7
115,,Dion LewisD. Lewis TEN,RB40,,111,177,121.6,13.9
116,,Tom BradyT. Brady NE,QB17,,71,131,122.9,5.5
117,,Dak PrescottD. Prescott DAL,QB18,,70,150,123.1,15.0
118,,Adam HumphriesA. Humphries TB,WR49,,97,247,125.3,33.7
119,,Jack DoyleJ. Doyle IND,TE12,,92,152,115.8,14.9
120,,John BrownJ. Brown BAL,WR50,,101,174,130.5,15.3
121,,Austin HooperA. Hooper ATL,TE13,,58,192,130.9,19.0
122,,Geronimo AllisonG. Allison GB,WR51,,58,198,131.6,22.3
123,,Larry FitzgeraldL. Fitzgerald ARI,WR52,,67,137,117.4,18.6
124,,Kareem HuntK. Hunt CLE,RB41,,84,185,119.8,20.8
125,,Kirk CousinsK. Cousins MIN,QB19,,67,154,135.8,13.5
126,,Trey BurtonT. Burton CHI,TE14,,92,142,122.1,14.6
127,,Jimmy GaroppoloJ. Garoppolo SF,QB20,,74,154,136.2,13.7
128,,Nyheim HinesN. Hines IND,RB42,,93,156,128.6,11.1
129,,Rex BurkheadR. Burkhead NE,RB43,,89,182,132.7,18.8
130,,Chris Herndon IVC. Herndon NYJ,TE15,,94,140,132.7,7.5
131,,Jamison CrowderJ. Crowder WAS,WR53,,111,208,135.6,20.7
132,,Josh AllenJ. Allen BUF,QB21,,77,167,150.6,12.5
Tier 9,
133,,Antonio CallawayA. Callaway CLE,WR54,,127,160,139.4,11.2
134,,Duke JohnsonD. Johnson CLE,RB44,,123,172,140.0,16.5
135,,Greg OlsenG. Olsen CAR,TE16,,100,161,127.6,14.0
136,,Jordan ReedJ. Reed WAS,TE17,,121,161,142.8,9.6
137,,Ronald Jones IIR. Jones TB,RB45,,100,245,146.0,30.6
138,,Kenny StillsK. Stills MIA,WR55,,128,210,147.1,17.6
139,,Kyle RudolphK. Rudolph MIN,TE18,,108,174,148.3,11.8
140,,Josh AdamsJ. Adams PHI,RB46,,119,182,134.2,15.3
141,,Latavius MurrayL. Murray MIN,RB47,,109,186,148.7,20.4
142,,John RossJ. Ross CIN,WR56,,128,223,148.7,26.4
143,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR57,,111,210,150.4,18.2
144,,D'Onta ForemanD. Foreman HOU,RB48,,125,198,151.0,23.6
145,,Isaiah CrowellI. Crowell NYJ,RB49,,112,187,152.3,18.7
146,,DaeSean HamiltonD. Hamilton DEN,WR58,,75,194,152.8,20.4
147,,Austin EkelerA. Ekeler LAC,RB50,,89,190,154.3,21.1
148,,Chicago (CHI)CHI DST,DST1,,75,160,141.5,4.9
149,,Ito SmithI. Smith ATL,RB51,,89,190,157.7,19.1
150,,Vance McDonaldV. McDonald PIT,TE19,,121,195,158.0,12.5
151,,Quincy EnunwaQ. Enunwa NYJ,WR59,,111,212,159.6,26.6
152,,Sam DarnoldS. Darnold NYJ,QB22,,150,172,159.8,4.2
153,,Matthew StaffordM. Stafford DET,QB23,,154,169,160.3,3.8
154,,Baltimore (BAL)BAL DST,DST2,,76,165,148.4,5.3
155,,Jimmy GrahamJ. Graham GB,TE20,,127,167,149.9,9.7
156,,Chris ThompsonC. Thompson WAS,RB52,,119,195,164.4,21.0
157,,Jacksonville (JAC)JAC DST,DST3,,78,166,151.9,6.5
158,,Marcus MariotaM. Mariota TEN,QB24,,160,180,168.7,4.3
159,,DeSean JacksonD. Jackson TB,WR60,,109,240,156.1,25.3
160,,Minnesota (MIN)MIN DST,DST4,,79,167,158.8,3.7
161,,Greg ZuerleinG. Zuerlein LAR,K1,,83,182,171.6,4.5
162,,Andy DaltonA. Dalton CIN,QB25,,158,197,171.9,7.1
163,,Jamaal WilliamsJ. Williams GB,RB53,,126,227,172.2,20.7
164,,Los Angeles (LAR)LAR DST,DST5,,80,175,162.1,5.7
165,,James WashingtonJ. Washington PIT,WR61,,90,203,174.7,17.2
166,,C.J. AndersonC. Anderson LAR,RB54,,104,199,175.7,22.2
167,,Stephen GostkowskiS. Gostkowski NE,K2,,87,203,188.1,8.0
168,,Los Angeles (LAC)LAC DST,DST6,,81,165,164.5,1.6
169,,Houston (HOU)HOU DST,DST7,,82,176,165.6,3.5
170,,Justin TuckerJ. Tucker BAL,K3,,85,183,178.2,4.1
171,,T.J. YeldonT. Yeldon JAC,RB55,,120,265,178.7,29.4
172,,Derek CarrD. Carr OAK,QB26,,162,197,178.9,8.0
173,,Devante ParkerD. Parker MIA,WR62,,138,209,169.1,15.5
174,,Taylor GabrielT. Gabriel CHI,WR63,,148,194,169.4,12.0
Tier 10,
175,,Peyton BarberP. Barber TB,RB56,,134,229,183.4,23.1
176,,Doug MartinD. Martin OAK,RB57,,119,257,171.7,30.0
177,,Harrison ButkerH. Butker KC,K4,,86,204,184.5,7.3
178,,Spencer WareS. Ware KC,RB58,,112,199,172.7,18.7
179,,Alex CollinsA. Collins BAL,RB59,,120,256,174.4,31.4
180,,Gerald EverettG. Everett LAR,TE21,,136,259,174.8,22.9
181,,Zay JonesZ. Jones BUF,WR64,,106,226,176.1,20.4
182,,Jaylen SamuelsJ. Samuels PIT,RB60,,69,256,164.0,41.7
183,,Kalen BallageK. Ballage MIA,RB61,,130,232,190.0,18.7
184,,Albert WilsonA. Wilson MIA,WR65,,128,229,180.1,20.7
185,,Adrian PetersonA. Peterson WAS,RB62,,110,195,183.5,9.4
186,,Tre'Quan SmithT. Smith NO,WR66,,109,198,184.0,20.8
187,,Marqise LeeM. Lee JAC,WR67,,137,212,184.1,17.5
188,,Mohamed SanuM. Sanu ATL,WR68,,111,231,184.8,27.7
189,,New Orleans (NO)NO DST,DST8,,84,212,185.9,13.8
190,,Dallas GoedertD. Goedert PHI,TE22,,172,236,188.5,17.1
191,,Devin FunchessD. Funchess CAR,WR69,,121,220,188.6,18.5
192,,Ka'imi FairbairnK. Fairbairn HOU,K5,,90,214,201.2,7.9
193,,Eli ManningE. Manning NYG,QB27,,176,241,202.1,13.9
194,,Cleveland (CLE)CLE DST,DST9,,88,207,191.4,12.8
195,,Carlos HydeC. Hyde JAC,RB63,,126,231,193.2,16.2
196,,Jalen RichardJ. Richard OAK,RB64,,135,257,205.2,27.4
197,,Mike GesickiM. Gesicki MIA,TE23,,142,232,197.5,19.3
198,,Denver (DEN)DEN DST,DST10,,89,210,198.3,8.1
199,,Josh RosenJ. Rosen ARI,QB28,,172,253,210.7,19.6
200,,Wil LutzW. Lutz NO,K6,,95,218,211.1,10.3
201,,Donte MoncriefD. Moncrief JAC,WR70,,155,211,202.4,6.1
202,,Demaryius ThomasD. Thomas FA,WR71,,132,371,191.4,53.1
203,,David MooreD. Moore SEA,WR72,,157,223,203.2,16.7
204,,Michael CrabtreeM. Crabtree BAL,WR73,,137,231,205.9,12.0
205,,Matt BryantM. Bryant FA,K7,,94,239,216.1,10.2
206,,Nelson AgholorN. Agholor PHI,WR74,,138,228,206.2,11.3
207,,Buffalo (BUF)BUF DST,DST11,,91,213,206.2,6.7
208,,Giovani BernardG. Bernard CIN,RB65,,168,238,207.8,19.5
209,,Tyrell WilliamsT. Williams LAC,WR75,,124,230,209.4,15.3
210,,Dallas (DAL)DAL DST,DST12,,92,225,209.5,8.5
211,,Taywan TaylorT. Taylor TEN,WR76,,194,246,210.2,10.1
212,,Paul RichardsonP. Richardson WAS,WR77,,155,240,211.1,13.0
213,,Equanimeous St. BrownE. St. GB,WR78,,156,262,211.5,14.6
214,,Tennessee (TEN)TEN DST,DST13,,93,247,212.5,11.7
215,,Matt PraterM. Prater DET,K8,,100,238,222.4,10.5
216,,Cameron BrateC. Brate TB,TE24,,153,325,212.6,43.5
217,,Mason CrosbyM. Crosby GB,K9,,97,252,222.7,13.4
Tier 11,
218,,Jake ElliottJ. Elliott PHI,K10,,98,250,225.8,11.0
219,,Mike DavisM. Davis SEA,RB66,,141,265,226.1,27.2
220,,Josh ReynoldsJ. Reynolds LAR,WR79,,200,244,216.6,8.5
221,,Josh DoctsonJ. Doctson WAS,WR80,,205,230,218.4,5.5
222,,New England (NE)NE DST,DST14,,96,266,218.9,14.6
223,,Seattle (SEA)SEA DST,DST15,,99,234,222.8,8.9
224,,Randall CobbR. Cobb GB,WR81,,207,262,226.4,10.8
225,,Graham GanoG. Gano CAR,K11,,104,283,236.0,16.7
226,,Mark AndrewsM. Andrews BAL,TE25,,135,291,219.1,44.4
227,,D.J. CharkD. Chark JAC,WR82,,210,263,229.4,11.3
228,,Philadelphia (PHI)PHI DST,DST16,,101,247,229.5,11.7
229,,Jordy NelsonJ. Nelson OAK,WR83,,99,270,232.4,11.6
230,,Atlanta (ATL)ATL DST,DST17,,103,265,232.4,20.7
231,,Brett MaherB. Maher DAL,K12,,109,273,242.1,17.6
232,,Ricky Seals-JonesR. Seals-Jones ARI,TE26,,142,344,233.6,38.3
233,,Ian ThomasI. Thomas CAR,TE27,,135,260,236.6,23.3
234,,Chris HoganC. Hogan NE,WR84,,214,261,236.8,10.4
235,,Chase EdmondsC. Edmonds ARI,RB67,,186,278,237.2,20.0
236,,Frank GoreF. Gore MIA,RB68,,143,310,238.7,31.8
237,,Robbie GouldR. Gould SF,K13,,106,302,249.2,18.4
238,,Tyler EifertT. Eifert CIN,TE28,,121,305,232.3,39.5
239,,Case KeenumC. Keenum DEN,QB29,,197,284,241.9,20.2
240,,Pittsburgh (PIT)PIT DST,DST18,,111,290,250.1,22.8
241,,Hayden HurstH. Hurst BAL,TE29,,173,305,233.5,24.7
242,,Jordan WilkinsJ. Wilkins IND,RB69,,199,271,242.9,13.1
243,,Dan BaileyD. Bailey MIN,K14,,110,289,251.9,18.0
244,,Willie SneadW. Snead BAL,WR85,,207,262,245.4,9.9
245,,Malcolm BrownM. Brown LAR,RB70,,195,336,246.5,26.0
246,,Corey ClementC. Clement PHI,RB71,,217,271,248.2,15.0
247,,Carolina (CAR)CAR DST,DST19,,107,277,248.6,16.2
248,,Keelan ColeK. Cole JAC,WR86,,226,293,249.2,16.1
249,,Ryan TannehillR. Tannehill MIA,QB30,,178,352,257.2,33.0
250,,Adam VinatieriA. Vinatieri IND,K15,,108,324,249.6,26.2
251,,Ryan SuccopR. Succop TEN,K16,,119,288,264.6,24.0
252,,Michael BadgleyM. Badgley LAC,K17,,102,288,250.7,27.3
253,,Chris ConleyC. Conley KC,WR87,,225,286,252.1,14.5
254,,Justin JacksonJ. Jackson LAC,RB72,,198,272,253.2,10.1
255,,Indianapolis (IND)IND DST,DST20,,105,292,255.7,27.2
256,,Jake ButtJ. Butt DEN,TE30,,209,294,258.5,19.7
257,,Rashard HigginsR. Higgins CLE,WR88,,189,368,259.5,39.6
258,,Arizona (ARI)ARI DST,DST21,,114,313,266.7,30.1
259,,Ted GinnT. Ginn NO,WR89,,137,333,251.6,28.2
260,,Dez BryantD. Bryant NO,WR90,,206,326,244.0,30.1
261,,Theo RiddickT. Riddick DET,RB73,,177,287,262.9,13.5
262,,Aldrick RosasA. Rosas NYG,K18,,115,297,271.6,26.9
263,,John KellyJ. Kelly LAR,RB74,,193,277,257.6,9.9
264,,Kansas City (KC)KC DST,DST22,,113,307,260.8,30.6
265,,Brandon McManusB. McManus DEN,K19,,116,300,276.1,19.0
266,,Jason MyersJ. Myers NYJ,K20,,112,288,262.3,23.0
267,,Wendell SmallwoodW. Smallwood PHI,RB75,,185,321,270.7,22.1
268,,Bilal PowellB. Powell NYJ,RB76,,156,327,263.4,33.7
Tier 12,
269,,Ryan GrantR. Grant IND,WR91,,244,369,273.7,28.7
270,,Pierre GarconP. Garcon SF,WR92,,231,293,262.8,11.9
271,,Nick VannettN. Vannett SEA,TE31,,240,347,271.8,26.6
272,,Sebastian JanikowskiS. Janikowski SEA,K21,,117,300,280.5,18.7
273,,Rod SmithR. Smith DAL,RB77,,237,351,280.9,19.4
274,,Chris BoswellC. Boswell PIT,K22,,118,300,281.2,25.0
275,,Devontae BookerD. Booker DEN,RB78,,256,305,281.5,9.9
276,,Jeff WilsonJ. Wilson SF,RB79,,194,316,276.3,22.3
277,,Joe FlaccoJ. Flacco DEN,QB31,,212,320,286.6,18.7
278,,Blake BortlesB. Bortles JAC,QB32,,204,338,287.1,20.4
279,,Cole BeasleyC. Beasley DAL,WR93,,222,306,273.7,15.6
280,,Nick FolesN. Foles PHI,QB33,,157,338,287.8,40.7
281,,Cameron MeredithC. Meredith NO,WR94,,229,315,274.6,14.2
282,,Kelvin BenjaminK. Benjamin KC,WR95,,242,345,267.6,26.8
283,,Breshad PerrimanB. Perriman CLE,WR96,,218,295,277.4,18.3
284,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,TE32,,236,335,273.4,23.2
285,,Detroit (DET)DET DST,DST23,,121,303,288.8,32.7
286,,Green Bay (GB)GB DST,DST24,,122,314,291.2,33.9
287,,J'Mon MooreJ. Moore GB,WR97,,243,313,270.6,16.6
288,,Mark WaltonM. Walton CIN,RB80,,238,317,287.8,18.5
289,,Jake KumerowJ. Kumerow GB,WR98,,212,310,272.3,21.9
290,,Danny AmendolaD. Amendola MIA,WR99,,257,319,289.4,12.4
291,,Steven HauschkaS. Hauschka BUF,K23,,124,309,295.7,22.7
292,,New York (NYG)NYG DST,DST25,,125,322,296.1,37.0
293,,Cordarrelle PattersonC. Patterson NE,WR100,,198,341,282.9,22.5
294,,Josh LamboJ. Lambo JAC,K24,,123,318,296.4,23.4
295,,Cody ParkeyC. Parkey CHI,K25,,120,305,287.1,25.2
296,,Wayne GallmanW. Gallman NYG,RB81,,259,329,295.1,13.1
297,,Kendrick BourneK. Bourne SF,WR101,,239,346,281.8,22.6
298,,Washington (WAS)WAS DST,DST26,,126,318,291.1,44.9
299,,Keith KirkwoodK. Kirkwood NO,WR102,,221,343,292.6,25.9
300,,Javorius AllenJ. Allen BAL,RB82,,264,357,301.4,18.9
301,,LeGarrette BlountL. Blount DET,RB83,,254,322,302.3,11.0
302,,Deon CainD. Cain IND,WR103,,242,312,289.2,15.7
303,,Cairo SantosC. Santos TB,K26,,131,332,304.3,36.5
304,,Tampa Bay (TB)TB DST,DST27,,130,355,304.5,45.9
305,,Rishard MatthewsR. Matthews NYJ,WR104,,269,318,298.6,11.1
306,,Charles ClayC. Clay FA,TE33,,245,356,290.8,33.0
307,,Trenton CannonT. Cannon NYJ,RB84,,120,357,311.1,43.0
308,,Daniel CarlsonD. Carlson OAK,K27,,128,325,305.8,33.2
309,,Jermaine KearseJ. Kearse NYJ,WR105,,268,361,299.8,21.7
310,,Ty MontgomeryT. Montgomery BAL,RB85,,255,321,300.4,15.4
311,,Miami (MIA)MIA DST,DST28,,127,330,306.9,46.9
312,,Phillip DorsettP. Dorsett NE,WR106,,269,366,301.8,22.2
313,,Blake JarwinB. Jarwin DAL,TE34,,161,245,202.7,29.2
314,,Chris IvoryC. Ivory BUF,RB86,,284,336,310.1,8.2
315,,Chester RogersC. Rogers IND,WR107,,269,333,305.8,11.8
316,,Trent TaylorT. Taylor SF,WR108,,268,372,307.7,24.0
317,,Luke WillsonL. Willson DET,TE35,,253,344,293.8,26.3
318,,Ameer AbdullahA. Abdullah MIN,RB87,,275,362,310.8,20.6
319,,Darren SprolesD. Sproles PHI,RB88,,168,331,311.9,15.5
320,,Corey GrantC. Grant JAC,RB89,,279,329,312.6,10.7
321,,Greg JosephG. Joseph CLE,K28,,129,325,290.3,39.5
Tier 13,
322,,Alex SmithA. Smith WAS,QB34,,209,334,291.7,28.2
323,,Alfred BlueA. Blue HOU,RB90,,281,374,321.6,19.4
324,,Teddy BridgewaterT. Bridgewater NO,QB35,,214,358,322.8,17.0
325,,Allen HurnsA. Hurns DAL,WR109,,280,315,304.8,9.7
326,,Darrel WilliamsD. Williams KC,RB91,,122,357,320.4,24.7
327,,Zach ZennerZ. Zenner DET,RB92,,181,333,315.8,23.1
328,,Cameron Artis-PayneC. Artis-Payne CAR,RB93,,279,365,328.7,17.6
329,,Laquon TreadwellL. Treadwell MIN,WR110,,269,317,303.6,10.5
330,,Jonnu SmithJ. Smith TEN,TE36,,245,273,261.2,6.8
331,,Jeremy HillJ. Hill NE,RB94,,278,356,321.7,16.3
332,,Will DisslyW. Dissly SEA,TE37,,236,319,276.0,25.3
333,,Boston ScottB. Scott PHI,RB95,,121,363,330.1,23.6
334,,Adam ShaheenA. Shaheen CHI,TE38,,258,361,294.2,33.7
335,,Alfred MorrisA. Morris SF,RB96,,296,334,327.9,3.4
336,,Dustin HopkinsD. Hopkins WAS,K29,,286,342,322.9,12.8
337,,Marcus MurphyM. Murphy BUF,RB97,,299,376,336.5,19.9
338,,Marshawn LynchM. Lynch OAK,RB98,,104,356,325.1,25.2
339,,C.J. UzomahC. Uzomah CIN,TE39,,246,325,265.8,34.2
340,,Jordan MatthewsJ. Matthews PHI,WR111,,262,346,313.8,26.9
341,,Dan ArnoldD. Arnold NO,TE40,,255,367,287.3,46.3
342,,Dontrelle InmanD. Inman IND,WR112,,220,364,289.0,69.1
343,,Brian HillB. Hill ATL,RB99,,258,358,327.8,26.1
344,,Geoff SwaimG. Swaim DAL,TE41,,209,350,275.3,57.9
345,,Tyrod TaylorT. Taylor CLE,QB36,,298,361,332.3,13.3
346,,Mike WallaceM. Wallace PHI,WR113,,242,360,309.0,44.0
347,,Jacquizz RodgersJ. Rodgers TB,RB100,,306,374,343.6,18.4
348,,Isaiah McKenzieI. McKenzie BUF,WR114,,240,328,289.3,36.7
349,,San Francisco (SF)SF DST,DST29,,300,345,314.3,18.0
350,,Tyler HigbeeT. Higbee LAR,TE42,,260,325,292.0,26.5
351,,Corey ColemanC. Coleman NYG,WR115,,290,369,316.5,30.9
352,,Trey QuinnT. Quinn WAS,WR116,,226,373,317.0,59.5
353,,Travis BenjaminT. Benjamin LAC,WR117,,261,343,320.3,34.3
354,,DeAndre WashingtonD. Washington OAK,RB101,,296,362,335.0,24.0
355,,Jordan ThomasJ. Thomas HOU,TE43,,258,347,301.3,36.4
356,,Mike BooneM. Boone MIN,RB102,,237,351,305.0,49.1
357,,Jakeem GrantJ. Grant MIA,WR118,,265,339,305.3,30.6
358,,Josh GordonJ. Gordon NE,WR119,,243,289,266.0,23.0
359,,Cincinnati (CIN)CIN DST,DST30,,291,330,307.0,16.7
360,,Vernon DavisV. Davis WAS,TE44,,273,359,331.5,34.5
Tier 14,
361,,Ryan SwitzerR. Switzer PIT,WR120,,268,355,324.0,39.7
362,,Tim PatrickT. Patrick DEN,WR121,,264,389,341.3,47.5
363,,Robert KelleyR. Kelley WAS,RB103,,320,370,344.8,20.1
364,,Chris Warren IIIC. Warren OAK,RB104,,271,331,301.0,30.0
365,,Demetrius HarrisD. Harris KC,TE45,,273,375,333.0,43.5
366,,Ryan GriffinR. Griffin HOU,TE46,,340,354,347.5,5.0
367,,New York (NYJ)NYJ DST,DST31,,303,318,310.5,7.5
368,,Kyle JuszczykK. Juszczyk SF,RB105,,326,380,350.3,22.5
