Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,San Francisco (SF)SF DST,,1,5,1.6,0.8
2,,Pittsburgh (PIT)PIT DST,,1,4,2.5,0.7
3,,Baltimore (BAL)BAL DST,,1,9,3.3,1.2
4,,New England (NE)NE DST,,1,17,4.0,2.8
Tier 2,
5,,Buffalo (BUF)BUF DST,,2,12,5.1,1.0
6,,Los Angeles (LAR)LAR DST,,5,14,7.0,1.9
7,,Chicago (CHI)CHI DST,,3,20,7.8,2.8
Tier 3,
8,,Minnesota (MIN)MIN DST,,6,13,8.7,1.4
9,,Kansas City (KC)KC DST,,5,22,9.1,2.6
10,,New Orleans (NO)NO DST,,8,11,10.2,0.8
11,,New York (NYJ)NYJ DST,,5,18,11.8,2.9
12,,Los Angeles (LAC)LAC DST,,6,27,11.8,4.6
13,,Denver (DEN)DEN DST,,9,18,13.5,2.0
Tier 4,
14,,Seattle (SEA)SEA DST,,12,20,14.4,1.9
15,,Philadelphia (PHI)PHI DST,,2,18,14.6,2.9
16,,Tennessee (TEN)TEN DST,,11,20,15.0,2.0
17,,Green Bay (GB)GB DST,,11,19,16.3,1.7
18,,Cleveland (CLE)CLE DST,,10,24,18.7,2.3
19,,Dallas (DAL)DAL DST,,14,21,18.8,1.7
20,,Indianapolis (IND)IND DST,,10,24,19.9,2.6
21,,Houston (HOU)HOU DST,,16,25,21.1,2.1
22,,Tampa Bay (TB)TB DST,,6,29,21.2,4.7
Tier 5,
23,,Jacksonville (JAC)JAC DST,,14,24,21.8,1.5
24,,Atlanta (ATL)ATL DST,,15,27,23.8,2.1
25,,Washington (WAS)WAS DST,,20,30,26.0,1.6
26,,Carolina (CAR)CAR DST,,21,32,26.2,2.2
27,,Detroit (DET)DET DST,,23,30,27.3,1.3
28,,Oakland (OAK)OAK DST,,22,32,27.8,1.7
29,,New York (NYG)NYG DST,,23,30,28.0,1.7
30,,Arizona (ARI)ARI DST,,26,31,29.5,1.2
31,,Cincinnati (CIN)CIN DST,,29,32,30.9,0.8
32,,Miami (MIA)MIA DST,,23,32,31.7,0.5
