Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,,1,2,1.1,0.2
2,,Stephen GostkowskiS. Gostkowski FA,,1,10,4.1,1.7
3,,Justin TuckerJ. Tucker BAL,,1,5,2.7,1.1
4,,Harrison ButkerH. Butker KC,,2,6,3.5,1.1
5,,Ka'imi FairbairnK. Fairbairn FA,,1,19,5.9,3.5
Tier 2,
6,,Wil LutzW. Lutz NO,,2,7,5.4,1.3
7,,Mason CrosbyM. Crosby GB,,6,14,9.2,1.9
8,,Brett MaherB. Maher DAL,,6,18,11.3,3.3
9,,Matt PraterM. Prater DET,,7,14,9.8,1.9
10,,Robbie GouldR. Gould SF,,5,22,12.2,3.5
11,,Jake ElliottJ. Elliott PHI,,8,19,10.9,2.8
Tier 3,
12,,Michael BadgleyM. Badgley LAC,,6,20,12.3,3.3
13,,Adam VinatieriA. Vinatieri IND,,7,25,14.6,3.4
14,,Aldrick RosasA. Rosas NYG,,2,33,16.6,4.2
15,,Jason MyersJ. Myers SEA,,3,32,17.0,5.1
16,,Graham GanoG. Gano CAR,,6,18,13.2,2.0
17,,Matt BryantM. Bryant FA,,6,34,11.7,7.2
18,,Ryan SuccopR. Succop TEN,,4,23,18.3,4.3
19,,Chris BoswellC. Boswell PIT,,5,23,18.3,4.5
Tier 4,
20,,Brandon McManusB. McManus DEN,,8,23,18.9,2.2
21,,Josh LamboJ. Lambo JAC,,3,28,21.5,5.7
22,,Dan BaileyD. Bailey MIN,,14,32,18.2,4.6
23,,Greg JosephG. Joseph CLE,,1,27,20.1,7.3
24,,Sebastian JanikowskiS. Janikowski FA,,9,37,20.7,6.1
25,,Steven HauschkaS. Hauschka BUF,,4,27,22.4,5.6
26,,Daniel CarlsonD. Carlson OAK,,2,31,24.0,6.5
27,,Cairo SantosC. Santos TB,,3,30,23.9,4.9
28,,Cody ParkeyC. Parkey FA,,5,38,23.8,7.6
Tier 5,
29,,Dustin HopkinsD. Hopkins WAS,,14,29,25.7,3.0
30,,Giorgio TavecchioG. Tavecchio ATL,,10,31,21.0,8.2
31,,Jason SandersJ. Sanders MIA,,9,34,26.0,8.7
32,,Chandler CatanzaroC. Catanzaro NYJ,,17,31,26.3,5.7
33,,Zane GonzalezZ. Gonzalez ARI,,18,32,27.0,5.4
34,,Randy BullockR. Bullock CIN,,16,32,29.2,1.9
35,,Kai ForbathK. Forbath FA,,33,37,35.0,2.0
36,,Phil DawsonP. Dawson FA,,35,35,35.0,0.0
