Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,,2,6,2.8,1.0
3,,Davante AdamsD. Adams GB,,2,7,3.6,1.2
4,,Tyreek HillT. Hill KC,,2,12,4.0,1.6
Tier 2,
5,,Julio JonesJ. Jones ATL,,2,10,4.7,1.1
6,,Chris GodwinC. Godwin TB,,3,9,5.3,1.0
7,,Mike EvansM. Evans TB,,4,10,6.9,1.1
8,,Amari CooperA. Cooper DAL,,7,16,9.2,1.8
9,,Kenny GolladayK. Golladay DET,,7,17,9.3,1.7
Tier 3,
10,,D.J. MooreD. Moore CAR,,7,23,11.2,1.7
11,,Odell Beckham Jr.O. Beckham CLE,,6,16,11.7,2.4
12,,Allen RobinsonA. Robinson CHI,,8,25,12.6,1.8
13,,Keenan AllenK. Allen LAC,,7,20,13.9,2.7
14,,Courtland SuttonC. Sutton DEN,,10,28,14.7,2.4
15,,A.J. BrownA. Brown TEN,,7,22,15.0,2.5
16,,DeVante ParkerD. Parker MIA,,9,27,16.1,3.1
17,,Stefon DiggsS. Diggs MIN,,11,29,17.1,2.5
18,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,7,31,17.4,4.0
Tier 4,
19,,Cooper KuppC. Kupp LAR,,9,35,19.2,3.3
20,,Robert WoodsR. Woods LAR,,15,35,22.0,2.4
21,,Calvin RidleyC. Ridley ATL,,11,34,22.3,2.9
22,,D.J. CharkD. Chark JAC,,16,33,22.3,2.9
23,,Julian EdelmanJ. Edelman NE,,17,33,24.0,3.6
24,,Tyler LockettT. Lockett SEA,,16,33,24.3,3.2
25,,Adam ThielenA. Thielen MIN,,16,36,24.9,4.2
26,,D.K. MetcalfD. Metcalf SEA,,21,42,25.8,2.5
27,,T.Y. HiltonT. Hilton IND,,17,34,25.8,4.1
28,,Jarvis LandryJ. Landry CLE,,13,39,27.0,3.0
Tier 5,
29,,Terry McLaurinT. McLaurin WAS,,15,31,27.8,2.7
30,,A.J. GreenA. Green CIN,,10,42,29.2,5.9
31,,Deebo SamuelD. Samuel SF,,21,44,30.8,2.5
32,,John BrownJ. Brown BUF,,24,51,32.3,3.3
33,,Michael GallupM. Gallup DAL,,24,38,32.3,2.6
34,,Tyler BoydT. Boyd CIN,,24,42,32.8,3.0
35,,Christian KirkC. Kirk ARI,,24,45,34.3,3.1
36,,Marquise BrownM. Brown BAL,,29,47,37.1,2.8
37,,Sterling ShepardS. Shepard NYG,,34,49,37.8,2.4
38,,Mike WilliamsM. Williams LAC,,35,42,38.4,1.6
39,,Robby AndersonR. Anderson NYJ,,35,50,40.3,2.9
Tier 6,
40,,Emmanuel SandersE. Sanders SF,,36,51,42.3,3.1
41,,Alshon JefferyA. Jeffery PHI,,34,60,42.4,3.9
42,,Marvin JonesM. Jones DET,,30,58,43.3,3.4
43,,Anthony MillerA. Miller CHI,,34,69,43.5,3.3
44,,Will FullerW. Fuller HOU,,30,100,44.3,4.5
45,,Darius SlaytonD. Slayton NYG,,36,57,45.0,4.5
46,,Curtis SamuelC. Samuel CAR,,37,54,46.7,2.8
47,,Brandin CooksB. Cooks LAR,,38,60,47.9,4.9
48,,Preston WilliamsP. Williams MIA,,28,58,48.3,4.2
49,,Diontae JohnsonD. Johnson PIT,,41,57,49.0,3.6
50,,Jamison CrowderJ. Crowder NYJ,,33,60,49.2,3.2
51,,Golden TateG. Tate NYG,,36,60,50.4,3.1
52,,DeSean JacksonD. Jackson PHI,,38,76,54.6,6.4
53,,John RossJ. Ross CIN,,41,67,54.7,3.6
54,,N'Keal HarryN. Harry NE,,43,73,55.3,4.4
55,,Sammy WatkinsS. Watkins KC,,50,67,55.7,2.9
56,,Dede WestbrookD. Westbrook JAC,,41,72,56.3,4.1
57,,Tyrell WilliamsT. Williams OAK,,44,71,56.5,2.9
Tier 7,
58,,Mecole HardmanM. Hardman KC,,49,75,58.3,4.7
59,,Corey DavisC. Davis TEN,,48,68,59.0,4.1
60,,Breshad PerrimanB. Perriman TB,,42,110,60.3,5.6
61,,Cole BeasleyC. Beasley BUF,,50,78,60.5,3.2
62,,Hunter RenfrowH. Renfrow OAK,,49,81,62.5,4.4
63,,James WashingtonJ. Washington PIT,,47,67,62.8,4.0
64,,Larry FitzgeraldL. Fitzgerald ARI,,49,71,63.1,3.5
65,,Parris CampbellP. Campbell IND,,52,76,65.0,3.4
66,,Kenny StillsK. Stills HOU,,52,74,67.8,3.0
67,,Randall CobbR. Cobb DAL,,62,77,68.6,2.8
68,,Andy IsabellaA. Isabella ARI,,57,77,70.2,3.6
69,,Mohamed SanuM. Sanu NE,,59,109,70.3,9.8
70,,Albert WilsonA. Wilson MIA,,64,95,74.6,6.1
71,,Chris ConleyC. Conley JAC,,59,81,71.1,3.7
72,,Allen LazardA. Lazard GB,,62,85,73.0,4.4
73,,Tre'Quan SmithT. Smith NO,,54,87,75.0,4.9
Tier 8,
74,,Danny AmendolaD. Amendola DET,,68,108,77.6,11.3
75,,Taylor GabrielT. Gabriel FA,,68,84,74.0,3.9
76,,Devin FunchessD. Funchess IND,,71,107,79.7,8.1
77,,Nelson AgholorN. Agholor PHI,,69,100,79.6,6.6
78,,Auden TateA. Tate CIN,,65,91,80.1,4.5
79,,David MooreD. Moore SEA,,77,104,87.5,8.5
80,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,70,105,89.3,8.1
81,,Kelvin HarmonK. Harmon WAS,,72,127,86.6,11.5
82,,DaeSean HamiltonD. Hamilton DEN,,70,129,86.7,13.5
83,,Antonio BrownA. Brown FA,,21,104,60.3,22.3
84,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,78,134,88.7,12.1
85,,Demarcus RobinsonD. Robinson KC,,78,124,93.9,10.1
86,,Jakobi MeyersJ. Meyers NE,,66,96,84.3,4.8
87,,Demaryius ThomasD. Thomas NYJ,,83,106,90.0,6.8
88,,Miles BoykinM. Boykin BAL,,74,104,90.3,7.2
89,,Jalen HurdJ. Hurd SF,,61,115,91.1,7.7
90,,Willie SneadW. Snead BAL,,78,138,91.2,12.9
91,,Keke CouteeK. Coutee HOU,,75,109,89.5,7.6
92,,Adam HumphriesA. Humphries TEN,,81,100,89.6,5.0
93,,Phillip DorsettP. Dorsett NE,,78,105,90.1,5.2
94,,Zach PascalZ. Pascal IND,,77,99,91.4,5.9
95,,Josh ReynoldsJ. Reynolds LAR,,83,117,94.8,7.7
96,,Steven SimsS. Sims WAS,,68,109,91.3,13.3
97,,Keelan ColeK. Cole JAC,,77,109,96.9,4.0
98,,Geronimo AllisonG. Allison GB,,85,176,102.0,18.4
99,,Russell GageR. Gage ATL,,75,107,98.1,6.7
100,,Ted GinnT. Ginn NO,,94,128,103.4,9.4
101,,Greg WardG. Ward PHI,,71,132,93.5,13.4
102,,Dante PettisD. Pettis SF,,59,133,104.3,9.4
103,,Justin WatsonJ. Watson TB,,81,126,104.5,8.7
104,,Kendrick BourneK. Bourne SF,,90,129,104.7,7.4
105,,Paul Richardson Jr.P. Richardson FA,,94,133,105.3,9.3
106,,Marquise GoodwinM. Goodwin SF,,90,124,107.9,5.6
Tier 9,
107,,Zay JonesZ. Jones OAK,,93,145,109.8,11.9
108,,Quincy EnunwaQ. Enunwa NYJ,,84,118,108.4,5.1
109,,KeeSean JohnsonK. Johnson ARI,,77,125,107.7,8.8
110,,Josh GordonJ. Gordon SEA,,65,112,107.7,4.2
111,,Damiere ByrdD. Byrd ARI,,81,179,114.5,25.4
Tier 10,
112,,Allen HurnsA. Hurns MIA,,96,114,105.6,5.1
113,,Tajae SharpeT. Sharpe TEN,,89,120,110.6,9.6
114,,Tim PatrickT. Patrick DEN,,103,118,110.8,4.9
115,,Rashard HigginsR. Higgins CLE,,97,175,125.0,22.6
