Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,5,1.6,1.2
2,,Davante AdamsD. Adams GB,11,1,7,2.7,1.3
3,,Julio JonesJ. Jones ATL,9,1,6,3.7,1.1
4,,Odell Beckham Jr.O. Beckham CLE,7,1,8,4.1,1.8
5,,Michael ThomasM. Thomas NO,9,2,9,4.1,1.4
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,2,14,6.8,2.2
7,,Antonio BrownA. Brown OAK,6,2,10,6.9,1.4
8,,Mike EvansM. Evans TB,7,6,14,8.7,1.5
Tier 3,
9,,A.J. GreenA. Green CIN,9,6,13,10.0,1.6
10,,Tyreek HillT. Hill KC,12,4,32,10.4,4.9
11,,T.Y. HiltonT. Hilton IND,6,3,16,11.2,2.0
12,,Amari CooperA. Cooper DAL,8,8,19,11.4,1.5
13,,Keenan AllenK. Allen LAC,12,7,16,11.6,1.5
14,,Adam ThielenA. Thielen MIN,12,9,17,14.2,1.8
15,,Stefon DiggsS. Diggs MIN,12,12,18,14.2,1.2
16,,Brandin CooksB. Cooks LAR,9,12,24,17.0,1.7
17,,Robert WoodsR. Woods LAR,9,14,26,17.0,1.6
Tier 4,
18,,Kenny GolladayK. Golladay DET,5,15,29,18.5,2.1
19,,Julian EdelmanJ. Edelman NE,10,14,27,20.0,3.6
20,,Cooper KuppC. Kupp LAR,9,15,33,21.1,2.5
21,,Allen RobinsonA. Robinson CHI,6,19,34,22.5,3.0
22,,Alshon JefferyA. Jeffery PHI,10,18,28,23.7,1.6
23,,Corey DavisC. Davis TEN,11,16,35,23.9,5.1
24,,Chris GodwinC. Godwin TB,7,16,36,24.6,4.2
25,,Jarvis LandryJ. Landry CLE,7,14,36,24.7,4.6
26,,D.J. MooreD. Moore CAR,7,19,39,25.8,2.4
27,,Doug BaldwinD. Baldwin SEA,11,21,40,26.3,3.9
28,,Calvin RidleyC. Ridley ATL,9,23,32,27.4,2.4
Tier 5,
29,,Tyler LockettT. Lockett SEA,11,22,39,29.8,2.9
30,,Tyler BoydT. Boyd CIN,9,22,49,30.1,4.0
31,,Sammy WatkinsS. Watkins KC,12,19,56,30.7,4.4
32,,Mike WilliamsM. Williams LAC,12,23,36,31.3,3.2
33,,Robby AndersonR. Anderson NYJ,4,22,45,33.0,4.2
34,,Marvin JonesM. Jones DET,5,27,46,34.8,2.7
35,,Golden TateG. Tate NYG,11,20,45,35.1,3.5
36,,Will FullerW. Fuller HOU,10,27,60,36.0,3.8
37,,Dante PettisD. Pettis SF,4,17,45,36.5,3.5
38,,Courtland SuttonC. Sutton DEN,10,22,47,37.0,3.4
39,,Sterling ShepardS. Shepard NYG,11,28,46,39.1,2.6
40,,Christian KirkC. Kirk ARI,12,32,51,40.9,3.5
Tier 6,
41,,Keke CouteeK. Coutee HOU,10,34,52,43.5,3.3
42,,Curtis SamuelC. Samuel CAR,7,35,56,43.7,3.6
43,,Anthony MillerA. Miller CHI,6,35,60,45.0,5.3
44,,Larry FitzgeraldL. Fitzgerald ARI,12,31,60,45.2,6.4
45,,Dede WestbrookD. Westbrook JAC,10,32,61,45.7,4.5
46,,Michael GallupM. Gallup DAL,8,40,73,47.8,6.0
47,,Emmanuel SandersE. Sanders DEN,10,34,68,49.6,8.1
48,,Marquise GoodwinM. Goodwin SF,4,42,68,49.9,3.6
49,,Adam HumphriesA. Humphries TEN,11,33,67,51.8,6.5
50,,John BrownJ. Brown BUF,6,40,60,51.9,3.8
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Devin FunchessD. Funchess IND,6,29,70,53.3,9.6
52,,DeSean JacksonD. Jackson PHI,10,40,75,54.3,6.0
53,,James WashingtonJ. Washington PIT,7,30,69,55.0,6.9
54,,Kenny StillsK. Stills MIA,5,38,77,55.9,5.7
55,,Geronimo AllisonG. Allison GB,11,41,88,56.6,11.2
56,,Jamison CrowderJ. Crowder NYJ,4,43,67,53.8,5.0
Tier 7,
57,,Robert FosterR. Foster BUF,6,44,84,59.0,7.9
58,,DaeSean HamiltonD. Hamilton DEN,10,42,73,59.3,8.4
59,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,47,76,59.6,6.0
60,,Devante ParkerD. Parker MIA,5,35,71,61.2,4.1
61,,Tyrell WilliamsT. Williams OAK,6,38,81,64.3,10.9
62,,Quincy EnunwaQ. Enunwa NYJ,4,50,82,64.3,6.5
63,,Donte MoncriefD. Moncrief PIT,7,33,84,65.6,10.4
64,,Taylor GabrielT. Gabriel CHI,6,54,77,65.8,4.6
65,,Antonio CallawayA. Callaway CLE,7,51,75,63.0,6.2
66,,Tre'Quan SmithT. Smith NO,9,47,76,66.3,5.6
