Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,3,1.1,0.4,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,15,2.7,1.8,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,1,6,3.5,1.1,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,2,11,3.8,1.4,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,3,11,4.8,1.2,5.0,0.0
Tier 2,
6,,Mason CrosbyM. Crosby GB,11,6,27,8.5,2.5,9.0,+3.0
7,,Jake ElliottJ. Elliott PHI,10,5,17,9.4,1.6,10.0,+3.0
8,,Ka'imi FairbairnK. Fairbairn HOU,10,3,28,9.5,6.3,4.0,-4.0
9,,Brett MaherB. Maher DAL,8,8,18,10.7,1.8,14.0,+5.0
10,,Robbie GouldR. Gould SF,4,5,29,10.9,3.1,7.0,-3.0
11,,Adam VinatieriA. Vinatieri IND,6,5,18,11.2,3.0,8.0,-3.0
12,,Michael BadgleyM. Badgley LAC,12,6,20,11.6,2.8,13.0,+1.0
Tier 3,
13,,Matt PraterM. Prater DET,5,7,25,12.4,4.2,15.0,+2.0
14,,Jason MyersJ. Myers SEA,11,7,25,15.4,3.6,12.0,-2.0
15,,Graham GanoG. Gano CAR,7,7,29,16.6,4.2,26.0,+11.0
16,,Aldrick RosasA. Rosas NYG,11,5,32,17.4,3.8,16.0,0.0
17,,Dan BaileyD. Bailey MIN,12,13,30,17.8,3.5,18.0,+1.0
18,,Chris BoswellC. Boswell PIT,7,5,23,17.9,3.4,20.0,+2.0
19,,Ryan SuccopR. Succop TEN,11,13,24,19.3,2.5,17.0,-2.0
20,,Brandon McManusB. McManus DEN,10,6,29,21.1,2.6,22.0,+2.0
Tier 4,
21,,Giorgio TavecchioG. Tavecchio ATL,9,6,31,17.9,6.2,11.0,-10.0
22,,Josh LamboJ. Lambo JAC,10,7,31,22.4,4.5,25.0,+3.0
23,,Steven HauschkaS. Hauschka BUF,6,4,30,24.6,1.9,,
24,,Greg JosephG. Joseph CLE,7,15,33,23.9,4.2,21.0,-3.0
25,,Daniel CarlsonD. Carlson OAK,6,14,34,26.1,2.9,,
26,,Chandler CatanzaroC. Catanzaro NYJ,4,11,30,24.7,4.5,,
27,,Dustin HopkinsD. Hopkins WAS,10,14,31,26.1,2.7,,
28,,Cairo SantosC. Santos TB,7,6,35,26.5,3.5,,
Tier 5,
29,,Randy BullockR. Bullock CIN,9,7,31,28.2,2.8,,
30,,Eddy PineiroE. Pineiro CHI,6,8,35,28.5,5.6,24.0,-6.0
31,,Zane GonzalezZ. Gonzalez ARI,12,19,36,30.0,3.0,,
32,,Jason SandersJ. Sanders MIA,5,19,33,30.4,2.3,,
33,,Austin SeibertA. Seibert CLE,7,5,37,27.8,8.0,23.0,-10.0
34,,Matt BryantM. Bryant FA,,7,36,22.8,10.2,,
35,,Matt GayM. Gay TB,7,15,34,28.4,5.4,27.0,-8.0
36,,Cody ParkeyC. Parkey FA,,21,37,28.6,6.5,,
37,,Chris BlewittC. Blewitt FA,,31,38,33.0,2.9,,
