Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,,1,2,1.1,0.2
2,,Jacksonville (JAC)JAC DST,,2,7,3.7,1.6
3,,Baltimore (BAL)BAL DST,,2,13,4.2,3.0
Tier 2,
4,,Minnesota (MIN)MIN DST,,1,7,4.5,1.2
5,,Los Angeles (LAR)LAR DST,,2,9,4.7,1.7
6,,Los Angeles (LAC)LAC DST,,2,31,6.7,5.9
7,,Houston (HOU)HOU DST,,3,11,6.9,1.8
8,,Cleveland (CLE)CLE DST,,1,17,8.4,2.6
Tier 3,
9,,New Orleans (NO)NO DST,,6,13,9.1,1.4
10,,Denver (DEN)DEN DST,,9,11,9.9,0.8
11,,Buffalo (BUF)BUF DST,,4,23,12.2,3.2
12,,Dallas (DAL)DAL DST,,2,20,12.8,2.3
13,,New England (NE)NE DST,,7,18,13.8,1.8
Tier 4,
14,,Tennessee (TEN)TEN DST,,5,19,14.4,2.5
15,,Seattle (SEA)SEA DST,,12,18,14.8,1.1
16,,Pittsburgh (PIT)PIT DST,,7,22,17.0,3.9
17,,Philadelphia (PHI)PHI DST,,10,21,16.7,1.6
18,,Kansas City (KC)KC DST,,5,25,18.5,4.5
19,,Indianapolis (IND)IND DST,,3,28,18.5,4.2
20,,Carolina (CAR)CAR DST,,9,24,18.9,2.9
21,,Atlanta (ATL)ATL DST,,9,25,19.0,3.4
22,,Arizona (ARI)ARI DST,,6,26,20.2,3.6
23,,Green Bay (GB)GB DST,,4,27,21.0,5.4
Tier 5,
24,,Detroit (DET)DET DST,,5,28,22.1,5.2
25,,Washington (WAS)WAS DST,,2,32,23.4,6.9
26,,New York (NYG)NYG DST,,3,32,23.9,5.8
27,,Miami (MIA)MIA DST,,1,29,25.1,7.0
28,,Tampa Bay (TB)TB DST,,2,31,26.6,3.5
29,,New York (NYJ)NYJ DST,,5,30,22.0,7.2
30,,San Francisco (SF)SF DST,,13,31,24.8,6.2
31,,Cincinnati (CIN)CIN DST,,17,31,28.4,1.9
32,,Oakland (OAK)OAK DST,,18,32,31.6,0.5
