Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,7,1.2,0.8,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,1,19,3.4,2.0,3.0,+1.0
3,,Los Angeles (LAR)LAR DST,9,1,10,3.6,1.4,2.0,-1.0
Tier 2,
4,,Baltimore (BAL)BAL DST,8,1,19,5.5,3.4,4.0,0.0
5,,Los Angeles (LAC)LAC DST,12,1,29,5.9,3.6,6.0,+1.0
6,,Minnesota (MIN)MIN DST,12,2,15,5.9,2.0,5.0,-1.0
7,,Houston (HOU)HOU DST,10,3,25,8.2,2.7,7.0,0.0
8,,Cleveland (CLE)CLE DST,7,3,17,8.5,2.9,9.0,+1.0
Tier 3,
9,,New Orleans (NO)NO DST,9,2,18,9.6,2.7,10.0,+1.0
10,,New England (NE)NE DST,10,1,16,10.9,3.1,8.0,-2.0
11,,Denver (DEN)DEN DST,10,4,22,10.9,3.1,11.0,0.0
12,,Buffalo (BUF)BUF DST,6,5,27,12.1,3.7,12.0,0.0
13,,Dallas (DAL)DAL DST,8,4,23,12.8,4.0,13.0,0.0
14,,Philadelphia (PHI)PHI DST,10,1,23,13.6,3.8,14.0,0.0
Tier 4,
15,,Pittsburgh (PIT)PIT DST,7,7,24,16.6,3.0,16.0,+1.0
16,,Seattle (SEA)SEA DST,11,9,24,16.7,2.9,17.0,+1.0
17,,Indianapolis (IND)IND DST,6,5,25,17.0,3.8,19.0,+2.0
18,,Tennessee (TEN)TEN DST,11,12,28,17.5,2.7,18.0,0.0
19,,Kansas City (KC)KC DST,12,2,30,18.1,4.4,15.0,-4.0
20,,Carolina (CAR)CAR DST,7,10,27,19.6,2.6,21.0,+1.0
21,,Green Bay (GB)GB DST,11,9,26,20.3,3.6,20.0,-1.0
22,,Atlanta (ATL)ATL DST,9,8,26,20.8,3.2,25.0,+3.0
Tier 5,
23,,New York (NYJ)NYJ DST,4,10,32,22.6,4.1,23.0,0.0
24,,Washington (WAS)WAS DST,10,9,32,23.7,4.0,24.0,0.0
25,,Arizona (ARI)ARI DST,12,16,31,24.5,2.7,29.0,+4.0
26,,Detroit (DET)DET DST,5,13,30,24.6,2.6,26.0,0.0
27,,San Francisco (SF)SF DST,4,13,31,26.3,3.5,22.0,-5.0
28,,New York (NYG)NYG DST,11,11,32,27.1,2.5,27.0,-1.0
29,,Miami (MIA)MIA DST,5,12,32,28.8,1.8,30.0,+1.0
30,,Tampa Bay (TB)TB DST,7,25,32,29.1,1.9,31.0,+1.0
31,,Cincinnati (CIN)CIN DST,9,24,32,30.0,1.3,32.0,+1.0
32,,Oakland (OAK)OAK DST,6,23,33,31.4,1.4,28.0,-4.0
