Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Christian McCaffreyC. McCaffrey CAR,,1,1,1.0,0.0
2,,Saquon BarkleyS. Barkley NYG,,2,4,2.1,0.3
3,,Ezekiel ElliottE. Elliott DAL,,2,5,3.3,0.5
4,,Dalvin CookD. Cook MIN,,2,6,4.1,0.8
Tier 2,
5,,Alvin KamaraA. Kamara NO,,3,9,5.2,1.1
6,,Derrick HenryD. Henry TEN,,3,14,7.4,2.0
7,,Joe MixonJ. Mixon CIN,,3,16,7.6,2.1
8,,Aaron JonesA. Jones GB,,5,13,7.7,1.4
Tier 3,
9,,Nick ChubbN. Chubb CLE,,6,16,10.0,2.3
10,,Austin EkelerA. Ekeler LAC,,5,17,10.6,2.7
11,,Leonard FournetteL. Fournette JAC,,6,17,11.3,2.4
12,,Josh JacobsJ. Jacobs LV,,7,17,11.4,1.6
13,,Kenyan DrakeK. Drake ARI,,6,27,13.3,3.9
14,,Miles SandersM. Sanders PHI,,10,18,14.5,1.9
15,,Todd GurleyT. Gurley ATL,,9,26,15.2,3.3
Tier 4,
16,,Chris CarsonC. Carson SEA,,11,30,18.3,3.5
17,,Le'Veon BellL. Bell NYJ,,10,29,18.5,2.9
18,,Melvin GordonM. Gordon DEN,,11,29,18.5,4.1
19,,Mark Ingram IIM. Ingram BAL,,13,34,19.0,3.2
20,,Devin SingletaryD. Singletary BUF,,10,27,19.8,2.6
21,,Marlon MackM. Mack IND,,16,27,21.8,3.0
22,,Kerryon JohnsonK. Johnson DET,,13,33,23.2,4.2
23,,James ConnerJ. Conner PIT,,14,35,24.2,4.0
24,,Damien WilliamsD. Williams KC,,12,34,26.0,5.0
25,,David MontgomeryD. Montgomery CHI,,18,33,26.7,2.7
26,,James WhiteJ. White NE,,20,39,27.3,3.2
Tier 5,
27,,David JohnsonD. Johnson HOU,,13,42,27.7,6.0
28,,Phillip LindsayP. Lindsay DEN,,13,44,28.7,5.7
29,,Kareem HuntK. Hunt CLE,,19,51,28.8,3.7
30,,Derrius GuiceD. Guice WAS,,21,44,31.2,3.6
31,,Ronald Jones IIR. Jones TB,,26,58,32.7,3.9
32,,Tarik CohenT. Cohen CHI,,28,55,34.4,4.4
33,,Raheem MostertR. Mostert SF,,19,43,32.1,5.1
