Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,3,1.1,0.2,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,2,6,3.2,1.3,5.0,+3.0
3,,Los Angeles (LAR)LAR DST,9,2,8,4.3,1.7,2.0,-1.0
Tier 2,
4,,Minnesota (MIN)MIN DST,12,3,9,4.8,0.9,7.0,+3.0
5,,Baltimore (BAL)BAL DST,8,1,13,5.6,3.6,3.0,-2.0
6,,Houston (HOU)HOU DST,10,3,12,6.3,1.6,6.0,0.0
7,,Cleveland (CLE)CLE DST,7,3,14,7.4,1.7,12.0,+5.0
8,,Los Angeles (LAC)LAC DST,12,2,29,8.2,6.2,4.0,-4.0
Tier 3,
9,,New Orleans (NO)NO DST,9,7,13,9.3,1.3,9.0,0.0
10,,Denver (DEN)DEN DST,10,7,21,10.7,2.0,10.0,0.0
11,,Buffalo (BUF)BUF DST,6,5,25,12.5,2.6,18.0,+7.0
12,,New England (NE)NE DST,10,7,19,13.5,2.5,11.0,-1.0
13,,Dallas (DAL)DAL DST,8,10,19,13.7,2.8,13.0,0.0
14,,Seattle (SEA)SEA DST,11,8,18,14.3,1.9,15.0,+1.0
Tier 4,
15,,Philadelphia (PHI)PHI DST,10,3,21,15.4,3.0,17.0,+2.0
16,,Pittsburgh (PIT)PIT DST,7,9,22,15.9,3.2,20.0,+4.0
17,,Tennessee (TEN)TEN DST,11,13,24,16.9,2.5,19.0,+2.0
18,,Kansas City (KC)KC DST,12,9,29,17.3,3.9,8.0,-10.0
19,,Indianapolis (IND)IND DST,6,12,23,18.9,1.9,14.0,-5.0
20,,Carolina (CAR)CAR DST,7,16,23,19.6,1.8,26.0,+6.0
21,,Atlanta (ATL)ATL DST,9,8,26,20.8,3.3,21.0,0.0
Tier 5,
22,,Green Bay (GB)GB DST,11,9,27,20.3,4.1,23.0,+1.0
23,,Arizona (ARI)ARI DST,12,15,30,22.8,3.1,29.0,+6.0
24,,Washington (WAS)WAS DST,10,14,32,25.1,2.9,31.0,+7.0
25,,Detroit (DET)DET DST,5,22,27,24.9,1.3,25.0,0.0
26,,New York (NYJ)NYJ DST,4,4,29,24.3,2.9,16.0,-10.0
27,,San Francisco (SF)SF DST,4,10,30,24.6,5.3,22.0,-5.0
28,,New York (NYG)NYG DST,11,23,32,27.8,2.1,27.0,-1.0
29,,Tampa Bay (TB)TB DST,7,25,30,28.0,1.5,30.0,+1.0
30,,Miami (MIA)MIA DST,5,24,32,29.0,1.6,28.0,-2.0
31,,Cincinnati (CIN)CIN DST,9,28,31,30.2,0.9,,
32,,Oakland (OAK)OAK DST,6,26,32,31.7,0.5,24.0,-8.0
