Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
81,,David NjokuD. Njoku CLE,TE8,7,15,137,84.0,13.2,76.0,-5.0
82,,Jared CookJ. Cook NO,TE9,9,22,127,84.1,19.1,80.0,-2.0
83,,Courtland SuttonC. Sutton DEN,WR37,10,58,114,86.1,9.2,90.0,+7.0
84,,Cam NewtonC. Newton CAR,QB9,7,56,125,86.9,13.2,88.0,+4.0
85,,Christian KirkC. Kirk ARI,WR38,12,49,157,87.2,9.2,92.0,+7.0
Tier 7,
86,,Jerick McKinnonJ. McKinnon SF,RB30,4,60,182,90.1,19.4,86.0,0.0
87,,Keke CouteeK. Coutee HOU,WR39,10,67,137,95.0,9.9,120.0,+33.0
88,,Jameis WinstonJ. Winston TB,QB10,7,50,118,95.8,14.6,97.0,+9.0
89,,LeSean McCoyL. McCoy BUF,RB31,6,71,149,96.8,14.3,95.0,+6.0
90,,Rashaad PennyR. Penny SEA,RB32,11,60,130,97.0,11.4,79.0,-11.0
91,,Jordan HowardJ. Howard PHI,RB33,10,57,177,99.1,20.8,74.0,-17.0
92,,Dede WestbrookD. Westbrook JAC,WR40,10,52,160,100.2,13.3,108.0,+16.0
93,,Latavius MurrayL. Murray NO,RB34,9,52,144,100.4,19.9,116.0,+23.0
94,,Larry FitzgeraldL. Fitzgerald ARI,WR41,12,49,174,101.1,25.6,105.0,+11.0
95,,Curtis SamuelC. Samuel CAR,WR42,7,65,148,102.6,14.3,134.0,+39.0
96,,Jared GoffJ. Goff LAR,QB11,9,87,150,103.3,13.2,87.0,-9.0
97,,Anthony MillerA. Miller CHI,WR43,6,74,175,105.5,16.7,127.0,+30.0
98,,Carson WentzC. Wentz PHI,QB12,10,77,150,106.0,12.8,89.0,-9.0
99,,Ben RoethlisbergerB. Roethlisberger PIT,QB13,7,70,166,108.4,13.0,94.0,-5.0
100,,Josh JacobsJ. Jacobs OAK,RB35,6,19,333,84.3,71.2,56.0,-44.0
101,,Royce FreemanR. Freeman DEN,RB36,10,84,144,109.4,10.4,93.0,-8.0
102,,Delanie WalkerD. Walker TEN,TE10,11,72,246,110.9,17.5,136.0,+34.0
103,,Dion LewisD. Lewis TEN,RB37,11,79,190,112.6,20.9,129.0,+26.0
104,,Philip RiversP. Rivers LAC,QB14,12,77,165,114.7,15.6,103.0,-1.0
105,,Nyheim HinesN. Hines IND,RB38,6,60,170,114.9,18.7,111.0,+6.0
106,,Michael GallupM. Gallup DAL,WR44,8,88,220,116.3,23.3,187.0,+81.0
107,,Austin HooperA. Hooper ATL,TE11,9,69,173,116.8,19.7,100.0,-7.0
Tier 8,
108,,Chris Herndon IVC. Herndon NYJ,TE12,4,92,153,120.9,18.7,128.0,+20.0
109,,Emmanuel SandersE. Sanders DEN,WR45,10,73,210,122.6,33.5,96.0,-13.0
110,,Trey BurtonT. Burton CHI,TE13,6,72,183,123.1,18.4,113.0,+3.0
111,,Mitch TrubiskyM. Trubisky CHI,QB15,6,103,180,124.0,17.4,121.0,+10.0
112,,Matt BreidaM. Breida SF,RB39,4,51,187,124.0,31.9,122.0,+10.0
113,,Dak PrescottD. Prescott DAL,QB16,8,91,162,124.5,14.2,114.0,+1.0
114,,Ronald Jones IIR. Jones TB,RB40,7,71,198,124.6,26.0,126.0,+12.0
115,,Geronimo AllisonG. Allison GB,WR46,11,48,242,124.9,38.1,151.0,+36.0
116,,Lamar JacksonL. Jackson BAL,QB17,8,91,197,125.5,22.2,124.0,+8.0
117,,Vance McDonaldV. McDonald PIT,TE14,7,69,173,127.5,24.1,102.0,-15.0
118,,John BrownJ. Brown BUF,WR47,6,88,206,128.7,22.7,198.0,+80.0
119,,Austin EkelerA. Ekeler LAC,RB41,12,78,188,134.1,24.2,104.0,-15.0
120,,DeSean JacksonD. Jackson PHI,WR48,10,88,243,134.6,25.3,156.0,+36.0
121,,Adam HumphriesA. Humphries TEN,WR49,11,86,208,134.6,28.6,157.0,+36.0
122,,James WashingtonJ. Washington PIT,WR50,7,75,205,135.5,31.6,101.0,-21.0
123,,Ito SmithI. Smith ATL,RB42,9,80,186,136.2,23.5,131.0,+8.0
124,,Jordan ReedJ. Reed WAS,TE15,10,91,232,136.5,20.3,159.0,+35.0
125,,Tom BradyT. Brady NE,QB18,10,87,174,136.9,19.0,115.0,-10.0
126,,Jimmy GaroppoloJ. Garoppolo SF,QB19,4,103,185,137.2,17.3,106.0,-20.0
127,,David MontgomeryD. Montgomery CHI,RB43,6,40,346,108.3,72.5,83.0,-44.0
128,,Robert FosterR. Foster BUF,WR51,6,58,260,139.6,44.2,167.0,+39.0
129,,Josh AllenJ. Allen BUF,QB20,6,91,172,139.7,20.9,119.0,-10.0
130,,Jack DoyleJ. Doyle IND,TE16,6,78,216,125.7,23.6,152.0,+22.0
131,,DaeSean HamiltonD. Hamilton DEN,WR52,10,79,209,140.1,33.2,177.0,+46.0
132,,Kenny StillsK. Stills MIA,WR53,5,81,241,140.1,29.1,185.0,+53.0
133,,Greg OlsenG. Olsen CAR,TE17,7,92,209,140.9,21.3,181.0,+48.0
134,,Duke JohnsonD. Johnson CLE,RB44,7,112,195,135.9,19.3,144.0,+10.0
135,,Carlos HydeC. Hyde KC,RB45,12,66,235,143.4,36.2,123.0,-12.0
136,,Kirk CousinsK. Cousins MIN,QB21,12,103,199,143.5,19.8,107.0,-29.0
137,,Marquise GoodwinM. Goodwin SF,WR54,4,90,269,144.1,38.1,174.0,+37.0
138,,Devin FunchessD. Funchess IND,WR55,6,74,206,139.1,34.4,142.0,+4.0
139,,D'Onta ForemanD. Foreman HOU,RB46,10,104,199,146.8,23.6,130.0,-9.0
140,,Kyle RudolphK. Rudolph MIN,TE18,12,121,258,146.9,22.8,125.0,-15.0
141,,Kyler MurrayK. Murray ARI,QB22,12,68,202,132.9,32.6,137.0,-4.0
142,,Kareem HuntK. Hunt CLE,RB47,7,98,256,142.3,34.1,77.0,-65.0
143,,Jimmy GrahamJ. Graham GB,TE19,11,108,253,155.2,28.8,190.0,+47.0
144,,Jamison CrowderJ. Crowder NYJ,WR56,4,86,205,142.4,27.6,207.0,+63.0
Tier 9,
145,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR57,11,102,244,157.6,27.0,168.0,+23.0
146,,Peyton BarberP. Barber TB,RB48,7,75,295,165.5,38.0,158.0,+12.0
147,,Rex BurkheadR. Burkhead NE,RB49,10,100,217,148.8,29.8,199.0,+52.0
148,,Chicago (CHI)CHI DST,DST1,6,122,199,142.4,10.4,155.0,+7.0
149,,Sam DarnoldS. Darnold NYJ,QB23,4,124,202,163.3,12.2,146.0,-3.0
150,,Chris ThompsonC. Thompson WAS,RB50,10,84,256,164.2,27.5,182.0,+32.0
151,,Derek CarrD. Carr OAK,QB24,6,116,241,170.3,22.7,145.0,-6.0
152,,Adrian PetersonA. Peterson WAS,RB51,10,89,237,170.9,31.4,148.0,-4.0
153,,Kenneth DixonK. Dixon BAL,RB52,8,93,349,158.6,56.0,237.0,+84.0
154,,Jamaal WilliamsJ. Williams GB,RB53,11,100,258,165.8,27.2,163.0,+9.0
155,,Miles SandersM. Sanders PHI,RB54,10,57,289,111.9,50.2,112.0,-43.0
156,,Donte MoncriefD. Moncrief PIT,WR58,7,73,244,168.0,36.2,175.0,+19.0
157,,Matthew StaffordM. Stafford DET,QB25,5,131,202,168.6,13.4,138.0,-19.0
158,,Tyrell WilliamsT. Williams OAK,WR59,6,86,262,168.7,43.8,135.0,-23.0
159,,C.J. AndersonC. Anderson DET,RB55,5,120,217,172.3,24.5,191.0,+32.0
160,,Quincy EnunwaQ. Enunwa NYJ,WR60,4,101,261,173.5,30.1,249.0,+89.0
161,,Andy DaltonA. Dalton CIN,QB26,9,127,229,182.6,18.5,184.0,+23.0
162,,Devante ParkerD. Parker MIA,WR61,5,101,216,171.1,23.4,230.0,+68.0
163,,Jacksonville (JAC)JAC DST,DST2,10,125,165,150.7,7.2,188.0,+25.0
164,,Mike DavisM. Davis CHI,RB56,6,80,257,177.8,39.2,139.0,-25.0
165,,Mohamed SanuM. Sanu ATL,WR62,9,107,286,179.7,32.9,231.0,+66.0
166,,N'Keal HarryN. Harry NE,WR63,10,73,328,141.4,56.7,110.0,-56.0
167,,Mike GesickiM. Gesicki MIA,TE20,5,135,246,177.5,28.5,228.0,+61.0
168,,Tre'Quan SmithT. Smith NO,WR64,9,99,231,185.4,26.0,180.0,+12.0
169,,Los Angeles (LAR)LAR DST,DST3,9,123,200,159.8,10.6,179.0,+10.0
170,,Kalen BallageK. Ballage MIA,RB57,5,109,272,186.5,27.8,150.0,-20.0
171,,Minnesota (MIN)MIN DST,DST4,12,128,200,161.0,8.3,202.0,+31.0
172,,Baltimore (BAL)BAL DST,DST5,8,140,230,161.5,22.0,183.0,+11.0
173,,Taylor GabrielT. Gabriel CHI,WR65,6,129,226,181.2,22.2,253.0,+80.0
174,,Elijah McGuireE. McGuire NYJ,RB58,4,93,275,169.6,43.0,244.0,+70.0
175,,Marqise LeeM. Lee JAC,WR66,10,60,263,186.1,29.3,236.0,+61.0
176,,Houston (HOU)HOU DST,DST6,10,130,213,168.4,12.6,196.0,+20.0
177,,Marcus MariotaM. Mariota TEN,QB27,11,141,275,193.9,25.0,160.0,-17.0
178,,Zay JonesZ. Jones BUF,WR67,6,101,269,196.0,27.1,189.0,+11.0
179,,Parris CampbellP. Campbell IND,WR68,6,81,346,173.4,56.3,140.0,-39.0
180,,Dallas GoedertD. Goedert PHI,TE21,10,133,255,180.2,31.1,186.0,+6.0
181,,Antonio CallawayA. Callaway CLE,WR69,7,124,247,187.4,28.1,209.0,+28.0
182,,Cleveland (CLE)CLE DST,DST7,7,146,201,175.2,14.3,214.0,+32.0
183,,Giovani BernardG. Bernard CIN,RB59,9,123,272,188.1,27.9,234.0,+51.0
Tier 10,
184,,Jaylen SamuelsJ. Samuels PIT,RB60,7,93,293,183.3,40.9,118.0,-66.0
185,,Gus EdwardsG. Edwards BAL,RB61,8,111,280,183.5,52.7,173.0,-12.0
186,,Greg ZuerleinG. Zuerlein LAR,K1,9,134,179,171.5,2.0,133.0,-53.0
187,,Albert WilsonA. Wilson MIA,WR70,5,107,285,192.4,37.8,204.0,+17.0
188,,Gerald EverettG. Everett LAR,TE22,9,127,282,187.0,33.5,254.0,+66.0
189,,Doug BaldwinD. Baldwin FA,WR71,,45,263,129.0,64.6,117.0,-72.0
190,,D.K. MetcalfD. Metcalf SEA,WR72,11,96,301,188.2,52.9,109.0,-81.0
191,,Mark AndrewsM. Andrews BAL,TE23,8,133,281,200.5,39.3,210.0,+19.0
192,,Stephen GostkowskiS. Gostkowski NE,K2,10,145,215,188.6,8.5,176.0,-16.0
193,,John RossJ. Ross CIN,WR73,9,128,247,188.7,29.0,267.0,+74.0
194,,Justin TuckerJ. Tucker BAL,K3,8,139,204,182.5,8.3,149.0,-45.0
195,,Nick FolesN. Foles JAC,QB28,10,162,312,212.3,34.3,169.0,-26.0
196,,Los Angeles (LAC)LAC DST,DST8,12,131,342,184.1,43.6,192.0,-4.0
197,,Jalen RichardJ. Richard OAK,RB62,6,100,277,190.6,43.2,197.0,0.0
198,,T.J. HockensonT. Hockenson DET,TE24,5,94,273,170.6,44.4,141.0,-57.0
199,,New Orleans (NO)NO DST,DST9,9,136,219,192.6,13.7,218.0,+19.0
200,,Harrison ButkerH. Butker KC,K4,12,138,204,186.7,6.5,162.0,-38.0
201,,Mecole HardmanM. Hardman KC,WR74,12,55,313,173.0,51.8,147.0,-54.0
202,,Noah FantN. Fant DEN,TE25,10,121,290,182.2,47.2,154.0,-48.0
203,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,TE26,10,108,324,205.8,51.3,193.0,-10.0
204,,Denver (DEN)DEN DST,DST10,10,132,243,201.8,13.2,216.0,+12.0
205,,Randall CobbR. Cobb DAL,WR75,8,137,285,209.8,30.7,270.0,+65.0
206,,A.J. BrownA. Brown TEN,WR76,11,128,298,198.8,40.3,164.0,-42.0
207,,David MooreD. Moore SEA,WR77,11,124,262,211.6,20.5,305.0,+98.0
208,,Buffalo (BUF)BUF DST,DST11,6,164,251,206.6,14.2,266.0,+58.0
209,,Darrell HendersonD. Henderson LAR,RB63,9,76,378,191.1,82.2,132.0,-77.0
210,,Tyler EifertT. Eifert CIN,TE27,9,142,273,217.4,34.8,213.0,+3.0
211,,Wil LutzW. Lutz NO,K5,9,140,249,206.5,13.1,172.0,-39.0
212,,Frank GoreF. Gore BUF,RB64,6,132,356,218.3,43.5,288.0,+76.0
213,,New England (NE)NE DST,DST12,10,148,238,213.4,13.7,229.0,+16.0
214,,Nelson AgholorN. Agholor PHI,WR78,10,182,301,219.4,22.0,224.0,+10.0
215,,Cameron BrateC. Brate TB,TE28,7,173,319,220.3,33.4,256.0,+41.0
216,,Deebo SamuelD. Samuel SF,WR79,4,107,332,191.9,51.9,161.0,-55.0
217,,Demaryius ThomasD. Thomas NE,WR80,10,113,366,217.3,45.3,200.0,-17.0
218,,Dallas (DAL)DAL DST,DST13,8,163,250,217.5,12.6,238.0,+20.0
219,,Tyreek HillT. Hill KC,WR81,12,20,285,150.2,88.4,46.0,-173.0
220,,T.J. YeldonT. Yeldon BUF,RB65,6,146,265,200.7,24.3,205.0,-15.0
221,,Seattle (SEA)SEA DST,DST14,11,158,248,218.6,12.4,285.0,+64.0
222,,Jay AjayiJ. Ajayi FA,RB66,,100,326,194.4,60.1,247.0,+25.0
223,,Hayden HurstH. Hurst BAL,TE29,8,153,325,225.2,36.8,257.0,+34.0
224,,Marquise BrownM. Brown BAL,WR82,8,111,349,203.8,55.7,165.0,-59.0
225,,Pittsburgh (PIT)PIT DST,DST15,7,143,279,232.5,21.5,320.0,+95.0
226,,Josh DoctsonJ. Doctson WAS,WR83,10,157,297,228.5,24.5,289.0,+63.0
227,,Equanimeous St. BrownE. St. GB,WR84,11,113,306,223.7,26.9,308.0,+81.0
228,,Philadelphia (PHI)PHI DST,DST16,10,152,266,225.6,19.8,245.0,+17.0
229,,Mason CrosbyM. Crosby GB,K6,11,159,252,220.3,8.2,221.0,-8.0
Tier 11,
230,,Ted GinnT. Ginn NO,WR85,9,152,374,238.7,35.5,263.0,+33.0
231,,Josh AdamsJ. Adams PHI,RB67,10,119,322,219.0,53.3,322.0,+91.0
232,,D.J. CharkD. Chark JAC,WR86,10,137,270,230.5,20.7,303.0,+71.0
233,,Theo RiddickT. Riddick DET,RB68,5,156,312,225.4,40.9,275.0,+42.0
234,,Matt PraterM. Prater DET,K7,5,157,291,225.7,13.6,277.0,+43.0
235,,Tennessee (TEN)TEN DST,DST17,11,156,306,231.6,19.4,304.0,+69.0
236,,Jake ElliottJ. Elliott PHI,K8,10,153,238,226.6,5.1,232.0,-4.0
237,,Ka'imi FairbairnK. Fairbairn FA,K9,,149,287,216.0,22.5,171.0,-66.0
238,,Josh ReynoldsJ. Reynolds LAR,WR87,9,203,304,227.4,21.1,313.0,+75.0
239,,Chase EdmondsC. Edmonds ARI,RB69,12,143,282,223.3,32.6,282.0,+43.0
240,,Brett MaherB. Maher DAL,K10,8,164,251,229.1,11.5,243.0,+3.0
241,,Josh RosenJ. Rosen MIA,QB29,5,144,338,248.5,39.8,208.0,-33.0
242,,Joe FlaccoJ. Flacco DEN,QB30,10,160,333,252.5,33.3,212.0,-30.0
243,,Eli ManningE. Manning NYG,QB31,11,169,333,245.3,31.2,211.0,-32.0
244,,Taywan TaylorT. Taylor TEN,WR88,11,198,328,234.8,30.4,347.0,+103.0
245,,Robbie GouldR. Gould SF,K11,4,152,299,236.0,15.4,225.0,-20.0
246,,Malcolm BrownM. Brown LAR,RB70,9,183,331,237.1,33.5,203.0,-43.0
247,,Ian ThomasI. Thomas CAR,TE30,7,173,308,241.9,26.8,217.0,-30.0
248,,Ricky Seals-JonesR. Seals-Jones ARI,TE31,12,139,282,243.0,21.0,302.0,+54.0
249,,Michael BadgleyM. Badgley LAC,K12,12,155,281,238.4,14.6,355.0,+106.0
250,,Kansas City (KC)KC DST,DST18,12,142,344,249.1,37.5,250.0,0.0
251,,Devin SingletaryD. Singletary BUF,RB71,6,126,353,219.2,61.5,143.0,-108.0
252,,Indianapolis (IND)IND DST,DST19,6,180,307,250.4,23.8,251.0,-1.0
253,,Paul RichardsonP. Richardson WAS,WR89,10,151,286,241.8,21.4,307.0,+54.0
254,,Carolina (CAR)CAR DST,DST20,7,179,279,251.8,16.5,385.0,+131.0
255,,Willie SneadW. Snead BAL,WR90,8,176,285,243.7,26.3,279.0,+24.0
256,,Andy IsabellaA. Isabella ARI,WR91,12,90,348,222.7,57.1,178.0,-78.0
257,,Adam VinatieriA. Vinatieri IND,K13,6,165,308,245.8,14.5,261.0,+4.0
258,,Aldrick RosasA. Rosas NYG,K14,11,166,296,250.6,23.3,298.0,+40.0
259,,Spencer WareS. Ware IND,RB72,6,134,283,230.4,45.3,272.0,+13.0
260,,Jason MyersJ. Myers SEA,K15,11,162,352,255.8,27.3,295.0,+35.0
261,,Doug MartinD. Martin OAK,RB73,6,144,329,238.1,54.3,292.0,+31.0
262,,Danny AmendolaD. Amendola DET,WR92,5,157,341,257.7,39.2,336.0,+74.0
263,,Damien HarrisD. Harris NE,RB74,10,130,381,239.7,60.2,153.0,-110.0
264,,Graham GanoG. Gano CAR,K16,7,214,299,248.3,14.1,,
265,,Justice HillJ. Hill BAL,RB75,8,96,379,234.7,69.1,170.0,-95.0
266,,Corey ClementC. Clement PHI,RB76,10,188,327,258.5,27.9,341.0,+75.0
267,,Chris BoswellC. Boswell PIT,K17,7,174,300,271.2,24.7,,
268,,Trey QuinnT. Quinn WAS,WR93,10,113,296,239.4,43.5,290.0,+22.0
269,,Keelan ColeK. Cole JAC,WR94,10,153,297,260.4,19.2,296.0,+27.0
270,,Hakeem ButlerH. Butler ARI,WR95,12,135,311,242.3,40.5,166.0,-104.0
271,,Jordan WilkinsJ. Wilkins IND,RB77,6,199,315,255.1,23.6,379.0,+108.0
272,,Atlanta (ATL)ATL DST,DST21,9,176,308,264.7,27.1,321.0,+49.0
273,,Chris ConleyC. Conley JAC,WR96,10,208,305,262.4,18.2,368.0,+95.0
274,,Dwayne HaskinsD. Haskins WAS,QB32,10,172,354,259.3,49.3,222.0,-52.0
275,,Justin JacksonJ. Jackson LAC,RB78,12,217,326,259.7,19.2,329.0,+54.0
276,,Cole BeasleyC. Beasley BUF,WR97,6,155,345,268.6,29.0,294.0,+18.0
277,,Phillip DorsettP. Dorsett NE,WR98,10,148,371,269.2,45.9,293.0,+16.0
278,,Dan BaileyD. Bailey MIN,K18,12,236,302,271.7,18.7,252.0,-26.0
279,,Ryan SuccopR. Succop TEN,K19,11,170,298,272.6,25.0,376.0,+97.0
280,,Nick VannettN. Vannett SEA,TE32,11,212,345,270.6,25.4,377.0,+97.0
281,,Chris HoganC. Hogan CAR,WR99,7,234,306,268.1,20.0,300.0,+19.0
282,,Green Bay (GB)GB DST,DST22,11,157,307,273.1,34.9,344.0,+62.0
283,,Arizona (ARI)ARI DST,DST23,12,154,346,277.7,36.1,,
Tier 12,
284,,Jason WittenJ. Witten DAL,TE33,8,139,347,255.9,55.7,233.0,-51.0
285,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR100,10,129,372,254.9,46.6,239.0,-46.0
286,,Brandon McManusB. McManus DEN,K20,10,186,302,284.1,14.3,390.0,+104.0
287,,Case KeenumC. Keenum WAS,QB33,10,175,336,288.7,28.2,241.0,-46.0
288,,Greg JosephG. Joseph CLE,K21,7,150,309,281.3,35.7,310.0,+22.0
289,,Devontae BookerD. Booker DEN,RB79,10,237,381,283.1,28.3,274.0,-15.0
290,,Jake ButtJ. Butt DEN,TE34,10,236,342,270.4,23.0,440.0,+150.0
