Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,5,1.7,0.9,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,RB2,8,1,14,2.5,1.3,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,RB3,7,1,11,2.8,1.0,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,6,3.5,1.1,4.0,0.0
Tier 2,
5,,David JohnsonD. Johnson ARI,RB5,12,3,40,8.0,5.0,7.0,+2.0
6,,DeAndre HopkinsD. Hopkins HOU,WR1,10,4,19,8.1,2.0,5.0,-1.0
7,,Travis KelceT. Kelce KC,TE1,12,8,16,8.8,2.0,17.0,+10.0
8,,Davante AdamsD. Adams GB,WR2,11,5,18,8.8,2.1,6.0,-2.0
9,,Julio JonesJ. Jones ATL,WR3,9,5,27,10.9,2.6,12.0,+3.0
10,,Michael ThomasM. Thomas NO,WR4,9,7,34,12.4,3.1,9.0,-1.0
Tier 3,
11,,Le'Veon BellL. Bell NYJ,RB6,4,5,40,13.2,6.3,8.0,-3.0
12,,Odell Beckham Jr.O. Beckham CLE,WR5,7,7,29,13.3,3.4,11.0,-1.0
13,,James ConnerJ. Conner PIT,RB7,7,3,51,13.6,5.2,13.0,0.0
14,,Joe MixonJ. Mixon CIN,RB8,9,4,66,15.4,6.4,15.0,+1.0
15,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,7,33,15.5,4.7,16.0,+1.0
16,,Melvin GordonM. Gordon LAC,RB9,12,3,83,17.7,13.0,10.0,-6.0
17,,Antonio BrownA. Brown OAK,WR7,6,9,33,19.5,4.5,19.0,+2.0
18,,Todd GurleyT. Gurley LAR,RB10,9,1,57,20.2,11.2,14.0,-4.0
19,,Dalvin CookD. Cook MIN,RB11,12,5,89,20.5,7.9,18.0,-1.0
20,,Mike EvansM. Evans TB,WR8,7,8,34,21.3,4.0,21.0,+1.0
Tier 4,
21,,Nick ChubbN. Chubb CLE,RB12,7,6,83,23.2,10.1,23.0,+2.0
22,,George KittleG. Kittle SF,TE2,4,15,53,25.2,6.5,31.0,+9.0
23,,Zach ErtzZ. Ertz PHI,TE3,10,15,63,25.9,7.6,25.0,+2.0
24,,Keenan AllenK. Allen LAC,WR9,12,15,43,26.1,4.2,24.0,0.0
25,,T.Y. HiltonT. Hilton IND,WR10,6,12,43,26.8,4.3,29.0,+4.0
26,,Tyreek HillT. Hill KC,WR11,12,7,265,28.0,41.1,20.0,-6.0
27,,Damien WilliamsD. Williams KC,RB13,12,4,134,29.2,16.8,28.0,+1.0
28,,Amari CooperA. Cooper DAL,WR12,8,13,75,29.9,4.3,30.0,+2.0
29,,Adam ThielenA. Thielen MIN,WR13,12,20,39,30.4,3.9,26.0,-3.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,16,49,31.0,3.7,33.0,+3.0
31,,Leonard FournetteL. Fournette JAC,RB14,10,11,59,33.3,10.2,27.0,-4.0
Tier 5,
32,,Aaron JonesA. Jones GB,RB15,11,3,83,34.8,12.5,32.0,0.0
33,,Brandin CooksB. Cooks LAR,WR15,9,21,74,35.5,5.7,40.0,+7.0
34,,Julian EdelmanJ. Edelman NE,WR16,10,24,65,35.9,7.0,41.0,+7.0
35,,Marlon MackM. Mack IND,RB16,6,17,115,37.0,12.5,36.0,+1.0
36,,A.J. GreenA. Green CIN,WR17,9,10,97,37.8,15.0,38.0,+2.0
37,,Robert WoodsR. Woods LAR,WR18,9,28,124,37.8,11.7,44.0,+7.0
38,,Devonta FreemanD. Freeman ATL,RB17,9,14,76,38.4,11.1,34.0,-4.0
39,,Patrick MahomesP. Mahomes KC,QB1,12,24,56,39.8,5.4,22.0,-17.0
40,,Kerryon JohnsonK. Johnson DET,RB18,5,14,76,40.0,13.9,35.0,-5.0
41,,Kenny GolladayK. Golladay DET,WR19,5,29,99,41.0,11.6,43.0,+2.0
42,,Chris GodwinC. Godwin TB,WR20,7,29,99,46.2,12.4,48.0,+6.0
43,,Cooper KuppC. Kupp LAR,WR21,9,32,97,46.3,10.7,47.0,+4.0
44,,Tyler LockettT. Lockett SEA,WR22,11,29,82,47.6,11.0,54.0,+10.0
45,,Alshon JefferyA. Jeffery PHI,WR23,10,33,75,49.6,10.9,68.0,+23.0
46,,Derrick HenryD. Henry TEN,RB19,11,19,112,49.8,11.6,39.0,-7.0
Tier 6,
47,,Deshaun WatsonD. Watson HOU,QB2,10,38,68,50.1,5.8,45.0,-2.0
48,,Andrew LuckA. Luck IND,QB3,6,38,83,50.2,6.3,46.0,-2.0
49,,Josh JacobsJ. Jacobs OAK,RB20,6,14,227,51.0,24.8,37.0,-12.0
50,,D.J. MooreD. Moore CAR,WR24,7,32,86,52.4,10.7,58.0,+8.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Aaron RodgersA. Rodgers GB,QB4,11,38,77,52.6,5.2,52.0,+1.0
52,,Calvin RidleyC. Ridley ATL,WR25,9,28,79,54.8,10.5,51.0,-1.0
53,,O.J. HowardO. Howard TB,TE4,7,22,78,56.6,9.7,59.0,+6.0
54,,Tyler BoydT. Boyd CIN,WR26,9,29,107,56.9,13.7,63.0,+9.0
55,,Allen RobinsonA. Robinson CHI,WR27,6,33,113,57.3,15.4,69.0,+14.0
56,,Phillip LindsayP. Lindsay DEN,RB21,10,18,85,58.1,11.9,42.0,-14.0
57,,Jarvis LandryJ. Landry CLE,WR28,7,20,129,62.0,17.0,62.0,+5.0
58,,James WhiteJ. White NE,RB22,10,17,112,62.2,16.6,56.0,-2.0
59,,Mark IngramM. Ingram BAL,RB23,8,18,119,62.4,11.8,50.0,-9.0
60,,Kenyan DrakeK. Drake MIA,RB24,5,17,130,62.5,17.9,55.0,-5.0
61,,Hunter HenryH. Henry LAC,TE5,12,22,78,63.3,7.9,65.0,+4.0
62,,David MontgomeryD. Montgomery CHI,RB25,6,14,272,63.5,30.9,49.0,-13.0
63,,Sony MichelS. Michel NE,RB26,10,23,115,64.5,14.5,53.0,-10.0
64,,Chris CarsonC. Carson SEA,RB27,11,31,110,64.6,14.0,57.0,-7.0
