Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,3,1.1,0.2,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,15,2.6,1.6,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,6,3.4,1.1,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,2,11,3.7,0.8,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,3,9,4.9,0.8,4.0,-1.0
Tier 2,
6,,Ka'imi FairbairnK. Fairbairn HOU,10,3,28,7.5,3.2,5.0,-1.0
7,,Mason CrosbyM. Crosby GB,11,6,27,7.8,2.2,13.0,+6.0
8,,Jake ElliottJ. Elliott PHI,10,5,17,9.3,1.8,12.0,+4.0
9,,Brett MaherB. Maher DAL,8,7,18,10.1,1.6,15.0,+6.0
10,,Robbie GouldR. Gould SF,4,7,29,11.0,2.8,8.0,-2.0
11,,Matt PraterM. Prater DET,5,7,25,11.4,3.7,14.0,+3.0
12,,Michael BadgleyM. Badgley LAC,12,7,20,11.5,2.1,11.0,-1.0
Tier 3,
13,,Adam VinatieriA. Vinatieri IND,6,5,18,12.2,2.2,9.0,-4.0
14,,Jason MyersJ. Myers SEA,11,7,25,15.7,2.7,7.0,-7.0
15,,Graham GanoG. Gano CAR,7,10,29,16.2,3.9,21.0,+6.0
16,,Aldrick RosasA. Rosas NYG,11,14,32,17.5,3.4,10.0,-6.0
17,,Dan BaileyD. Bailey MIN,12,11,30,17.6,3.3,17.0,0.0
18,,Chris BoswellC. Boswell PIT,7,5,24,18.5,3.3,18.0,0.0
19,,Ryan SuccopR. Succop TEN,11,13,24,19.7,2.2,19.0,0.0
Tier 4,
20,,Giorgio TavecchioG. Tavecchio ATL,9,6,31,19.1,5.8,16.0,-4.0
21,,Brandon McManusB. McManus DEN,10,6,29,21.2,2.7,20.0,-1.0
22,,Josh LamboJ. Lambo JAC,10,12,31,22.5,4.1,24.0,+2.0
23,,Greg JosephG. Joseph CLE,7,7,32,22.4,4.1,23.0,0.0
24,,Steven HauschkaS. Hauschka BUF,6,4,30,24.7,2.0,27.0,+3.0
25,,Daniel CarlsonD. Carlson OAK,6,13,31,25.1,3.5,55.0,+30.0
26,,Chandler CatanzaroC. Catanzaro NYJ,4,11,30,25.4,3.7,28.0,+2.0
27,,Cairo SantosC. Santos TB,7,20,33,25.7,2.6,44.0,+17.0
28,,Dustin HopkinsD. Hopkins WAS,10,14,34,27.0,2.6,25.0,-3.0
Tier 5,
29,,Eddy PineiroE. Pineiro CHI,6,8,35,28.3,6.1,26.0,-3.0
30,,Randy BullockR. Bullock CIN,9,7,33,28.9,2.2,38.0,+8.0
31,,Zane GonzalezZ. Gonzalez ARI,12,19,36,30.1,3.4,36.0,+5.0
32,,Matt BryantM. Bryant FA,,7,33,19.7,8.2,33.0,+1.0
33,,Jason SandersJ. Sanders MIA,5,19,33,31.2,1.3,39.0,+6.0
34,,Austin SeibertA. Seibert CLE,7,5,37,28.8,7.9,22.0,-12.0
35,,Matt GayM. Gay TB,7,16,35,29.1,5.3,29.0,-6.0
36,,Cody ParkeyC. Parkey FA,,21,36,28.0,7.0,31.0,-5.0
37,,Andrew JacasA. Jacas SF,4,27,36,31.5,4.5,,
38,,Chris BlewittC. Blewitt FA,,31,38,33.7,3.1,50.0,+12.0
39,,Andrew WellockA. Wellock CAR,7,28,37,32.5,4.5,,
