Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Lamar JacksonL. Jackson BAL,,1,2,1.1,0.3
2,,Patrick MahomesP. Mahomes KC,,1,3,1.9,0.3
3,,Deshaun WatsonD. Watson HOU,,3,6,3.2,0.6
Tier 2,
4,,Russell WilsonR. Wilson SEA,,4,11,4.5,0.7
5,,Dak PrescottD. Prescott DAL,,3,12,5.4,0.9
6,,Kyler MurrayK. Murray ARI,,3,11,6.0,1.3
7,,Jameis WinstonJ. Winston TB,,2,10,6.9,1.6
8,,Josh AllenJ. Allen BUF,,5,12,8.5,1.3
Tier 3,
9,,Drew BreesD. Brees NO,,5,14,10.1,2.0
10,,Aaron RodgersA. Rodgers GB,,7,15,10.5,1.2
11,,Matt RyanM. Ryan ATL,,7,13,10.5,1.6
12,,Carson WentzC. Wentz PHI,,7,13,10.9,1.7
13,,Matthew StaffordM. Stafford DET,,7,20,13.7,2.5
14,,Cam NewtonC. Newton CAR,,7,23,14.3,2.4
15,,Ryan TannehillR. Tannehill TEN,,9,20,15.3,2.2
Tier 4,
16,,Kirk CousinsK. Cousins MIN,,14,22,17.1,1.4
17,,Ben RoethlisbergerB. Roethlisberger PIT,,13,31,17.6,2.4
18,,Baker MayfieldB. Mayfield CLE,,9,24,18.7,2.4
19,,Daniel JonesD. Jones NYG,,13,24,19.0,2.5
20,,Jared GoffJ. Goff LAR,,14,24,19.1,2.1
21,,Jimmy GaroppoloJ. Garoppolo SF,,15,23,19.3,2.2
22,,Sam DarnoldS. Darnold NYJ,,18,28,22.6,2.2
23,,Tom BradyT. Brady NE,,20,30,23.7,1.7
24,,Ryan FitzpatrickR. Fitzpatrick MIA,,16,31,23.9,2.7
25,,Mitch TrubiskyM. Trubisky CHI,,18,29,24.7,1.7
26,,Philip RiversP. Rivers LAC,,17,31,26.1,2.5
27,,Drew LockD. Lock DEN,,21,31,27.7,1.4
28,,Gardner Minshew IIG. Minshew JAC,,22,34,27.9,2.2
29,,Derek CarrD. Carr OAK,,24,31,28.2,1.5
Tier 5,
30,,Jacoby BrissettJ. Brissett IND,,24,32,30.2,1.7
31,,Andy DaltonA. Dalton CIN,,21,34,31.4,1.5
32,,Dwayne HaskinsD. Haskins WAS,,22,38,30.6,2.7
33,,Teddy BridgewaterT. Bridgewater NO,,31,36,33.6,1.0
34,,Marcus MariotaM. Mariota TEN,,34,41,35.6,2.1
35,,Nick FolesN. Foles JAC,,29,58,36.2,5.8
Tier 6,
36,,Joe FlaccoJ. Flacco DEN,,33,51,39.7,6.3
37,,Taysom HillT. Hill NO,,33,43,36.2,3.5
38,,Case KeenumC. Keenum WAS,,35,42,39.7,1.8
39,,Josh RosenJ. Rosen MIA,,36,47,40.0,3.7
40,,Joe BurrowJ. Burrow FA,,21,30,25.8,3.8
41,,Tyrod TaylorT. Taylor LAC,,35,47,40.8,3.9
42,,Tua TagovailoaT. Tagovailoa FA,,32,38,35.3,2.2
43,,Nick MullensN. Mullens SF,,37,40,38.5,1.1
44,,Jarrett StidhamJ. Stidham NE,,36,44,39.3,2.9
45,,Kyle AllenK. Allen CAR,,37,54,46.8,7.1
46,,Will GrierW. Grier CAR,,44,61,48.3,7.4
47,,Jalen HurtsJ. Hurts FA,,39,43,40.3,1.9
48,,Jacob EasonJ. Eason FA,,37,51,42.7,6.0
Tier 7,
49,,Justin HerbertJ. Herbert FA,,36,40,38.0,2.0
50,,Blake BortlesB. Bortles LAR,,38,46,42.0,4.0
51,,Jake FrommJ. Fromm FA,,38,50,44.0,6.0
52,,Jordan LoveJ. Love FA,,40,49,44.5,4.5
53,,Brett HundleyB. Hundley ARI,,45,49,47.0,2.0
54,,Matt MooreM. Moore KC,,43,52,47.5,4.5
55,,AJ McCarronA. McCarron HOU,,46,55,50.5,4.5
56,,Chase DanielC. Daniel CHI,,42,67,54.5,12.5
57,,Jeff DriskelJ. Driskel DET,,40,74,57.0,17.0
58,,Ryan FinleyR. Finley CIN,,57,59,58.0,1.0
59,,Matt SchaubM. Schaub ATL,,45,72,58.5,13.5
60,,Matt BarkleyM. Barkley BUF,,56,63,59.5,3.5
61,,Mason RudolphM. Rudolph PIT,,56,65,60.5,4.5
62,,Brian HoyerB. Hoyer IND,,61,62,61.5,0.5
63,,Robert GriffinR. Griffin BAL,,48,78,63.0,15.0
64,,Sean MannionS. Mannion MIN,,52,73,62.5,10.5
65,,Ryan GriffinR. Griffin TB,,50,87,68.5,18.5
66,,Chad KellyC. Kelly IND,,58,70,64.0,6.0
67,,Colt McCoyC. McCoy WAS,,62,68,65.0,3.0
68,,David BloughD. Blough DET,,55,82,68.5,13.5
Tier 8,
69,,Brandon AllenB. Allen DEN,,57,84,70.5,13.5
70,,Devlin HodgesD. Hodges PIT,,60,81,70.5,10.5
71,,Mike GlennonM. Glennon OAK,,64,86,75.0,11.0
72,,Trevor SiemianT. Siemian NYJ,,67,75,71.0,4.0
73,,Joe WebbJ. Webb HOU,,72,83,77.5,5.5
74,,Tim BoyleT. Boyle GB,,73,88,80.5,7.5
