Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Justin TuckerJ. Tucker BAL,,1,3,1.5,0.6
2,,Harrison ButkerH. Butker KC,,1,2,1.6,0.5
3,,Wil LutzW. Lutz NO,,2,4,3.2,0.6
4,,Greg ZuerleinG. Zuerlein DAL,,3,8,3.7,0.7
Tier 2,
5,,Robbie GouldR. Gould SF,,4,11,5.5,1.1
6,,Matt PraterM. Prater DET,,5,13,6.6,0.6
7,,Matt GayM. Gay TB,,5,15,6.8,1.5
8,,Michael BadgleyM. Badgley LAC,,6,19,9.9,3.8
Tier 3,
9,,Zane GonzalezZ. Gonzalez ARI,,6,13,10.1,1.6
10,,Ka'imi FairbairnK. Fairbairn HOU,,5,26,11.3,2.3
11,,Jake ElliottJ. Elliott PHI,,8,27,13.3,2.3
12,,Mason CrosbyM. Crosby GB,,10,25,12.9,3.2
13,,Joey SlyeJ. Slye CAR,,9,19,14.4,1.9
14,,Stephen GostkowskiS. Gostkowski FA,,5,17,9.3,2.3
15,,Brandon McManusB. McManus DEN,,10,21,14.7,1.8
16,,Dan BaileyD. Bailey MIN,,9,20,15.3,1.5
17,,Jason MyersJ. Myers SEA,,9,22,16.9,2.0
Tier 4,
18,,Chris BoswellC. Boswell PIT,,14,25,18.2,1.2
19,,Stephen HauschkaS. Hauschka BUF,,12,29,18.4,1.7
20,,Younghoe KooY. Koo ATL,,4,23,17.6,5.0
21,,Josh LamboJ. Lambo JAC,,12,23,19.8,2.3
22,,Brett MaherB. Maher NYJ,,14,25,21.1,1.8
23,,Austin SeibertA. Seibert CLE,,15,32,22.7,3.0
24,,Aldrick RosasA. Rosas NYG,,19,34,24.1,3.1
Tier 5,
25,,Daniel CarlsonD. Carlson LV,,20,33,26.0,2.3
26,,Kai ForbathK. Forbath DAL,,5,29,24.3,4.6
27,,Adam VinatieriA. Vinatieri FA,,23,30,26.6,1.6
28,,Dustin HopkinsD. Hopkins WAS,,23,30,28.0,0.7
29,,Chase McLaughlinC. McLaughlin IND,,13,29,24.8,5.0
30,,Eddy PineiroE. Pineiro CHI,,20,31,26.8,4.3
31,,Randy BullockR. Bullock CIN,,22,32,26.8,4.3
32,,Ryan SuccopR. Succop FA,,22,35,28.3,5.1
33,,Jason SandersJ. Sanders MIA,,24,31,28.0,2.5
34,,Greg JosephG. Joseph TEN,,26,36,31.0,5.0
35,,Matt BryantM. Bryant FA,,28,39,33.5,5.5
