Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,3,1.1,0.3,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,7,2.2,0.8,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,5,3.4,0.9,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,2,10,3.9,1.0,5.0,+1.0
5,,Wil LutzW. Lutz NO,9,3,8,5.1,1.1,4.0,-1.0
Tier 2,
6,,Ka'imi FairbairnK. Fairbairn HOU,10,3,27,7.5,4.5,6.0,0.0
7,,Mason CrosbyM. Crosby GB,11,4,26,8.4,3.4,11.0,+4.0
8,,Jake ElliottJ. Elliott PHI,10,6,16,9.4,2.2,13.0,+5.0
9,,Brett MaherB. Maher DAL,8,7,15,10.3,2.1,10.0,+1.0
10,,Matt PraterM. Prater DET,5,5,20,10.6,3.2,14.0,+4.0
11,,Robbie GouldR. Gould SF,4,6,28,11.5,3.9,7.0,-4.0
12,,Michael BadgleyM. Badgley LAC,12,6,19,11.6,3.1,12.0,0.0
Tier 3,
13,,Adam VinatieriA. Vinatieri IND,6,8,17,13.3,2.0,9.0,-4.0
14,,Graham GanoG. Gano CAR,7,7,22,14.9,3.1,19.0,+5.0
15,,Jason MyersJ. Myers SEA,11,10,24,15.9,2.9,8.0,-7.0
16,,Aldrick RosasA. Rosas NYG,11,6,32,17.7,3.4,16.0,0.0
17,,Dan BaileyD. Bailey MIN,12,9,29,17.6,3.8,17.0,0.0
18,,Ryan SuccopR. Succop TEN,11,12,24,18.9,2.6,22.0,+4.0
19,,Chris BoswellC. Boswell PIT,7,5,24,19.1,2.2,18.0,-1.0
20,,Brandon McManusB. McManus DEN,10,6,27,20.2,2.9,21.0,+1.0
Tier 4,
21,,Josh LamboJ. Lambo JAC,10,7,29,21.6,3.4,24.0,+3.0
22,,Greg JosephG. Joseph CLE,7,7,33,22.4,4.5,23.0,+1.0
23,,Steven HauschkaS. Hauschka BUF,6,4,29,23.3,3.8,31.0,+8.0
24,,Giorgio TavecchioG. Tavecchio ATL,9,10,31,18.9,5.6,15.0,-9.0
25,,Daniel CarlsonD. Carlson OAK,6,10,31,23.6,4.0,36.0,+11.0
26,,Cairo SantosC. Santos TB,7,15,34,25.4,3.3,54.0,+28.0
27,,Dustin HopkinsD. Hopkins WAS,10,11,34,26.4,4.1,29.0,+2.0
28,,Chandler CatanzaroC. Catanzaro NYJ,4,15,32,26.0,3.9,30.0,+2.0
29,,Matt BryantM. Bryant FA,,6,33,20.2,8.3,35.0,+6.0
Tier 5,
30,,Randy BullockR. Bullock CIN,9,7,34,29.3,2.2,44.0,+14.0
31,,Cody ParkeyC. Parkey FA,,8,36,24.9,4.7,33.0,+2.0
32,,Zane GonzalezZ. Gonzalez ARI,12,18,36,31.1,2.0,26.0,-6.0
33,,Eddy PineiroE. Pineiro CHI,6,18,35,31.2,2.0,28.0,-5.0
34,,Jason SandersJ. Sanders MIA,5,19,35,31.5,1.7,39.0,+5.0
35,,Matt GayM. Gay TB,7,26,35,30.3,3.5,25.0,-10.0
36,,Austin SeibertA. Seibert CLE,7,19,37,31.8,4.0,20.0,-16.0
37,,Sebastian JanikowskiS. Janikowski FA,,24,28,26.0,2.0,32.0,-5.0
38,,Elliott FryE. Fry CHI,6,28,32,30.0,2.0,,
39,,Andrew JacasA. Jacas SF,4,27,36,31.5,4.5,,
40,,Andrew WellockA. Wellock CAR,7,28,37,32.5,4.5,,
41,,Chris BlewittC. Blewitt FA,,31,40,35.5,4.5,38.0,-3.0
