Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,4,1.2,0.4,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,9,2.2,1.0,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,1,6,3.7,0.8,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,1,14,4.0,1.6,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,3,15,4.9,1.0,5.0,0.0
Tier 2,
6,,Mason CrosbyM. Crosby GB,11,6,16,8.6,2.4,15.0,+9.0
7,,Jake ElliottJ. Elliott PHI,10,5,19,9.5,2.0,11.0,+4.0
Tier 3,
8,,Robbie GouldR. Gould SF,4,5,19,10.5,2.4,7.0,-1.0
9,,Brett MaherB. Maher DAL,8,6,20,10.9,2.5,9.0,0.0
10,,Matt PraterM. Prater DET,5,5,22,11.0,3.8,14.0,+4.0
11,,Ka'imi FairbairnK. Fairbairn HOU,10,3,28,9.2,5.5,4.0,-7.0
12,,Michael BadgleyM. Badgley LAC,12,6,22,12.1,3.4,16.0,+4.0
13,,Adam VinatieriA. Vinatieri IND,6,5,23,12.2,3.1,8.0,-5.0
14,,Jason MyersJ. Myers SEA,11,7,21,14.8,3.2,10.0,-4.0
15,,Graham GanoG. Gano CAR,7,7,29,16.4,4.5,25.0,+10.0
16,,Aldrick RosasA. Rosas NYG,11,11,29,16.6,3.9,13.0,-3.0
17,,Dan BaileyD. Bailey MIN,12,11,30,17.7,3.3,19.0,+2.0
Tier 4,
18,,Ryan SuccopR. Succop TEN,11,13,27,19.8,2.4,18.0,0.0
19,,Chris BoswellC. Boswell PIT,7,10,28,19.2,3.2,23.0,+4.0
20,,Brandon McManusB. McManus DEN,10,14,29,20.2,1.9,24.0,+4.0
21,,Josh LamboJ. Lambo JAC,10,15,31,23.4,3.6,,
22,,Giorgio TavecchioG. Tavecchio ATL,9,6,28,17.0,6.5,12.0,-10.0
23,,Greg JosephG. Joseph CLE,7,10,33,22.3,4.4,17.0,-6.0
24,,Steven HauschkaS. Hauschka BUF,6,21,31,24.5,2.2,,
25,,Daniel CarlsonD. Carlson OAK,6,8,34,25.5,3.6,,
Tier 5,
26,,Matt BryantM. Bryant FA,,7,36,18.4,9.4,21.0,-5.0
27,,Cairo SantosC. Santos TB,7,6,35,25.0,5.5,,
28,,Dustin HopkinsD. Hopkins WAS,10,6,31,26.4,2.7,,
29,,Chandler CatanzaroC. Catanzaro NYJ,4,12,30,25.1,5.3,,
30,,Randy BullockR. Bullock CIN,9,13,31,27.9,2.7,22.0,-8.0
31,,Eddy PineiroE. Pineiro CHI,6,3,32,27.2,6.6,,
32,,Zane GonzalezZ. Gonzalez ARI,12,2,33,28.8,4.4,,
33,,Cody ParkeyC. Parkey FA,,20,37,28.8,5.3,,
34,,Jason SandersJ. Sanders MIA,5,19,33,30.4,1.9,,
35,,Matt GayM. Gay TB,7,20,33,26.5,5.0,,
36,,Austin SeibertA. Seibert CLE,7,19,35,26.0,7.4,,
37,,Sebastian JanikowskiS. Janikowski FA,,19,28,24.3,3.9,20.0,-17.0
38,,Chris BlewittC. Blewitt CHI,6,31,32,31.3,0.5,,
