Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,5,1.5,0.9,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,7,2.7,1.6,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,7,3.5,1.1,4.0,+1.0
4,,Michael ThomasM. Thomas NO,9,1,12,4.3,1.7,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,2,9,4.5,1.7,5.0,0.0
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,21,6.1,2.0,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,1,9,6.6,1.2,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,14,8.7,1.9,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,5,14,10.1,2.1,10.0,+1.0
10,,A.J. GreenA. Green CIN,9,6,16,10.3,2.2,14.0,+4.0
11,,T.Y. HiltonT. Hilton IND,6,4,15,10.7,1.8,11.0,0.0
12,,Amari CooperA. Cooper DAL,8,8,19,11.3,2.4,12.0,0.0
13,,Adam ThielenA. Thielen MIN,12,9,20,13.2,2.0,9.0,-4.0
14,,Stefon DiggsS. Diggs MIN,12,7,18,13.5,1.6,13.0,-1.0
15,,Brandin CooksB. Cooks LAR,9,10,25,16.3,2.4,15.0,0.0
Tier 4,
16,,Robert WoodsR. Woods LAR,9,13,34,17.4,3.2,17.0,+1.0
17,,Kenny GolladayK. Golladay DET,5,13,58,18.4,4.1,16.0,-1.0
18,,Julian EdelmanJ. Edelman NE,10,10,45,18.9,4.2,18.0,0.0
19,,Cooper KuppC. Kupp LAR,9,14,43,20.1,3.1,19.0,0.0
20,,Alshon JefferyA. Jeffery PHI,10,15,32,22.8,2.8,30.0,+10.0
21,,Allen RobinsonA. Robinson CHI,6,16,36,23.0,4.6,29.0,+8.0
22,,Chris GodwinC. Godwin TB,7,16,51,23.7,5.1,22.0,0.0
23,,Jarvis LandryJ. Landry CLE,7,13,39,24.8,4.6,21.0,-2.0
24,,Sammy WatkinsS. Watkins KC,12,13,55,24.8,5.0,27.0,+3.0
25,,Tyler LockettT. Lockett SEA,11,15,49,25.2,4.9,26.0,+1.0
26,,D.J. MooreD. Moore CAR,7,18,52,25.3,3.2,23.0,-3.0
Tier 5,
27,,Calvin RidleyC. Ridley ATL,9,18,59,26.5,3.3,20.0,-7.0
28,,Corey DavisC. Davis TEN,11,17,41,27.7,5.7,31.0,+3.0
29,,Tyler BoydT. Boyd CIN,9,19,47,30.1,6.1,24.0,-5.0
30,,Mike WilliamsM. Williams LAC,12,24,57,31.0,3.7,28.0,-2.0
31,,Robby AndersonR. Anderson NYJ,4,19,51,31.3,4.8,34.0,+3.0
32,,Marvin JonesM. Jones DET,5,23,45,33.4,3.9,39.0,+7.0
33,,Golden TateG. Tate NYG,11,16,52,33.7,4.6,36.0,+3.0
34,,Will FullerW. Fuller HOU,10,24,62,35.2,3.7,32.0,-2.0
35,,Sterling ShepardS. Shepard NYG,11,27,46,36.1,3.9,38.0,+3.0
36,,Dante PettisD. Pettis SF,4,16,56,36.8,5.5,33.0,-3.0
Tier 6,
37,,Christian KirkC. Kirk ARI,12,25,77,39.2,5.4,37.0,0.0
38,,Courtland SuttonC. Sutton DEN,10,27,61,39.5,4.9,35.0,-3.0
39,,Larry FitzgeraldL. Fitzgerald ARI,12,12,62,40.9,8.9,44.0,+5.0
40,,Keke CouteeK. Coutee HOU,10,29,57,42.4,6.3,47.0,+7.0
41,,Dede WestbrookD. Westbrook JAC,10,22,56,42.8,5.5,45.0,+4.0
42,,Anthony MillerA. Miller CHI,6,33,79,47.4,9.3,48.0,+6.0
43,,Curtis SamuelC. Samuel CAR,7,30,59,45.2,5.3,51.0,+8.0
44,,Emmanuel SandersE. Sanders DEN,10,22,75,49.6,11.0,40.0,-4.0
45,,Michael GallupM. Gallup DAL,8,39,79,50.7,8.9,69.0,+24.0
46,,DeSean JacksonD. Jackson PHI,10,39,86,53.2,8.2,53.0,+7.0
47,,John BrownJ. Brown BUF,6,40,79,53.2,6.9,59.0,+12.0
48,,Geronimo AllisonG. Allison GB,11,24,85,50.5,12.5,50.0,+2.0
49,,Kenny StillsK. Stills MIA,5,20,85,55.4,8.6,66.0,+17.0
50,,James WashingtonJ. Washington PIT,7,29,72,52.8,9.7,43.0,-7.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 7,
51,,Devin FunchessD. Funchess IND,6,33,73,54.9,9.8,54.0,+3.0
52,,Robert FosterR. Foster BUF,6,27,90,56.6,13.2,71.0,+19.0
53,,Jamison CrowderJ. Crowder NYJ,4,33,73,54.1,7.5,67.0,+14.0
54,,Tyrell WilliamsT. Williams OAK,6,27,92,61.8,13.6,52.0,-2.0
55,,DaeSean HamiltonD. Hamilton DEN,10,35,99,55.1,11.5,62.0,+7.0
56,,Marquise GoodwinM. Goodwin SF,4,32,95,58.9,12.9,68.0,+12.0
57,,Adam HumphriesA. Humphries TEN,11,36,89,56.4,10.5,56.0,-1.0
58,,N'Keal HarryN. Harry NE,10,18,111,51.8,15.8,41.0,-17.0
59,,Mohamed SanuM. Sanu ATL,9,47,98,65.4,9.8,77.0,+18.0
60,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,46,87,62.3,9.1,58.0,-2.0
61,,Donte MoncriefD. Moncrief PIT,7,36,87,64.8,10.8,65.0,+4.0
62,,D.K. MetcalfD. Metcalf SEA,11,28,105,65.0,15.5,42.0,-20.0
63,,Quincy EnunwaQ. Enunwa NYJ,4,44,89,65.7,8.7,82.0,+19.0
64,,Devante ParkerD. Parker MIA,5,43,78,63.5,8.0,79.0,+15.0
65,,Parris CampbellP. Campbell IND,6,36,115,64.0,15.3,49.0,-16.0
66,,Marqise LeeM. Lee JAC,10,35,91,65.6,10.2,75.0,+9.0
67,,Mecole HardmanM. Hardman KC,12,26,91,60.4,14.1,46.0,-21.0
68,,Taylor GabrielT. Gabriel CHI,6,58,82,68.1,6.5,86.0,+18.0
Tier 8,
69,,Albert WilsonA. Wilson MIA,5,37,97,69.2,11.2,72.0,+3.0
70,,Tre'Quan SmithT. Smith NO,9,43,87,69.4,8.4,63.0,-7.0
71,,Zay JonesZ. Jones BUF,6,44,102,73.3,9.7,70.0,-1.0
