Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,,1,2,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,,1,3,2.2,0.4
3,,George KittleG. Kittle SF,,2,3,2.8,0.4
Tier 3,
4,,O.J. HowardO. Howard TB,,4,12,4.9,1.2
5,,Hunter HenryH. Henry LAC,,4,9,5.6,0.7
6,,Eric EbronE. Ebron IND,,4,10,5.7,1.4
7,,David NjokuD. Njoku CLE,,4,10,7.3,1.3
8,,Evan EngramE. Engram NYG,,5,10,7.9,1.1
Tier 4,
9,,Rob GronkowskiR. Gronkowski NE,,7,17,9.1,1.2
10,,Jared CookJ. Cook OAK,,6,18,11.6,2.4
11,,Delanie WalkerD. Walker TEN,,10,17,11.9,1.4
12,,Austin HooperA. Hooper ATL,,6,19,14.7,2.3
13,,Jack DoyleJ. Doyle IND,,9,17,12.2,1.9
14,,Trey BurtonT. Burton CHI,,8,19,13.2,2.0
15,,Greg OlsenG. Olsen CAR,,10,25,14.7,2.5
Tier 5,
16,,Chris Herndon IVC. Herndon NYJ,,10,18,15.3,1.7
17,,Jordan ReedJ. Reed WAS,,14,21,17.8,1.6
18,,Kyle RudolphK. Rudolph MIN,,11,22,18.7,1.6
19,,Jimmy GrahamJ. Graham GB,,14,26,19.4,1.8
20,,Vance McDonaldV. McDonald PIT,,13,23,20.1,1.5
21,,Jaylen SamuelsJ. Samuels PIT,,5,27,16.2,6.0
22,,Gerald EverettG. Everett LAR,,16,31,22.7,1.5
23,,Dallas GoedertD. Goedert PHI,,21,28,24.3,1.2
24,,Mike GesickiM. Gesicki MIA,,19,29,25.5,1.5
25,,Cameron BrateC. Brate TB,,20,41,25.9,2.9
26,,Ricky Seals-JonesR. Seals-Jones ARI,,19,45,27.9,2.8
Tier 6,
27,,Ian ThomasI. Thomas CAR,,16,35,29.2,2.4
28,,Mark AndrewsM. Andrews BAL,,16,34,25.7,4.4
29,,Tyler EifertT. Eifert CIN,,13,39,27.6,4.0
30,,Hayden HurstH. Hurst BAL,,24,39,27.7,2.0
31,,Jake ButtJ. Butt DEN,,26,37,31.3,3.0
32,,Nick VannettN. Vannett SEA,,30,46,32.9,3.0
33,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,28,36,32.6,1.1
34,,Charles ClayC. Clay BUF,,32,44,35.6,2.7
35,,Luke WillsonL. Willson DET,,33,74,38.7,6.0
Tier 7,
36,,Blake JarwinB. Jarwin DAL,,21,29,25.2,2.7
37,,Jonnu SmithJ. Smith TEN,,24,38,30.6,0.8
38,,Will DisslyW. Dissly SEA,,28,67,32.8,2.9
39,,Dan ArnoldD. Arnold NO,,31,61,35.2,3.1
40,,C.J. UzomahC. Uzomah CIN,,29,52,37.2,7.3
41,,Adam ShaheenA. Shaheen CHI,,33,47,37.8,2.5
42,,Jordan ThomasJ. Thomas HOU,,30,60,39.2,5.8
43,,Vernon DavisV. Davis WAS,,34,46,42.4,2.1
44,,Tyler HigbeeT. Higbee LAR,,32,55,44.4,9.3
45,,Jesse JamesJ. James PIT,,39,60,45.2,4.7
46,,Ryan GriffinR. Griffin HOU,,40,50,45.4,4.0
47,,Michael RobertsM. Roberts DET,,36,56,45.8,6.9
48,,Demetrius HarrisD. Harris KC,,34,55,46.6,7.1
49,,Jeff HeuermanJ. Heuerman DEN,,42,66,49.8,8.6
Tier 8,
50,,Ed DicksonE. Dickson SEA,,46,64,51.4,6.7
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Josh HillJ. Hill NO,,48,58,52.2,3.8
52,,Jordan AkinsJ. Akins HOU,,44,70,53.4,8.8
53,,Anthony FirkserA. Firkser TEN,,44,72,57.0,9.1
54,,Geoff SwaimG. Swaim DAL,,26,77,59.0,16.2
55,,Maxx WilliamsM. Williams BAL,,55,66,59.6,3.7
56,,Antonio GatesA. Gates LAC,,41,63,52.0,8.5
57,,Nick BoyleN. Boyle BAL,,51,71,61.8,7.8
58,,Tyler KroftT. Kroft CIN,,38,64,55.5,10.3
59,,Jason CroomJ. Croom BUF,,57,73,62.8,5.6
60,,Garrett CelekG. Celek SF,,51,68,57.0,6.5
61,,Virgil GreenV. Green LAC,,47,84,64.4,12.2
62,,Jordan LeggettJ. Leggett NYJ,,50,69,57.8,6.9
63,,Nick O'LearyN. O'Leary MIA,,57,75,65.0,7.1
64,,Jermaine GreshamJ. Gresham ARI,,40,84,65.6,19.7
65,,Rhett EllisonR. Ellison NYG,,43,79,59.5,12.9
66,,Erik SwoopeE. Swoope FA,,51,66,60.3,5.8
67,,Levine ToiloloL. Toilolo DET,,50,85,67.0,11.6
68,,Mo Alie-CoxM. Alie-Cox IND,,58,85,67.4,9.8
69,,Lee SmithL. Smith OAK,,42,76,62.8,12.6
Tier 9,
70,,James O'ShaughnessyJ. O'Shaughnessy JAC,,53,72,65.0,7.2
71,,Troy FumagalliT. Fumagalli DEN,,53,81,68.0,10.3
72,,Dalton SchultzD. Schultz DAL,,60,82,68.8,8.7
73,,A.J. DerbyA. Derby MIA,,67,71,69.0,1.6
74,,Benjamin WatsonB. Watson NO,,37,62,49.5,12.5
75,,Seth DeValveS. DeValve CLE,,54,76,64.0,9.1
76,,Jacob HollisterJ. Hollister NE,,52,79,64.7,11.1
77,,Robert TonyanR. Tonyan GB,,57,85,73.0,10.3
78,,Jeremy SprinkleJ. Sprinkle WAS,,55,78,69.7,10.4
79,,Rico GathersR. Gathers DAL,,62,89,78.8,11.4
80,,Luke StockerL. Stocker TEN,,41,98,78.5,22.1
81,,Dion SimsD. Sims CHI,,65,89,79.8,9.0
Tier 10,
82,,Lance KendricksL. Kendricks GB,,62,88,81.0,11.0
83,,MyCole PruittM. Pruitt TEN,,70,91,82.3,7.8
84,,Matt LengelM. Lengel CIN,,69,78,73.5,4.5
85,,Eric TomlinsonE. Tomlinson NYJ,,75,86,80.0,4.5
86,,Neal SterlingN. Sterling NYJ,,71,94,81.7,9.5
87,,Eric SaubertE. Saubert ATL,,73,80,76.5,3.5
88,,Brian ParkerB. Parker DEN,,74,82,78.0,4.0
89,,Tyler ConklinT. Conklin NE,,75,83,79.0,4.0
90,,Antony AuclairA. Auclair TB,,77,96,85.3,7.9
91,,Darren FellsD. Fells CLE,,90,91,90.3,0.5
