Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Patrick MahomesP. Mahomes KC,12,1,10,1.6,0.8,1.0,0.0
2,,Andrew LuckA. Luck IND,6,1,5,2.6,1.2,2.0,0.0
3,,Aaron RodgersA. Rodgers GB,11,1,7,3.0,0.9,3.0,0.0
4,,Deshaun WatsonD. Watson HOU,10,1,8,3.6,1.3,4.0,0.0
Tier 2,
5,,Baker MayfieldB. Mayfield CLE,7,2,19,6.1,2.2,5.0,0.0
6,,Russell WilsonR. Wilson SEA,11,1,18,6.9,2.4,6.0,0.0
7,,Matt RyanM. Ryan ATL,9,4,14,7.6,1.9,7.0,0.0
8,,Drew BreesD. Brees NO,9,4,24,8.5,2.5,8.0,0.0
9,,Cam NewtonC. Newton CAR,7,2,20,9.6,3.0,9.0,0.0
Tier 3,
10,,Jameis WinstonJ. Winston TB,7,3,21,11.8,3.5,15.0,+5.0
11,,Carson WentzC. Wentz PHI,10,6,20,11.8,3.0,11.0,0.0
12,,Jared GoffJ. Goff LAR,9,7,20,12.2,2.3,10.0,-2.0
13,,Ben RoethlisbergerB. Roethlisberger PIT,7,5,22,13.5,3.2,13.0,0.0
14,,Philip RiversP. Rivers LAC,12,8,21,14.8,2.8,16.0,+2.0
15,,Dak PrescottD. Prescott DAL,8,9,23,15.6,3.1,21.0,+6.0
16,,Kyler MurrayK. Murray ARI,12,5,26,15.3,5.0,18.0,+2.0
Tier 4,
17,,Mitch TrubiskyM. Trubisky CHI,6,8,25,17.0,3.0,19.0,+2.0
18,,Lamar JacksonL. Jackson BAL,8,4,27,17.5,3.8,17.0,-1.0
19,,Josh AllenJ. Allen BUF,6,10,25,18.3,3.9,22.0,+3.0
20,,Tom BradyT. Brady NE,10,9,23,18.8,2.6,14.0,-6.0
21,,Jimmy GaroppoloJ. Garoppolo SF,4,12,26,19.3,3.0,20.0,-1.0
22,,Kirk CousinsK. Cousins MIN,12,12,24,19.7,2.7,12.0,-10.0
23,,Sam DarnoldS. Darnold NYJ,4,19,32,23.3,1.8,25.0,+2.0
24,,Derek CarrD. Carr OAK,6,15,29,23.8,2.3,24.0,0.0
25,,Matthew StaffordM. Stafford DET,5,19,28,24.5,1.9,23.0,-2.0
26,,Andy DaltonA. Dalton CIN,9,19,30,25.7,2.1,32.0,+6.0
27,,Marcus MariotaM. Mariota TEN,11,24,31,27.0,1.3,29.0,+2.0
28,,Nick FolesN. Foles JAC,10,23,31,27.8,1.7,27.0,-1.0
29,,Joe FlaccoJ. Flacco DEN,10,26,34,29.9,1.4,35.0,+6.0
30,,Josh RosenJ. Rosen MIA,5,18,34,30.0,1.8,31.0,+1.0
Tier 5,
31,,Eli ManningE. Manning NYG,11,26,34,30.3,1.3,33.0,+2.0
32,,Dwayne HaskinsD. Haskins WAS,10,25,66,32.2,6.1,30.0,-2.0
33,,Case KeenumC. Keenum WAS,10,29,42,33.0,1.9,34.0,+1.0
34,,Ryan FitzpatrickR. Fitzpatrick MIA,5,22,43,33.6,2.5,26.0,-8.0
35,,Ryan TannehillR. Tannehill TEN,11,32,45,35.2,2.4,37.0,+2.0
Tier 6,
36,,Blake BortlesB. Bortles LAR,9,33,51,37.3,4.2,28.0,-8.0
37,,Daniel JonesD. Jones NYG,11,28,42,36.5,2.3,38.0,+1.0
38,,Teddy BridgewaterT. Bridgewater NO,9,34,43,38.7,2.3,,
39,,Nick MullensN. Mullens SF,4,35,48,40.6,3.4,,
40,,Jacoby BrissettJ. Brissett IND,6,34,57,41.4,6.4,,
41,,Taysom HillT. Hill NO,9,34,72,41.5,11.7,,
42,,Drew LockD. Lock DEN,10,29,69,42.6,10.5,36.0,-6.0
43,,Tyrod TaylorT. Taylor LAC,12,36,52,39.7,5.1,,
44,,Will GrierW. Grier CAR,7,36,48,41.5,4.7,,
45,,DeShone KizerD. Kizer GB,11,36,50,43.4,4.7,,
46,,Colt McCoyC. McCoy WAS,10,39,64,47.0,8.7,,
47,,AJ McCarronA. McCarron HOU,10,33,54,47.6,7.8,,
48,,Robert GriffinR. Griffin BAL,8,38,53,46.0,5.6,,
49,,Matt BarkleyM. Barkley BUF,6,40,53,47.0,4.6,,
50,,Nate SudfeldN. Sudfeld PHI,10,35,54,43.7,7.8,,
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 7,
51,,Blaine GabbertB. Gabbert TB,7,43,49,46.0,2.4,,
52,,Brett HundleyB. Hundley ARI,12,38,68,49.7,13.1,,
53,,C.J. BeathardC. Beathard SF,4,39,62,51.7,9.5,40.0,-13.0
54,,Chad HenneC. Henne KC,12,40,46,43.0,3.0,,
55,,Josh JohnsonJ. Johnson FA,,43,44,43.5,0.5,,
56,,Joshua DobbsJ. Dobbs PIT,7,50,66,57.8,6.9,,
57,,Ryan GriffinR. Griffin TB,7,40,50,45.0,5.0,,
58,,Kyle LaulettaK. Lauletta NYG,11,40,74,55.0,14.2,,
59,,Drew StantonD. Stanton CLE,7,49,51,50.0,1.0,,
60,,Mike GlennonM. Glennon OAK,6,50,67,57.7,7.0,,
61,,Cody KesslerC. Kessler PHI,10,51,52,51.5,0.5,,
62,,Ryan FinleyR. Finley CIN,9,42,62,52.0,10.0,,
63,,Matt SchaubM. Schaub ATL,9,47,57,52.0,5.0,,
64,,Tom SavageT. Savage DET,5,55,65,59.3,4.2,,
65,,Jeff DriskelJ. Driskel CIN,9,55,71,61.7,6.8,,
66,,Taylor HeinickeT. Heinicke CAR,7,58,78,65.3,9.0,,
67,,Gardner MinshewG. Minshew JAC,10,56,65,60.5,4.5,,
Tier 8,
68,,Kyle AllenK. Allen CAR,7,61,61,61.0,0.0,,
69,,Davis WebbD. Webb NYJ,4,62,75,67.0,5.7,,
70,,Tyree JacksonT. Jackson BUF,6,60,80,70.0,10.0,,
71,,Jarrett StidhamJ. Stidham NE,10,70,70,70.0,0.0,,
