Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,7,1.3,0.9,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,1,19,3.5,2.4,3.0,+1.0
3,,Los Angeles (LAR)LAR DST,9,1,10,3.7,1.5,2.0,-1.0
Tier 2,
4,,Baltimore (BAL)BAL DST,8,1,20,5.8,3.6,4.0,0.0
5,,Minnesota (MIN)MIN DST,12,2,15,6.0,2.4,5.0,0.0
6,,Los Angeles (LAC)LAC DST,12,1,31,6.2,3.7,6.0,0.0
7,,Cleveland (CLE)CLE DST,7,2,18,8.3,3.1,9.0,+2.0
Tier 3,
8,,Houston (HOU)HOU DST,10,4,23,9.4,3.4,7.0,-1.0
9,,New Orleans (NO)NO DST,9,2,18,9.7,2.9,11.0,+2.0
10,,New England (NE)NE DST,10,1,17,10.1,3.3,8.0,-2.0
11,,Denver (DEN)DEN DST,10,4,22,10.8,3.2,10.0,-1.0
12,,Buffalo (BUF)BUF DST,6,3,26,12.0,3.9,13.0,+1.0
13,,Dallas (DAL)DAL DST,8,4,23,12.7,4.0,12.0,-1.0
14,,Philadelphia (PHI)PHI DST,10,1,23,13.1,4.1,15.0,+1.0
Tier 4,
15,,Seattle (SEA)SEA DST,11,6,24,15.6,3.6,16.0,+1.0
16,,Pittsburgh (PIT)PIT DST,7,2,24,15.9,3.4,14.0,-2.0
17,,Kansas City (KC)KC DST,12,2,30,17.8,4.5,17.0,0.0
18,,Indianapolis (IND)IND DST,6,3,26,17.5,3.4,20.0,+2.0
19,,Tennessee (TEN)TEN DST,11,9,28,17.6,2.9,18.0,-1.0
20,,Carolina (CAR)CAR DST,7,5,26,19.6,2.7,23.0,+3.0
21,,Atlanta (ATL)ATL DST,9,6,26,20.6,3.6,22.0,+1.0
22,,Green Bay (GB)GB DST,11,9,32,20.8,3.6,19.0,-3.0
Tier 5,
23,,New York (NYJ)NYJ DST,4,10,32,22.9,3.9,24.0,+1.0
24,,Washington (WAS)WAS DST,10,1,32,23.3,4.2,26.0,+2.0
25,,Arizona (ARI)ARI DST,12,1,31,24.7,2.8,29.0,+4.0
26,,Detroit (DET)DET DST,5,13,29,24.5,2.5,25.0,-1.0
27,,San Francisco (SF)SF DST,4,13,31,26.3,3.3,21.0,-6.0
28,,New York (NYG)NYG DST,11,11,32,27.3,2.5,27.0,-1.0
29,,Miami (MIA)MIA DST,5,12,32,28.9,1.8,30.0,+1.0
30,,Tampa Bay (TB)TB DST,7,2,32,29.3,1.9,31.0,+1.0
31,,Cincinnati (CIN)CIN DST,9,24,32,29.8,1.7,32.0,+1.0
32,,Oakland (OAK)OAK DST,6,23,33,31.2,1.6,28.0,-4.0
