Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.2,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,10,1,5,2.5,0.6,2.0,0.0
3,,George KittleG. Kittle SF,4,2,12,2.8,0.5,3.0,0.0
Tier 3,
4,,O.J. HowardO. Howard TB,7,2,15,5.1,1.3,5.0,+1.0
5,,Hunter HenryH. Henry LAC,12,2,11,5.5,1.4,7.0,+2.0
6,,Evan EngramE. Engram NYG,11,4,11,6.2,1.5,6.0,0.0
7,,Eric EbronE. Ebron IND,6,2,17,7.7,1.7,4.0,-3.0
8,,Jared CookJ. Cook NO,9,3,16,8.2,2.7,8.0,0.0
9,,David NjokuD. Njoku CLE,7,2,14,8.4,1.7,9.0,0.0
Tier 4,
10,,Delanie WalkerD. Walker TEN,11,6,29,12.1,2.8,16.0,+6.0
11,,Austin HooperA. Hooper ATL,9,6,23,13.0,3.2,10.0,-1.0
12,,Trey BurtonT. Burton CHI,6,7,21,13.8,3.0,12.0,0.0
13,,Vance McDonaldV. McDonald PIT,7,6,24,15.1,4.5,11.0,-2.0
14,,Chris Herndon IVC. Herndon NYJ,4,9,20,13.5,3.2,13.0,-1.0
15,,Jordan ReedJ. Reed WAS,10,8,27,15.9,3.5,19.0,+4.0
16,,Jack DoyleJ. Doyle IND,6,8,23,14.8,3.6,18.0,+2.0
17,,Greg OlsenG. Olsen CAR,7,4,26,16.8,3.6,20.0,+3.0
18,,Kyle RudolphK. Rudolph MIN,12,9,31,18.2,3.2,14.0,-4.0
Tier 5,
19,,Jimmy GrahamJ. Graham GB,11,7,33,19.4,3.8,23.0,+4.0
20,,Mike GesickiM. Gesicki MIA,5,16,30,23.2,3.1,29.0,+9.0
21,,Dallas GoedertD. Goedert PHI,10,15,30,23.3,3.3,21.0,0.0
22,,Gerald EverettG. Everett LAR,9,14,37,24.7,3.9,30.0,+8.0
23,,Mark AndrewsM. Andrews BAL,8,15,35,24.9,4.5,26.0,+3.0
24,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,10,12,41,25.0,6.0,22.0,-2.0
25,,Tyler EifertT. Eifert CIN,9,13,34,26.9,4.0,24.0,-1.0
26,,Noah FantN. Fant DEN,10,13,36,22.2,5.8,17.0,-9.0
27,,T.J. HockensonT. Hockenson DET,5,10,62,22.3,9.4,15.0,-12.0
Tier 6,
28,,Hayden HurstH. Hurst BAL,8,20,41,28.4,3.9,33.0,+5.0
29,,Cameron BrateC. Brate TB,7,23,40,27.7,3.6,34.0,+5.0
30,,Ian ThomasI. Thomas CAR,7,23,40,29.6,3.5,25.0,-5.0
31,,Ricky Seals-JonesR. Seals-Jones ARI,12,18,35,29.7,3.0,39.0,+8.0
32,,Nick VannettN. Vannett SEA,11,29,46,34.2,4.0,48.0,+16.0
33,,Jason WittenJ. Witten DAL,8,18,45,32.8,7.0,28.0,-5.0
34,,Charles ClayC. Clay ARI,12,19,48,34.5,4.5,51.0,+17.0
35,,Jake ButtJ. Butt DEN,10,28,45,33.7,3.9,63.0,+28.0
Tier 7,
36,,Jonnu SmithJ. Smith TEN,11,25,40,34.9,3.2,35.0,-1.0
37,,Luke WillsonL. Willson OAK,6,26,42,36.3,2.5,,
38,,Irv Smith Jr.I. Smith MIN,12,24,42,37.0,4.4,27.0,-11.0
39,,Will DisslyW. Dissly SEA,11,23,48,35.6,6.9,38.0,-1.0
40,,Jesse JamesJ. James DET,5,21,52,39.6,6.5,32.0,-8.0
41,,C.J. UzomahC. Uzomah CIN,9,20,51,37.5,7.8,37.0,-4.0
42,,Blake JarwinB. Jarwin DAL,8,26,45,38.3,4.5,40.0,-2.0
43,,Jace SternbergerJ. Sternberger GB,11,21,64,38.8,10.0,31.0,-12.0
44,,Tyler HigbeeT. Higbee LAR,9,29,53,43.9,3.9,66.0,+22.0
45,,Adam ShaheenA. Shaheen CHI,6,24,56,41.0,5.7,45.0,0.0
46,,Jordan ThomasJ. Thomas HOU,10,28,58,44.6,5.1,50.0,+4.0
47,,Jaylen SamuelsJ. Samuels PIT,7,11,37,23.6,9.2,,
48,,Geoff SwaimG. Swaim JAC,10,31,47,40.7,5.4,60.0,+12.0
Tier 8,
49,,Vernon DavisV. Davis WAS,10,43,60,49.4,4.8,57.0,+8.0
50,,Rob GronkowskiR. Gronkowski FA,,9,15,11.3,2.6,36.0,-14.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Ryan GriffinR. Griffin HOU,10,30,51,47.3,3.1,,
52,,Tyler KroftT. Kroft BUF,6,29,52,46.0,4.2,44.0,-8.0
53,,Josh HillJ. Hill NO,9,37,60,49.9,4.3,65.0,+12.0
54,,Kahale WarringK. Warring HOU,10,36,45,41.0,3.7,46.0,-8.0
55,,Dawson KnoxD. Knox BUF,6,33,49,42.5,6.5,42.0,-13.0
56,,Jason CroomJ. Croom BUF,6,50,71,56.2,7.5,62.0,+6.0
57,,Ed DicksonE. Dickson SEA,11,27,61,47.7,14.8,,
58,,Foster MoreauF. Moreau OAK,6,26,66,48.7,16.8,55.0,-3.0
59,,Josh OliverJ. Oliver JAC,10,24,63,43.5,19.5,41.0,-18.0
60,,Jeff HeuermanJ. Heuerman DEN,10,39,50,44.5,5.5,47.0,-13.0
61,,Dan ArnoldD. Arnold NO,9,49,59,54.3,4.1,52.0,-9.0
62,,Demetrius HarrisD. Harris CLE,7,46,50,48.0,2.0,61.0,-1.0
Tier 9,
63,,Jordan AkinsJ. Akins HOU,10,46,74,60.0,14.0,71.0,+8.0
64,,Anthony FirkserA. Firkser TEN,11,51,73,62.0,11.0,,
65,,Virgil GreenV. Green LAC,12,58,67,62.5,4.5,,
66,,Michael RobertsM. Roberts DET,5,61,65,63.0,2.0,56.0,-10.0
67,,Jordan LeggettJ. Leggett NYJ,4,56,72,64.0,8.0,,
68,,Jeremy SprinkleJ. Sprinkle WAS,10,57,71,64.0,7.0,,
69,,Garrett CelekG. Celek SF,4,57,76,66.5,9.5,,
70,,Mo Alie-CoxM. Alie-Cox IND,6,67,69,68.0,1.0,,
71,,Nick O'LearyN. O'Leary MIA,5,64,78,71.0,7.0,,
