Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,4,1.6,0.7,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,RB2,8,1,28,2.2,1.4,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,RB3,7,1,8,3.2,1.0,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,6,3.7,1.1,4.0,0.0
5,,DeAndre HopkinsD. Hopkins HOU,WR1,10,5,16,6.1,1.8,5.0,0.0
6,,Davante AdamsD. Adams GB,WR2,11,5,16,7.6,2.5,7.0,+1.0
7,,Melvin GordonM. Gordon LAC,RB5,12,2,19,8.1,2.9,6.0,-1.0
8,,David JohnsonD. Johnson ARI,RB6,12,3,33,9.5,4.7,8.0,0.0
9,,Julio JonesJ. Jones ATL,WR3,9,5,29,10.1,3.8,11.0,+2.0
10,,Michael ThomasM. Thomas NO,WR4,9,7,28,11.1,3.4,10.0,0.0
11,,Travis KelceT. Kelce KC,TE1,12,12,16,12.2,0.7,17.0,+6.0
12,,Odell Beckham Jr.O. Beckham CLE,WR5,7,5,30,12.9,4.7,12.0,0.0
13,,Le'Veon BellL. Bell NYJ,RB7,4,4,40,14.1,5.5,9.0,-4.0
14,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,5,30,15.3,4.8,16.0,+2.0
15,,James ConnerJ. Conner PIT,RB8,7,6,40,16.1,5.2,13.0,-2.0
16,,Joe MixonJ. Mixon CIN,RB9,9,8,51,16.6,6.1,14.0,-2.0
Tier 2,
17,,George KittleG. Kittle SF,TE2,4,15,53,19.3,3.7,28.0,+11.0
18,,Todd GurleyT. Gurley LAR,RB10,9,1,59,19.5,10.1,15.0,-3.0
19,,Dalvin CookD. Cook MIN,RB11,12,11,46,20.1,7.0,19.0,0.0
20,,Antonio BrownA. Brown OAK,WR7,6,10,29,20.3,3.9,18.0,-2.0
21,,Nick ChubbN. Chubb CLE,RB12,7,11,52,22.3,8.1,21.0,0.0
22,,Zach ErtzZ. Ertz PHI,TE3,10,15,63,22.4,11.3,22.0,0.0
23,,Mike EvansM. Evans TB,WR8,7,13,34,23.5,4.1,20.0,-3.0
24,,Keenan AllenK. Allen LAC,WR9,12,16,33,27.3,2.9,24.0,0.0
25,,T.Y. HiltonT. Hilton IND,WR10,6,10,39,28.3,3.4,26.0,+1.0
26,,A.J. GreenA. Green CIN,WR11,9,20,58,28.8,3.4,33.0,+7.0
27,,Amari CooperA. Cooper DAL,WR12,8,20,41,29.6,3.4,29.0,+2.0
28,,Leonard FournetteL. Fournette JAC,RB13,10,5,52,30.9,9.5,27.0,-1.0
29,,Adam ThielenA. Thielen MIN,WR13,12,20,39,31.1,3.0,25.0,-4.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,25,40,32.0,2.5,31.0,+1.0
31,,Damien WilliamsD. Williams KC,RB14,12,8,163,33.4,17.7,30.0,-1.0
32,,Patrick MahomesP. Mahomes KC,QB1,12,24,87,35.0,14.0,23.0,-9.0
33,,Brandin CooksB. Cooks LAR,WR15,9,29,55,35.6,2.5,40.0,+7.0
34,,Robert WoodsR. Woods LAR,WR16,9,25,49,36.0,3.1,41.0,+7.0
35,,Marlon MackM. Mack IND,RB15,6,14,84,36.0,11.1,36.0,+1.0
36,,Julian EdelmanJ. Edelman NE,WR17,10,20,58,36.3,5.4,39.0,+3.0
37,,Aaron JonesA. Jones GB,RB16,11,6,71,36.4,11.7,35.0,-2.0
Tier 4,
38,,Kenny GolladayK. Golladay DET,WR18,5,28,90,38.4,5.5,42.0,+4.0
39,,Devonta FreemanD. Freeman ATL,RB17,9,11,71,41.8,11.0,32.0,-7.0
40,,Cooper KuppC. Kupp LAR,WR19,9,34,86,42.0,6.7,46.0,+6.0
41,,Chris GodwinC. Godwin TB,WR20,7,28,96,44.9,10.5,51.0,+10.0
42,,Kerryon JohnsonK. Johnson DET,RB18,5,6,112,46.6,11.8,37.0,-5.0
43,,Alshon JefferyA. Jeffery PHI,WR21,10,33,73,46.6,8.3,68.0,+25.0
44,,Tyler LockettT. Lockett SEA,WR22,11,32,80,47.0,9.5,53.0,+9.0
45,,Andrew LuckA. Luck IND,QB2,6,24,70,47.6,10.7,45.0,0.0
Tier 5,
46,,Derrick HenryD. Henry TEN,RB19,11,27,98,49.6,10.4,38.0,-8.0
47,,Deshaun WatsonD. Watson HOU,QB3,10,24,68,49.7,9.9,50.0,+3.0
48,,Aaron RodgersA. Rodgers GB,QB4,11,24,77,50.6,7.6,52.0,+4.0
49,,D.J. MooreD. Moore CAR,WR23,7,36,90,50.7,8.8,61.0,+12.0
50,,Allen RobinsonA. Robinson CHI,WR24,6,35,101,51.3,12.6,72.0,+22.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Sammy WatkinsS. Watkins KC,WR25,12,16,101,52.3,12.8,58.0,+7.0
52,,Calvin RidleyC. Ridley ATL,WR26,9,37,79,54.9,8.8,55.0,+3.0
53,,Phillip LindsayP. Lindsay DEN,RB20,10,21,89,55.2,11.7,44.0,-9.0
54,,O.J. HowardO. Howard TB,TE4,7,15,136,57.2,11.0,60.0,+6.0
55,,Jarvis LandryJ. Landry CLE,WR27,7,32,113,57.6,13.5,63.0,+8.0
56,,Kenyan DrakeK. Drake MIA,RB21,5,18,143,58.2,18.8,54.0,-2.0
57,,Josh JacobsJ. Jacobs OAK,RB22,6,17,243,58.3,36.5,34.0,-23.0
58,,Sony MichelS. Michel NE,RB23,10,19,112,60.3,14.2,43.0,-15.0
59,,Tyler BoydT. Boyd CIN,WR28,9,35,102,61.1,12.1,64.0,+5.0
60,,Tarik CohenT. Cohen CHI,RB24,6,34,123,62.0,12.5,59.0,-1.0
61,,Mark IngramM. Ingram BAL,RB25,8,21,119,63.9,12.9,47.0,-14.0
62,,Hunter HenryH. Henry LAC,TE5,12,15,106,63.9,10.4,66.0,+4.0
63,,Chris CarsonC. Carson SEA,RB26,11,27,119,64.4,15.6,57.0,-6.0
64,,James WhiteJ. White NE,RB27,10,23,123,64.6,15.9,56.0,-8.0
65,,Robby AndersonR. Anderson NYJ,WR29,4,38,111,66.0,12.9,76.0,+11.0
66,,Corey DavisC. Davis TEN,WR30,11,36,109,66.6,13.4,83.0,+17.0
67,,Mike WilliamsM. Williams LAC,WR31,12,37,90,66.7,10.0,67.0,0.0
68,,Baker MayfieldB. Mayfield CLE,QB5,7,24,131,66.7,15.5,69.0,+1.0
69,,Evan EngramE. Engram NYG,TE6,11,22,108,69.0,12.2,62.0,-7.0
Tier 6,
70,,David MontgomeryD. Montgomery CHI,RB28,6,17,272,75.5,44.2,49.0,-21.0
71,,Marvin JonesM. Jones DET,WR32,5,52,111,76.5,9.2,93.0,+22.0
72,,Matt RyanM. Ryan ATL,QB6,9,50,120,76.6,16.4,71.0,-1.0
73,,Lamar MillerL. Miller HOU,RB29,10,55,161,76.6,11.4,74.0,+1.0
74,,Russell WilsonR. Wilson SEA,QB7,11,24,169,77.5,20.3,82.0,+8.0
75,,Will FullerW. Fuller HOU,WR33,10,41,169,77.8,10.8,80.0,+5.0
76,,Dante PettisD. Pettis SF,WR34,4,55,184,79.7,14.5,81.0,+5.0
77,,Sterling ShepardS. Shepard NYG,WR35,11,48,148,81.1,13.7,86.0,+9.0
78,,Eric EbronE. Ebron IND,TE7,6,53,153,82.1,15.6,75.0,-3.0
79,,Golden TateG. Tate NYG,WR36,11,41,141,82.7,15.6,99.0,+20.0
80,,Derrius GuiceD. Guice WAS,RB30,10,19,143,82.9,15.9,65.0,-15.0
81,,Christian KirkC. Kirk ARI,WR37,12,56,175,83.6,12.5,88.0,+7.0
82,,Jared CookJ. Cook NO,TE8,9,22,142,83.7,18.3,77.0,-5.0
83,,Tevin ColemanT. Coleman SF,RB31,4,59,132,85.7,11.5,70.0,-13.0
84,,Cam NewtonC. Newton CAR,QB8,7,47,154,85.9,18.7,91.0,+7.0
85,,Drew BreesD. Brees NO,QB9,9,54,162,88.5,20.2,89.0,+4.0
86,,David NjokuD. Njoku CLE,TE9,7,15,139,89.0,15.8,85.0,-1.0
87,,Courtland SuttonC. Sutton DEN,WR38,10,48,137,91.7,12.3,102.0,+15.0
88,,Dede WestbrookD. Westbrook JAC,WR39,10,36,190,92.0,18.8,105.0,+17.0
89,,Carson WentzC. Wentz PHI,QB10,10,50,157,92.5,19.0,87.0,-2.0
90,,Rashaad PennyR. Penny SEA,RB32,11,52,143,93.6,14.3,79.0,-11.0
91,,Latavius MurrayL. Murray NO,RB33,9,35,156,95.4,18.4,92.0,+1.0
92,,Keke CouteeK. Coutee HOU,WR40,10,64,196,95.9,19.7,112.0,+20.0
93,,Larry FitzgeraldL. Fitzgerald ARI,WR41,12,48,215,97.0,24.0,97.0,+4.0
94,,Jameis WinstonJ. Winston TB,QB11,7,47,125,97.8,14.1,117.0,+23.0
95,,Curtis SamuelC. Samuel CAR,WR42,7,45,197,98.0,15.4,119.0,+24.0
96,,LeSean McCoyL. McCoy BUF,RB34,6,66,144,99.6,15.7,96.0,0.0
Tier 7,
97,,Jerick McKinnonJ. McKinnon SF,RB35,4,57,190,102.4,23.5,107.0,+10.0
98,,Jared GoffJ. Goff LAR,QB12,9,68,155,102.7,15.5,103.0,+5.0
99,,Vance McDonaldV. McDonald PIT,TE10,7,64,161,107.4,21.7,95.0,-4.0
100,,Anthony MillerA. Miller CHI,WR43,6,78,220,110.6,25.2,147.0,+47.0
101,,Jordan HowardJ. Howard PHI,RB36,10,66,193,111.4,21.1,84.0,-17.0
102,,Royce FreemanR. Freeman DEN,RB37,10,61,149,111.5,12.8,101.0,-1.0
103,,Geronimo AllisonG. Allison GB,WR44,11,55,189,112.7,23.7,116.0,+13.0
104,,Austin HooperA. Hooper ATL,TE11,9,63,159,113.0,20.1,110.0,+6.0
105,,Dak PrescottD. Prescott DAL,QB13,8,68,156,113.6,15.8,113.0,+8.0
106,,Ben RoethlisbergerB. Roethlisberger PIT,QB14,7,91,161,114.6,15.9,106.0,0.0
107,,Ronald Jones IIR. Jones TB,RB38,7,59,235,115.0,25.7,98.0,-9.0
108,,Delanie WalkerD. Walker TEN,TE12,11,69,246,115.9,27.8,126.0,+18.0
109,,Dion LewisD. Lewis TEN,RB39,11,66,182,117.5,24.3,132.0,+23.0
110,,Philip RiversP. Rivers LAC,QB15,12,68,168,117.6,16.3,121.0,+11.0
111,,Trey BurtonT. Burton CHI,TE13,6,63,178,119.8,17.2,141.0,+30.0
112,,Nyheim HinesN. Hines IND,RB40,6,60,245,120.1,26.4,120.0,+8.0
113,,Kyler MurrayK. Murray ARI,QB16,12,56,202,120.7,33.8,104.0,-9.0
