Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,1,1.0,0.0,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,2,6,2.5,0.5,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,5,2.7,0.7,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,3,9,4.3,0.9,4.0,0.0
Tier 2,
5,,Wil LutzW. Lutz NO,9,3,7,4.7,0.7,5.0,0.0
6,,Mason CrosbyM. Crosby GB,11,6,25,8.2,1.7,10.0,+4.0
7,,Ka'imi FairbairnK. Fairbairn HOU,10,5,26,8.7,3.5,6.0,-1.0
8,,Jake ElliottJ. Elliott PHI,10,6,16,9.7,2.5,9.0,+1.0
Tier 3,
9,,Michael BadgleyM. Badgley LAC,12,7,19,10.5,2.8,11.0,+2.0
10,,Brett MaherB. Maher DAL,8,8,17,10.5,1.7,13.0,+3.0
11,,Matt PraterM. Prater DET,5,7,19,10.7,1.5,12.0,+1.0
12,,Adam VinatieriA. Vinatieri IND,6,8,17,12.0,1.6,8.0,-4.0
13,,Robbie GouldR. Gould SF,4,9,27,12.8,2.4,7.0,-6.0
14,,Graham GanoG. Gano CAR,7,12,22,15.2,2.5,22.0,+8.0
Tier 4,
15,,Giorgio TavecchioG. Tavecchio ATL,9,5,23,17.5,5.0,14.0,-1.0
16,,Aldrick RosasA. Rosas NYG,11,15,29,17.5,1.9,16.0,0.0
17,,Jason MyersJ. Myers SEA,11,13,23,17.8,2.8,15.0,-2.0
18,,Chris BoswellC. Boswell PIT,7,5,25,18.0,5.2,19.0,+1.0
19,,Dan BaileyD. Bailey MIN,12,16,28,19.0,2.9,17.0,-2.0
20,,Ryan SuccopR. Succop TEN,11,11,24,20.0,2.6,18.0,-2.0
21,,Brandon McManusB. McManus DEN,10,14,27,20.7,0.7,20.0,-1.0
22,,Josh LamboJ. Lambo JAC,10,10,29,22.7,2.1,31.0,+9.0
23,,Steven HauschkaS. Hauschka BUF,6,4,28,22.8,3.2,27.0,+4.0
24,,Greg JosephG. Joseph CLE,7,14,30,23.0,4.5,23.0,-1.0
25,,Daniel CarlsonD. Carlson OAK,6,13,31,23.7,5.0,37.0,+12.0
26,,Cairo SantosC. Santos TB,7,18,27,24.2,2.7,43.0,+17.0
Tier 5,
27,,Dustin HopkinsD. Hopkins WAS,10,14,34,27.0,4.2,29.0,+2.0
28,,Chandler CatanzaroC. Catanzaro NYJ,4,24,30,27.7,1.5,24.0,-4.0
29,,Matt BryantM. Bryant FA,,16,23,19.5,3.5,25.0,-4.0
30,,Jason SandersJ. Sanders MIA,5,19,32,29.0,5.0,39.0,+9.0
31,,Randy BullockR. Bullock CIN,9,6,33,29.6,1.9,28.0,-3.0
32,,Eddy PineiroE. Pineiro CHI,6,28,32,30.8,1.5,26.0,-6.0
33,,Cody ParkeyC. Parkey FA,,21,36,29.7,6.3,33.0,0.0
34,,Zane GonzalezZ. Gonzalez ARI,12,18,35,31.4,2.0,36.0,+2.0
35,,Matt GayM. Gay TB,7,26,33,29.5,3.5,30.0,-5.0
