Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0,1.0,0.0
2,,George KittleG. Kittle SF,4,2,5,2.6,0.5,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,4,2.6,0.7,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,2,17,4.6,1.0,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,10,5.4,1.3,6.0,+1.0
6,,Evan EngramE. Engram NYG,11,3,12,6.3,1.9,5.0,-1.0
7,,Jared CookJ. Cook NO,9,4,19,8.2,2.2,8.0,+1.0
8,,Eric EbronE. Ebron IND,6,3,20,8.3,2.1,7.0,-1.0
9,,David NjokuD. Njoku CLE,7,2,18,9.0,2.3,9.0,0.0
Tier 3,
10,,Vance McDonaldV. McDonald PIT,7,6,25,11.4,3.1,10.0,0.0
11,,Austin HooperA. Hooper ATL,9,5,22,12.0,3.1,11.0,0.0
12,,Delanie WalkerD. Walker TEN,11,6,31,12.9,3.6,12.0,0.0
13,,Trey BurtonT. Burton CHI,6,5,20,13.4,2.6,15.0,+2.0
14,,Jack DoyleJ. Doyle IND,6,6,33,14.5,3.8,20.0,+6.0
15,,Chris Herndon IVC. Herndon NYJ,4,6,23,15.1,3.0,16.0,+1.0
16,,Jordan ReedJ. Reed WAS,10,8,27,16.6,3.0,21.0,+5.0
Tier 4,
17,,Greg OlsenG. Olsen CAR,7,10,36,18.1,3.5,17.0,0.0
18,,Kyle RudolphK. Rudolph MIN,12,11,26,18.3,2.9,14.0,-4.0
19,,Jimmy GrahamJ. Graham GB,11,11,31,18.5,3.7,18.0,-1.0
20,,Dallas GoedertD. Goedert PHI,10,12,34,21.7,3.6,22.0,+2.0
21,,Mark AndrewsM. Andrews BAL,8,12,38,22.0,4.7,23.0,+2.0
22,,T.J. HockensonT. Hockenson DET,5,9,63,21.6,7.5,13.0,-9.0
23,,Mike GesickiM. Gesicki MIA,5,13,42,23.7,4.4,26.0,+3.0
24,,Noah FantN. Fant DEN,10,8,39,22.6,5.4,19.0,-5.0
25,,Gerald EverettG. Everett LAR,9,16,37,25.6,3.3,32.0,+7.0
26,,Tyler EifertT. Eifert CIN,9,15,37,26.4,4.3,24.0,-2.0
27,,Cameron BrateC. Brate TB,7,22,44,29.3,4.3,36.0,+9.0
Tier 5,
28,,Hayden HurstH. Hurst BAL,8,22,42,30.3,3.9,35.0,+7.0
29,,Ricky Seals-JonesR. Seals-Jones ARI,12,14,68,31.3,6.6,38.0,+9.0
30,,Ian ThomasI. Thomas CAR,7,23,50,31.2,4.8,30.0,0.0
31,,Jason WittenJ. Witten DAL,8,9,44,29.9,6.0,25.0,-6.0
32,,Nick VannettN. Vannett SEA,11,25,61,35.0,6.6,54.0,+22.0
33,,Charles ClayC. Clay ARI,12,31,65,36.8,6.3,50.0,+17.0
34,,Jonnu SmithJ. Smith TEN,11,18,59,36.6,5.6,43.0,+9.0
Tier 6,
35,,Jake ButtJ. Butt DEN,10,29,62,38.2,7.6,84.0,+49.0
36,,Will DisslyW. Dissly SEA,11,11,48,34.3,8.1,31.0,-5.0
37,,Irv Smith Jr.I. Smith MIN,12,18,99,39.8,13.9,27.0,-10.0
38,,Jordan ThomasJ. Thomas HOU,10,21,62,39.4,9.4,44.0,+6.0
39,,C.J. UzomahC. Uzomah CIN,9,18,57,38.7,9.1,39.0,0.0
40,,Vernon DavisV. Davis WAS,10,26,60,41.5,8.1,72.0,+32.0
41,,Darren WallerD. Waller OAK,6,10,105,38.3,18.2,28.0,-13.0
42,,Luke WillsonL. Willson OAK,6,24,66,43.4,9.7,181.0,+139.0
43,,Blake JarwinB. Jarwin DAL,8,28,64,42.0,8.6,49.0,+6.0
44,,Jace SternbergerJ. Sternberger GB,11,23,62,40.0,10.8,41.0,-3.0
45,,Geoff SwaimG. Swaim JAC,10,21,53,38.9,9.6,47.0,+2.0
46,,Jesse JamesJ. James DET,5,25,54,44.6,6.2,34.0,-12.0
47,,Benjamin WatsonB. Watson NE,10,9,55,37.4,7.2,29.0,-18.0
48,,Adam ShaheenA. Shaheen CHI,6,24,63,46.1,7.3,63.0,+15.0
49,,Tyler HigbeeT. Higbee LAR,9,38,50,44.1,3.5,80.0,+31.0
50,,Josh OliverJ. Oliver JAC,10,19,73,44.3,13.5,37.0,-13.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 7,
51,,Dawson KnoxD. Knox BUF,6,24,70,44.1,11.8,42.0,-9.0
52,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,23,107,38.3,18.2,51.0,-1.0
53,,Matt LaCosseM. LaCosse NE,10,25,79,43.0,15.2,40.0,-13.0
54,,Tyler KroftT. Kroft BUF,6,27,71,48.3,7.6,46.0,-8.0
55,,Kahale WarringK. Warring HOU,10,23,74,48.4,11.8,48.0,-7.0
56,,Josh HillJ. Hill NO,9,38,73,57.6,8.9,188.0,+132.0
57,,Jeff HeuermanJ. Heuerman DEN,10,41,66,53.2,5.9,45.0,-12.0
58,,Demetrius HarrisD. Harris CLE,7,41,69,56.0,7.5,185.0,+127.0
59,,Foster MoreauF. Moreau OAK,6,25,89,60.5,13.1,70.0,+11.0
60,,Ed DicksonE. Dickson SEA,11,37,61,58.1,3.0,57.0,-3.0
61,,Jason CroomJ. Croom BUF,6,47,95,63.0,14.3,134.0,+73.0
Tier 8,
62,,Jordan AkinsJ. Akins HOU,10,46,69,59.3,7.3,179.0,+117.0
63,,Dan ArnoldD. Arnold NO,9,42,90,64.9,13.4,177.0,+114.0
64,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,46,73,61.1,7.7,187.0,+123.0
65,,Mo Alie-CoxM. Alie-Cox IND,6,39,81,66.3,8.7,74.0,+9.0
66,,Virgil GreenV. Green LAC,12,55,83,66.5,7.3,59.0,-7.0
67,,Blake BellB. Bell KC,12,46,69,59.1,4.6,115.0,+48.0
68,,Dwayne AllenD. Allen MIA,5,31,78,61.5,7.3,182.0,+114.0
69,,Rhett EllisonR. Ellison NYG,11,43,81,59.4,11.7,130.0,+61.0
70,,Garrett CelekG. Celek SF,4,56,76,71.0,2.7,77.0,+7.0
71,,Xavier GrimbleX. Grimble PIT,7,46,76,63.0,8.6,186.0,+115.0
72,,Nick BoyleN. Boyle BAL,8,57,82,68.9,7.2,180.0,+108.0
73,,Nick O'LearyN. O'Leary MIA,5,64,90,75.8,7.9,137.0,+64.0
74,,Jordan LeggettJ. Leggett TB,7,65,87,72.3,8.2,149.0,+75.0
75,,Anthony FirkserA. Firkser TEN,11,46,94,72.7,11.7,169.0,+94.0
76,,Ryan GriffinR. Griffin FA,,41,50,47.0,3.7,156.0,+80.0
77,,Maxx WilliamsM. Williams ARI,12,47,89,73.1,9.4,184.0,+107.0
78,,Jaylen SamuelsJ. Samuels PIT,7,20,40,28.3,8.5,,
79,,Luke StockerL. Stocker ATL,9,43,88,75.9,7.8,81.0,+2.0
80,,Derek CarrierD. Carrier OAK,6,46,101,81.1,11.4,131.0,+51.0
81,,Jeremy SprinkleJ. Sprinkle WAS,10,55,100,81.1,11.6,171.0,+90.0
82,,Jacob HollisterJ. Hollister SEA,11,51,96,72.8,16.4,85.0,+3.0
83,,Michael RobertsM. Roberts FA,,45,86,66.0,15.4,163.0,+80.0
84,,Stephen AndersonS. Anderson NE,10,57,98,73.0,16.3,88.0,+4.0
85,,Dalton SchultzD. Schultz DAL,8,55,79,74.0,4.0,67.0,-18.0
86,,Logan PaulsenL. Paulsen ATL,9,62,93,76.8,11.6,71.0,-15.0
Tier 9,
87,,Darren FellsD. Fells HOU,10,34,101,79.0,22.8,58.0,-29.0
88,,Drew SampleD. Sample CIN,9,33,87,75.8,11.7,76.0,-12.0
89,,Antony AuclairA. Auclair TB,7,69,97,82.8,10.1,158.0,+69.0
90,,Lee SmithL. Smith BUF,6,31,97,59.0,27.9,145.0,+55.0
91,,Alize MackA. Mack NO,9,43,105,80.4,27.8,87.0,-4.0
92,,Deon YelderD. Yelder KC,12,57,91,80.8,12.5,141.0,+49.0
93,,Seth DeValveS. DeValve CLE,7,60,100,81.4,14.3,93.0,0.0
94,,Scott SimonsonS. Simonson NYG,11,77,98,86.7,7.4,127.0,+33.0
95,,Tyler ConklinT. Conklin NE,10,68,106,85.2,13.2,90.0,-5.0
96,,Zach GentryZ. Gentry PIT,7,73,100,86.2,9.2,62.0,-34.0
97,,Eric TomlinsonE. Tomlinson NYJ,4,68,78,73.3,4.1,116.0,+19.0
98,,Marcedes LewisM. Lewis GB,11,78,104,90.8,10.5,135.0,+37.0
99,,Kaden SmithK. Smith SF,4,43,99,82.8,23.2,83.0,-16.0
