Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,5,1.1,0.3,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,1,16,3.5,1.8,3.0,+1.0
3,,Los Angeles (LAR)LAR DST,9,1,10,3.8,1.5,2.0,-1.0
Tier 2,
4,,Baltimore (BAL)BAL DST,8,1,21,5.4,3.5,4.0,0.0
5,,Minnesota (MIN)MIN DST,12,2,13,5.4,2.0,5.0,0.0
6,,Los Angeles (LAC)LAC DST,12,2,29,6.0,4.7,6.0,0.0
7,,Houston (HOU)HOU DST,10,3,23,7.9,2.0,7.0,0.0
Tier 3,
8,,Cleveland (CLE)CLE DST,7,3,19,8.7,2.8,9.0,+1.0
9,,New Orleans (NO)NO DST,9,1,18,10.0,2.7,10.0,+1.0
10,,New England (NE)NE DST,10,1,18,11.1,3.1,8.0,-2.0
11,,Denver (DEN)DEN DST,10,5,18,11.1,2.5,11.0,0.0
12,,Dallas (DAL)DAL DST,8,5,23,12.5,3.5,13.0,+1.0
13,,Buffalo (BUF)BUF DST,6,5,25,12.7,3.9,12.0,-1.0
14,,Philadelphia (PHI)PHI DST,10,3,23,13.7,3.6,14.0,0.0
Tier 4,
15,,Seattle (SEA)SEA DST,11,10,26,16.3,3.0,17.0,+2.0
16,,Pittsburgh (PIT)PIT DST,7,7,24,16.5,3.2,16.0,0.0
17,,Indianapolis (IND)IND DST,6,4,24,17.4,3.8,20.0,+3.0
18,,Tennessee (TEN)TEN DST,11,12,24,17.6,2.6,18.0,0.0
19,,Kansas City (KC)KC DST,12,2,30,18.5,4.3,15.0,-4.0
20,,Carolina (CAR)CAR DST,7,10,27,19.6,2.4,21.0,+1.0
21,,Atlanta (ATL)ATL DST,9,10,26,20.5,2.9,25.0,+4.0
22,,Green Bay (GB)GB DST,11,9,32,20.8,3.6,19.0,-3.0
Tier 5,
23,,New York (NYJ)NYJ DST,4,10,31,23.0,3.9,22.0,-1.0
24,,Washington (WAS)WAS DST,10,8,32,23.8,3.6,26.0,+2.0
25,,Arizona (ARI)ARI DST,12,15,31,24.3,2.4,28.0,+3.0
26,,Detroit (DET)DET DST,5,7,30,24.5,2.7,24.0,-2.0
27,,San Francisco (SF)SF DST,4,12,30,26.0,3.8,23.0,-4.0
28,,New York (NYG)NYG DST,11,16,32,27.5,2.2,27.0,-1.0
29,,Miami (MIA)MIA DST,5,25,32,29.2,1.4,30.0,+1.0
30,,Tampa Bay (TB)TB DST,7,25,32,29.5,1.8,31.0,+1.0
31,,Cincinnati (CIN)CIN DST,9,25,32,30.1,1.4,32.0,+1.0
32,,Oakland (OAK)OAK DST,6,26,33,31.3,1.4,29.0,-3.0
