Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,2,1.1,0.3
2,,Justin TuckerJ. Tucker BAL,8,1,5,2.4,1.2
3,,Harrison ButkerH. Butker KC,12,2,5,3.4,0.5
4,,Stephen GostkowskiS. Gostkowski NE,10,2,5,3.6,0.5
Tier 2,
5,,Wil LutzW. Lutz NO,9,2,6,4.8,1.0
6,,Mason CrosbyM. Crosby GB,11,6,15,8.1,1.6
7,,Ka'imi FairbairnK. Fairbairn FA,,4,19,8.2,4.3
8,,Matt PraterM. Prater DET,5,7,13,9.1,2.1
9,,Brett MaherB. Maher DAL,8,6,14,9.4,2.1
Tier 3,
10,,Jake ElliottJ. Elliott PHI,10,8,16,9.7,0.8
11,,Robbie GouldR. Gould SF,4,7,22,10.3,1.8
12,,Michael BadgleyM. Badgley LAC,12,8,13,11.2,1.3
13,,Adam VinatieriA. Vinatieri IND,6,7,25,13.4,1.3
14,,Jason MyersJ. Myers SEA,11,11,31,14.7,1.9
15,,Graham GanoG. Gano CAR,7,6,21,15.3,2.9
16,,Aldrick RosasA. Rosas NYG,11,9,32,15.9,2.2
17,,Dan BaileyD. Bailey MIN,12,14,24,17.2,2.3
Tier 4,
18,,Chris BoswellC. Boswell PIT,7,13,23,18.0,1.8
19,,Ryan SuccopR. Succop TEN,11,17,23,19.5,1.7
20,,Greg JosephG. Joseph CLE,7,19,24,21.1,2.1
21,,Brandon McManusB. McManus DEN,10,15,22,20.0,1.3
22,,Josh LamboJ. Lambo JAC,10,18,26,21.7,2.7
23,,Matt BryantM. Bryant FA,,7,24,17.6,4.7
24,,Cairo SantosC. Santos TB,7,18,28,24.0,3.3
25,,Giorgio TavecchioG. Tavecchio ATL,9,11,30,22.4,6.7
Tier 5,
26,,Steven HauschkaS. Hauschka BUF,6,21,29,24.8,2.3
27,,Daniel CarlsonD. Carlson OAK,6,22,28,25.8,2.3
28,,Dustin HopkinsD. Hopkins WAS,10,20,29,25.5,3.5
29,,Sebastian JanikowskiS. Janikowski FA,,20,26,23.3,2.5
30,,Chandler CatanzaroC. Catanzaro NYJ,4,17,32,25.3,6.2
31,,Cody ParkeyC. Parkey FA,,21,29,25.7,3.4
32,,Randy BullockR. Bullock CIN,9,27,29,28.0,0.8
33,,Jason SandersJ. Sanders MIA,5,31,33,32.0,1.0
