Rank,WSID,Quarterbacks (Team),Bye,Age,Best,Worst,Avg,Std Dev,Notes
1,,Patrick MahomesP. Mahomes KC,,23,1,1,1.0,0.0
2,,Andrew LuckA. Luck IND,,29,2,6,3.0,0.9
3,,Baker MayfieldB. Mayfield CLE,,24,2,7,3.1,1.0
4,,Deshaun WatsonD. Watson HOU,,23,2,6,3.7,1.1
5,,Aaron RodgersA. Rodgers GB,,35,3,8,5.1,1.4
6,,Russell WilsonR. Wilson SEA,,30,4,7,5.7,0.5
7,,Jared GoffJ. Goff LAR,,24,4,10,7.2,0.9
8,,Carson WentzC. Wentz PHI,,26,4,10,7.2,1.1
9,,Cam NewtonC. Newton CAR,,29,8,11,9.0,0.5
10,,Mitch TrubiskyM. Trubisky CHI,,24,9,15,11.6,1.7
11,,Matt RyanM. Ryan ATL,,33,10,15,11.6,1.3
12,,Jameis WinstonJ. Winston TB,,25,10,16,12.8,1.2
13,,Jimmy GaroppoloJ. Garoppolo SF,,27,11,15,13.2,0.9
14,,Dak PrescottD. Prescott DAL,,25,9,22,14.7,2.9
15,,Kirk CousinsK. Cousins MIN,,30,10,19,15.0,1.9
16,,Lamar JacksonL. Jackson BAL,,22,11,20,16.1,1.3
17,,Sam DarnoldS. Darnold NYJ,,21,8,21,17.2,2.7
18,,Drew BreesD. Brees NO,,40,10,20,17.2,1.4
19,,Matthew StaffordM. Stafford DET,,31,16,21,18.6,1.3
20,,Ben RoethlisbergerB. Roethlisberger PIT,,37,15,27,21.3,2.4
21,,Philip RiversP. Rivers LAC,,37,16,23,21.3,1.1
22,,Josh AllenJ. Allen BUF,,22,17,24,22.0,1.8
23,,Tom BradyT. Brady NE,,41,17,24,22.8,0.6
24,,Derek CarrD. Carr OAK,,28,17,30,26.0,1.6
25,,Josh RosenJ. Rosen ARI,,22,24,35,27.3,3.2
26,,Andy DaltonA. Dalton CIN,,31,22,31,27.8,1.7
27,,Nick FolesN. Foles JAC,,30,26,35,28.9,2.6
28,,Marcus MariotaM. Mariota TEN,,25,21,29,26.0,1.7
29,,Ryan TannehillR. Tannehill TEN,,30,23,34,31.2,2.0
30,,Case KeenumC. Keenum WAS,,31,20,37,31.9,3.8
31,,Teddy BridgewaterT. Bridgewater NO,,26,25,40,32.4,3.5
32,,Blake BortlesB. Bortles LAR,,26,24,38,32.9,3.0
33,,Alex SmithA. Smith WAS,,34,27,39,33.9,2.8
34,,Joe FlaccoJ. Flacco DEN,,34,29,38,34.0,3.1
35,,Eli ManningE. Manning NYG,,38,28,38,34.2,2.7
36,,Tyrod TaylorT. Taylor LAC,,29,26,39,35.7,2.2
37,,Ryan FitzpatrickR. Fitzpatrick MIA,,36,25,37,30.2,4.1
38,,Kyler MurrayK. Murray FA,,,18,34,28.2,5.8
39,,Dwayne HaskinsD. Haskins FA,,,25,44,35.4,6.9
40,,Nick MullensN. Mullens SF,,24,29,40,35.6,4.1
41,,Daniel JonesD. Jones FA,,,22,41,32.5,8.2
42,,Will GrierW. Grier FA,,,21,41,33.3,8.8
43,,Mason RudolphM. Rudolph PIT,,23,32,49,43.3,6.6
44,,Jacoby BrissettJ. Brissett IND,,26,38,43,41.3,2.4
45,,Jeff DriskelJ. Driskel CIN,,25,41,44,42.3,1.2
46,,Chase DanielC. Daniel CHI,,32,40,48,44.3,3.3
47,,C.J. BeathardC. Beathard SF,,25,44,48,46.0,1.6
48,,DeShone KizerD. Kizer GB,,24,43,53,47.7,4.1
49,,Sam BradfordS. Bradford FA,,31,42,51,48.0,4.2
50,,Taysom HillT. Hill NO,,28,46,52,48.3,2.6
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Colt McCoyC. McCoy WAS,,32,45,54,49.7,3.7
52,,Robert GriffinR. Griffin BAL,,29,46,55,50.7,3.7
53,,Kyle LaulettaK. Lauletta NYG,,23,49,53,51.3,1.7
54,,Josh McCownJ. McCown FA,,39,50,56,53.3,2.5
