Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,3,1.0,0.2,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,2,6,3.1,1.3,4.0,+2.0
3,,Los Angeles (LAR)LAR DST,9,2,9,4.3,1.7,2.0,-1.0
Tier 2,
4,,Minnesota (MIN)MIN DST,12,2,13,4.8,1.4,6.0,+2.0
5,,Baltimore (BAL)BAL DST,8,1,16,5.2,3.4,3.0,-2.0
6,,Houston (HOU)HOU DST,10,3,13,6.3,2.0,5.0,-1.0
7,,Cleveland (CLE)CLE DST,7,3,17,8.0,2.3,7.0,0.0
Tier 3,
8,,Los Angeles (LAC)LAC DST,12,2,32,8.7,6.8,8.0,0.0
9,,New Orleans (NO)NO DST,9,6,14,8.8,1.3,9.0,0.0
10,,Denver (DEN)DEN DST,10,6,21,10.2,1.8,12.0,+2.0
11,,Buffalo (BUF)BUF DST,6,5,25,12.2,2.7,18.0,+7.0
12,,New England (NE)NE DST,10,7,19,12.8,2.5,10.0,-2.0
13,,Seattle (SEA)SEA DST,11,8,20,14.0,1.9,16.0,+3.0
14,,Dallas (DAL)DAL DST,8,10,20,14.0,2.9,15.0,+1.0
Tier 4,
15,,Philadelphia (PHI)PHI DST,10,3,20,14.8,2.7,13.0,-2.0
16,,Pittsburgh (PIT)PIT DST,7,10,28,16.7,3.5,22.0,+6.0
17,,Tennessee (TEN)TEN DST,11,13,24,17.1,2.3,19.0,+2.0
18,,Indianapolis (IND)IND DST,6,12,24,19.3,2.6,14.0,-4.0
19,,Kansas City (KC)KC DST,12,9,30,19.5,4.8,11.0,-8.0
20,,Carolina (CAR)CAR DST,7,16,25,19.7,2.0,26.0,+6.0
21,,Atlanta (ATL)ATL DST,9,8,26,19.6,4.1,24.0,+3.0
22,,Green Bay (GB)GB DST,11,9,23,19.3,3.9,21.0,-1.0
Tier 5,
23,,Arizona (ARI)ARI DST,12,15,30,23.0,2.6,,
24,,New York (NYJ)NYJ DST,4,6,29,22.7,3.7,17.0,-7.0
25,,Washington (WAS)WAS DST,10,14,32,24.2,3.8,25.0,0.0
26,,Detroit (DET)DET DST,5,22,30,25.9,1.6,23.0,-3.0
27,,San Francisco (SF)SF DST,4,10,30,25.6,4.2,20.0,-7.0
28,,New York (NYG)NYG DST,11,15,32,27.8,2.5,29.0,+1.0
29,,Tampa Bay (TB)TB DST,7,25,31,28.6,1.5,,
30,,Miami (MIA)MIA DST,5,26,32,29.8,1.6,28.0,-2.0
31,,Cincinnati (CIN)CIN DST,9,27,31,29.6,1.3,,
32,,Oakland (OAK)OAK DST,6,26,32,31.2,1.4,27.0,-5.0
