Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,,1,2,1.2,0.4
2,,Justin TuckerJ. Tucker BAL,,1,5,3.0,1.4
3,,Harrison ButkerH. Butker KC,,2,4,3.3,0.7
4,,Stephen GostkowskiS. Gostkowski NE,,3,6,4.2,1.1
Tier 2,
5,,Wil LutzW. Lutz NO,,3,6,5.2,1.1
6,,Ka'imi FairbairnK. Fairbairn FA,,4,19,7.8,5.1
7,,Mason CrosbyM. Crosby GB,,6,12,9.0,1.9
8,,Matt PraterM. Prater DET,,7,13,9.3,1.7
9,,Brett MaherB. Maher DAL,,7,14,10.2,2.9
10,,Jake ElliottJ. Elliott PHI,,8,11,10.2,0.7
Tier 3,
11,,Michael BadgleyM. Badgley LAC,,9,15,12.2,1.9
12,,Robbie GouldR. Gould SF,,7,22,12.7,4.3
13,,Jason MyersJ. Myers SEA,,11,32,14.8,2.4
14,,Matt BryantM. Bryant FA,,7,15,12.2,2.9
15,,Adam VinatieriA. Vinatieri IND,,12,25,15.8,4.4
16,,Aldrick RosasA. Rosas NYG,,10,33,16.7,2.6
17,,Graham GanoG. Gano CAR,,6,16,13.6,1.5
18,,Chris BoswellC. Boswell PIT,,5,23,17.5,2.1
Tier 4,
19,,Dan BaileyD. Bailey MIN,,15,23,18.3,3.1
20,,Ryan SuccopR. Succop TEN,,6,21,19.2,1.3
21,,Brandon McManusB. McManus DEN,,8,23,19.3,2.5
22,,Greg JosephG. Joseph CLE,,1,27,21.5,3.8
23,,Josh LamboJ. Lambo JAC,,3,26,21.7,2.1
24,,Sebastian JanikowskiS. Janikowski FA,,9,27,20.6,6.2
25,,Steven HauschkaS. Hauschka BUF,,4,27,24.5,1.5
26,,Cody ParkeyC. Parkey FA,,7,38,24.4,10.2
27,,Cairo SantosC. Santos TB,,18,30,25.2,3.8
Tier 5,
28,,Daniel CarlsonD. Carlson OAK,,2,27,25.4,1.6
29,,Chandler CatanzaroC. Catanzaro NYJ,,17,31,26.3,6.6
30,,Giorgio TavecchioG. Tavecchio ATL,,18,31,26.3,5.9
31,,Dustin HopkinsD. Hopkins WAS,,22,29,26.7,3.3
32,,Randy BullockR. Bullock CIN,,26,32,29.3,2.5
33,,Jason SandersJ. Sanders MIA,,29,34,31.5,2.5
