Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Todd GurleyT. Gurley LAR,RB1,,1,7,1.7,0.8
2,,Saquon BarkleyS. Barkley NYG,RB2,,1,3,1.8,0.7
3,,Ezekiel ElliottE. Elliott DAL,RB3,,1,7,2.7,0.7
4,,Christian McCaffreyC. McCaffrey CAR,RB4,,2,18,4.3,0.9
5,,Alvin KamaraA. Kamara NO,RB5,,3,17,5.0,0.8
6,,DeAndre HopkinsD. Hopkins HOU,WR1,,5,11,6.8,1.5
7,,Melvin GordonM. Gordon LAC,RB6,,4,10,6.8,1.0
8,,Davante AdamsD. Adams GB,WR2,,6,16,8.3,1.5
9,,Julio JonesJ. Jones ATL,WR3,,6,29,10.1,1.9
10,,Michael ThomasM. Thomas NO,WR4,,8,25,10.9,2.2
Tier 2,
11,,James ConnerJ. Conner PIT,RB7,,3,23,13.2,3.6
12,,Travis KelceT. Kelce KC,TE1,,13,22,13.9,2.1
13,,Odell Beckham Jr.O. Beckham NYG,WR5,,9,25,14.8,3.0
14,,Antonio BrownA. Brown PIT,WR6,,8,30,15.3,4.9
15,,Le'Veon BellL. Bell PIT,RB8,,5,27,15.4,3.7
16,,Tyreek HillT. Hill KC,WR7,,11,25,17.0,3.5
17,,Nick ChubbN. Chubb CLE,RB9,,9,40,17.0,6.4
18,,Joe MixonJ. Mixon CIN,RB10,,9,21,17.3,1.6
19,,Zach ErtzZ. Ertz PHI,TE2,,13,26,17.7,3.6
20,,David JohnsonD. Johnson ARI,RB11,,9,27,19.4,3.5
21,,Dalvin CookD. Cook MIN,RB12,,9,31,20.5,3.2
22,,George KittleG. Kittle SF,TE3,,13,63,21.4,4.8
23,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR8,,6,30,22.7,4.4
24,,Aaron JonesA. Jones GB,RB13,,14,51,24.4,6.0
25,,Mike EvansM. Evans TB,WR9,,16,33,24.4,2.5
26,,A.J. GreenA. Green CIN,WR10,,16,36,25.4,1.9
Tier 3,
27,,T.Y. HiltonT. Hilton IND,WR11,,25,32,28.9,1.7
28,,Amari CooperA. Cooper DAL,WR12,,21,37,30.0,2.4
29,,Patrick MahomesP. Mahomes KC,QB1,,27,50,30.8,6.1
30,,Leonard FournetteL. Fournette JAC,RB14,,18,52,31.2,8.0
31,,Keenan AllenK. Allen LAC,WR13,,25,35,31.4,1.9
32,,Sony MichelS. Michel NE,RB15,,23,52,31.5,5.3
33,,Adam ThielenA. Thielen MIN,WR14,,24,39,33.3,2.2
34,,Stefon DiggsS. Diggs MIN,WR15,,26,38,33.5,1.4
35,,Brandin CooksB. Cooks LAR,WR16,,27,39,34.6,1.4
36,,Robert WoodsR. Woods LAR,WR17,,32,50,36.2,2.9
37,,Kenny GolladayK. Golladay DET,WR18,,32,41,36.6,1.0
Tier 5,
38,,Marlon MackM. Mack IND,RB16,,28,57,39.8,5.9
39,,Alshon JefferyA. Jeffery PHI,WR19,,36,64,42.6,3.9
40,,Allen RobinsonA. Robinson CHI,WR20,,38,81,43.5,11.2
41,,Chris CarsonC. Carson SEA,RB17,,23,60,43.7,5.8
42,,Cooper KuppC. Kupp LAR,WR21,,35,67,43.8,6.8
43,,Corey DavisC. Davis TEN,WR22,,36,73,44.4,7.8
44,,Aaron RodgersA. Rodgers GB,QB2,,28,63,44.4,6.0
45,,Phillip LindsayP. Lindsay DEN,RB18,,21,76,45.4,3.6
46,,Kerryon JohnsonK. Johnson DET,RB19,,14,83,47.2,6.6
47,,Jarvis LandryJ. Landry CLE,WR23,,30,67,48.7,6.0
48,,Andrew LuckA. Luck IND,QB3,,45,71,49.8,6.4
49,,Derrick HenryD. Henry TEN,RB20,,40,66,50.5,5.0
50,,Doug BaldwinD. Baldwin SEA,WR24,,41,73,50.5,6.5
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Julian EdelmanJ. Edelman NE,WR25,,34,65,50.6,7.7
52,,Damien WilliamsD. Williams KC,RB21,,7,100,52.8,19.7
53,,Devonta FreemanD. Freeman ATL,RB22,,40,83,53.5,7.1
