Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,3,1.5,0.6,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,RB2,8,1,6,2.2,0.9,2.0,0.0
3,,Christian McCaffreyC. McCaffrey CAR,RB3,7,2,6,3.4,1.0,3.0,0.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,11,3.8,1.5,4.0,0.0
5,,DeAndre HopkinsD. Hopkins HOU,WR1,10,5,13,5.9,1.7,5.0,0.0
Tier 2,
6,,Melvin GordonM. Gordon LAC,RB5,12,5,27,8.2,2.6,6.0,0.0
7,,Davante AdamsD. Adams GB,WR2,11,5,20,8.4,3.4,8.0,+1.0
8,,Julio JonesJ. Jones ATL,WR3,9,5,20,10.1,2.3,13.0,+5.0
9,,Michael ThomasM. Thomas NO,WR4,9,5,30,11.5,4.8,9.0,0.0
10,,David JohnsonD. Johnson ARI,RB6,12,4,46,12.0,4.6,10.0,0.0
11,,Travis KelceT. Kelce KC,TE1,12,12,17,12.2,0.8,17.0,+6.0
12,,Odell Beckham Jr.O. Beckham CLE,WR5,7,6,26,12.3,4.6,14.0,+2.0
13,,Le'Veon BellL. Bell NYJ,RB7,4,4,27,12.6,3.8,11.0,-2.0
14,,Todd GurleyT. Gurley LAR,RB8,9,1,44,12.6,8.5,7.0,-7.0
15,,James ConnerJ. Conner PIT,RB9,7,5,31,15.0,4.3,12.0,-3.0
16,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,5,30,16.2,5.3,16.0,0.0
17,,Joe MixonJ. Mixon CIN,RB10,9,6,31,16.6,3.7,15.0,-2.0
Tier 3,
18,,Antonio BrownA. Brown OAK,WR7,6,10,26,18.9,4.1,20.0,+2.0
19,,Zach ErtzZ. Ertz PHI,TE2,10,15,63,19.3,8.7,23.0,+4.0
20,,Dalvin CookD. Cook MIN,RB11,12,14,46,20.2,4.2,22.0,+2.0
21,,Nick ChubbN. Chubb CLE,RB12,7,11,51,22.1,7.1,21.0,0.0
22,,George KittleG. Kittle SF,TE3,4,15,53,23.0,7.5,25.0,+3.0
23,,Mike EvansM. Evans TB,WR8,7,13,33,24.1,4.5,19.0,-4.0
24,,A.J. GreenA. Green CIN,WR9,9,16,35,27.2,3.5,32.0,+8.0
25,,Keenan AllenK. Allen LAC,WR10,12,13,33,27.3,3.5,26.0,+1.0
26,,T.Y. HiltonT. Hilton IND,WR11,6,10,34,28.2,3.1,27.0,+1.0
27,,Amari CooperA. Cooper DAL,WR12,8,22,38,28.8,2.6,28.0,+1.0
28,,Leonard FournetteL. Fournette JAC,RB13,10,17,60,30.5,8.5,30.0,+2.0
29,,Adam ThielenA. Thielen MIN,WR13,12,24,42,32.0,2.8,24.0,-5.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,20,37,32.3,1.6,29.0,-1.0
Tier 4,
31,,Patrick MahomesP. Mahomes KC,QB1,12,24,91,34.7,12.6,18.0,-13.0
32,,Marlon MackM. Mack IND,RB14,6,17,61,34.8,10.2,38.0,+6.0
33,,Brandin CooksB. Cooks LAR,WR15,9,28,46,35.3,3.1,40.0,+7.0
34,,Robert WoodsR. Woods LAR,WR16,9,28,65,36.2,3.6,42.0,+8.0
35,,Kenny GolladayK. Golladay DET,WR17,5,32,90,37.2,3.5,41.0,+6.0
36,,Aaron JonesA. Jones GB,RB15,11,21,71,37.9,10.6,37.0,+1.0
37,,Damien WilliamsD. Williams KC,RB16,12,17,114,38.7,15.7,31.0,-6.0
38,,Julian EdelmanJ. Edelman NE,WR18,10,25,62,38.7,6.5,47.0,+9.0
39,,Cooper KuppC. Kupp LAR,WR19,9,33,58,40.7,5.7,48.0,+9.0
40,,Sony MichelS. Michel NE,RB17,10,19,89,43.2,13.0,33.0,-7.0
41,,Alshon JefferyA. Jeffery PHI,WR20,10,34,73,45.5,7.2,73.0,+32.0
42,,Andrew LuckA. Luck IND,QB2,6,24,78,45.6,10.4,43.0,+1.0
43,,Devonta FreemanD. Freeman ATL,RB18,9,23,85,47.2,11.6,35.0,-8.0
44,,Allen RobinsonA. Robinson CHI,WR21,6,35,79,47.2,11.1,68.0,+24.0
45,,Chris GodwinC. Godwin TB,WR22,7,35,96,48.1,10.8,54.0,+9.0
Tier 5,
46,,Aaron RodgersA. Rodgers GB,QB3,11,24,70,50.0,7.6,53.0,+7.0
47,,Phillip LindsayP. Lindsay DEN,RB19,10,18,84,51.1,10.6,39.0,-8.0
48,,Sammy WatkinsS. Watkins KC,WR23,12,32,138,51.8,10.8,65.0,+17.0
49,,Jarvis LandryJ. Landry CLE,WR24,7,32,88,51.9,12.0,52.0,+3.0
50,,D.J. MooreD. Moore CAR,WR25,7,37,75,51.9,8.3,59.0,+9.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Derrick HenryD. Henry TEN,RB20,11,23,71,52.6,10.0,36.0,-15.0
52,,Tyler LockettT. Lockett SEA,WR26,11,34,96,52.7,11.4,64.0,+12.0
53,,Deshaun WatsonD. Watson HOU,QB4,10,24,77,53.1,7.6,58.0,+5.0
54,,Kerryon JohnsonK. Johnson DET,RB21,5,37,84,53.7,8.0,34.0,-20.0
55,,Chris CarsonC. Carson SEA,RB22,11,21,89,55.4,13.6,51.0,-4.0
56,,Calvin RidleyC. Ridley ATL,WR27,9,37,73,56.2,8.8,49.0,-7.0
57,,Corey DavisC. Davis TEN,WR28,11,36,99,59.2,15.1,76.0,+19.0
58,,Tarik CohenT. Cohen CHI,RB23,6,23,85,59.3,12.0,44.0,-14.0
59,,O.J. HowardO. Howard TB,TE4,7,15,78,60.2,11.2,60.0,+1.0
60,,Mark IngramM. Ingram BAL,RB24,8,21,93,63.4,14.5,50.0,-10.0
61,,James WhiteJ. White NE,RB25,10,31,120,63.7,14.0,55.0,-6.0
62,,Hunter HenryH. Henry LAC,TE5,12,15,106,64.3,7.1,72.0,+10.0
63,,Tyler BoydT. Boyd CIN,WR29,9,41,109,64.9,14.1,61.0,-2.0
64,,Baker MayfieldB. Mayfield CLE,QB5,7,47,131,65.7,12.6,66.0,+2.0
65,,Kenyan DrakeK. Drake MIA,RB26,5,19,93,66.9,15.1,56.0,-9.0
66,,Mike WilliamsM. Williams LAC,WR30,12,48,82,67.5,8.5,67.0,+1.0
67,,Robby AndersonR. Anderson NYJ,WR31,4,38,124,69.0,13.1,84.0,+17.0
68,,Evan EngramE. Engram NYG,TE6,11,53,106,69.1,12.3,62.0,-6.0
69,,Russell WilsonR. Wilson SEA,QB6,11,24,164,70.3,12.1,70.0,+1.0
Tier 6,
70,,Derrius GuiceD. Guice WAS,RB27,10,40,130,72.4,15.5,45.0,-25.0
71,,Lamar MillerL. Miller HOU,RB28,10,52,104,73.2,9.2,77.0,+6.0
72,,Marvin JonesM. Jones DET,WR32,5,62,102,74.8,9.4,95.0,+23.0
73,,Matt RyanM. Ryan ATL,QB7,9,54,114,76.0,13.5,69.0,-4.0
74,,Golden TateG. Tate NYG,WR33,11,41,128,76.4,10.8,91.0,+17.0
75,,Will FullerW. Fuller HOU,WR34,10,48,160,78.2,8.7,78.0,+3.0
76,,Eric EbronE. Ebron IND,TE7,6,15,127,78.4,11.1,57.0,-19.0
77,,Dante PettisD. Pettis SF,WR35,4,35,141,81.5,11.3,83.0,+6.0
78,,Sterling ShepardS. Shepard NYG,WR36,11,58,107,81.7,10.6,92.0,+14.0
79,,Drew BreesD. Brees NO,QB8,9,54,167,82.3,16.8,86.0,+7.0
80,,Jared CookJ. Cook NO,TE8,9,22,153,83.6,20.9,81.0,+1.0
