Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,,1,3,1.1,0.3
2,,Zach ErtzZ. Ertz PHI,,1,3,2.3,0.5
3,,George KittleG. Kittle SF,,1,5,2.6,0.6
Tier 3,
4,,O.J. HowardO. Howard TB,,4,12,4.9,1.1
5,,Hunter HenryH. Henry LAC,,2,9,5.4,1.2
6,,Eric EbronE. Ebron IND,,4,16,6.1,1.5
7,,David NjokuD. Njoku CLE,,4,10,7.2,1.3
8,,Evan EngramE. Engram NYG,,5,10,8.0,1.1
9,,Rob GronkowskiR. Gronkowski NE,,6,17,9.5,2.2
Tier 4,
10,,Delanie WalkerD. Walker TEN,,8,17,11.6,2.0
11,,Jared CookJ. Cook OAK,,6,18,12.3,2.9
12,,Austin HooperA. Hooper ATL,,5,19,14.4,3.1
13,,Jack DoyleJ. Doyle IND,,9,17,12.5,2.0
14,,Trey BurtonT. Burton CHI,,5,19,13.2,2.4
15,,Chris Herndon IVC. Herndon NYJ,,10,18,15.4,1.8
16,,Greg OlsenG. Olsen CAR,,10,25,15.4,3.3
Tier 5,
17,,Jordan ReedJ. Reed WAS,,13,21,18.0,2.0
18,,Kyle RudolphK. Rudolph MIN,,12,22,18.7,1.7
19,,Jimmy GrahamJ. Graham GB,,14,26,19.7,2.0
20,,Vance McDonaldV. McDonald PIT,,13,22,20.0,1.7
21,,Jaylen SamuelsJ. Samuels PIT,,5,28,18.3,5.4
22,,Gerald EverettG. Everett LAR,,16,31,23.0,2.2
23,,Dallas GoedertD. Goedert PHI,,20,29,24.2,1.7
24,,Mike GesickiM. Gesicki MIA,,19,29,25.5,1.9
25,,Cameron BrateC. Brate TB,,20,41,27.0,4.7
26,,Mark AndrewsM. Andrews BAL,,16,37,27.9,5.0
Tier 6,
27,,Ricky Seals-JonesR. Seals-Jones ARI,,19,45,29.0,4.5
28,,Ian ThomasI. Thomas CAR,,16,35,29.2,2.5
29,,Hayden HurstH. Hurst BAL,,23,39,28.4,3.2
30,,Tyler EifertT. Eifert CIN,,13,43,29.0,4.8
31,,Jake ButtJ. Butt DEN,,26,40,31.8,3.5
32,,Nick VannettN. Vannett SEA,,28,46,33.8,3.9
33,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,28,43,33.8,2.9
34,,Charles ClayC. Clay ARI,,32,50,36.8,4.6
35,,Luke WillsonL. Willson DET,,33,74,40.6,9.9
Tier 7,
36,,Jonnu SmithJ. Smith TEN,,24,38,32.6,3.2
37,,Adam ShaheenA. Shaheen CHI,,33,54,39.4,6.2
38,,Blake JarwinB. Jarwin DAL,,21,32,27.7,2.9
39,,C.J. UzomahC. Uzomah CIN,,24,51,39.7,7.6
40,,Will DisslyW. Dissly SEA,,29,67,41.4,10.7
41,,Jason WittenJ. Witten DAL,,7,32,23.4,8.9
42,,Dan ArnoldD. Arnold NO,,31,61,39.5,9.9
43,,Jordan ThomasJ. Thomas HOU,,32,60,44.5,7.6
44,,Tyler HigbeeT. Higbee LAR,,27,55,45.0,7.6
45,,Ryan GriffinR. Griffin HOU,,40,50,46.3,2.7
46,,Vernon DavisV. Davis WAS,,34,62,46.8,7.3
47,,Jesse JamesJ. James PIT,,37,60,48.2,7.0
48,,Josh HillJ. Hill NO,,39,58,51.0,4.3
Tier 8,
49,,Michael RobertsM. Roberts DET,,36,56,45.8,6.9
50,,Demetrius HarrisD. Harris KC,,36,55,47.2,6.4
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jeff HeuermanJ. Heuerman DEN,,42,66,49.6,8.6
52,,Ed DicksonE. Dickson SEA,,46,65,51.6,7.1
53,,Jordan AkinsJ. Akins HOU,,44,71,53.6,9.2
54,,Anthony FirkserA. Firkser TEN,,44,73,57.2,9.4
55,,Antonio GatesA. Gates LAC,,47,75,58.6,9.8
56,,Geoff SwaimG. Swaim DAL,,27,77,59.2,15.9
57,,Maxx WilliamsM. Williams BAL,,55,67,59.8,4.1
58,,Garrett CelekG. Celek SF,,51,78,61.2,10.2
59,,Tyler KroftT. Kroft CIN,,47,76,61.4,9.3
60,,Nick BoyleN. Boyle BAL,,50,71,61.6,8.1
61,,Jason CroomJ. Croom BUF,,57,73,62.8,5.6
62,,Virgil GreenV. Green LAC,,47,83,64.4,11.8
63,,Jordan LeggettJ. Leggett NYJ,,50,70,58.0,7.3
64,,Nick O'LearyN. O'Leary MIA,,57,75,65.2,7.2
65,,Jermaine GreshamJ. Gresham ARI,,41,84,65.8,19.5
66,,Rhett EllisonR. Ellison NYG,,44,79,59.8,12.6
67,,Erik SwoopeE. Swoope FA,,51,66,60.3,5.8
68,,Levine ToiloloL. Toilolo DET,,50,84,67.0,11.3
69,,Mo Alie-CoxM. Alie-Cox IND,,58,85,67.4,9.8
Tier 9,
70,,Lee SmithL. Smith OAK,,43,76,63.0,12.2
71,,James O'ShaughnessyJ. O'Shaughnessy JAC,,52,72,64.8,7.7
72,,Dalton SchultzD. Schultz DAL,,60,82,70.4,8.5
73,,Troy FumagalliT. Fumagalli DEN,,53,81,68.3,10.5
74,,A.J. DerbyA. Derby MIA,,67,71,69.0,1.6
75,,Seth DeValveS. DeValve CLE,,54,76,64.0,9.1
76,,Jacob HollisterJ. Hollister NE,,52,79,64.7,11.1
77,,Benjamin WatsonB. Watson NO,,45,62,53.5,8.5
78,,Robert TonyanR. Tonyan GB,,57,85,73.0,10.3
79,,Jeremy SprinkleJ. Sprinkle WAS,,55,78,69.7,10.4
80,,Rico GathersR. Gathers DAL,,62,88,78.8,11.1
81,,Luke StockerL. Stocker TEN,,42,98,78.8,21.7
Tier 10,
82,,Lance KendricksL. Kendricks GB,,63,88,81.0,10.4
83,,MyCole PruittM. Pruitt TEN,,70,91,82.0,7.8
84,,Matt LengelM. Lengel CIN,,69,78,73.5,4.5
85,,Eric TomlinsonE. Tomlinson NYJ,,75,85,79.7,4.1
86,,Dion SimsD. Sims FA,,66,99,84.5,12.0
87,,Neal SterlingN. Sterling NYJ,,71,94,81.7,9.5
88,,Eric SaubertE. Saubert ATL,,73,80,76.5,3.5
89,,Brian ParkerB. Parker DEN,,74,82,78.0,4.0
90,,Tyler ConklinT. Conklin NE,,75,83,79.0,4.0
91,,Antony AuclairA. Auclair TB,,77,96,85.3,7.9
92,,Chris ManhertzC. Manhertz CAR,,77,92,84.5,7.5
93,,Darren FellsD. Fells CLE,,90,90,90.0,0.0
