Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,6,2.0,0.8,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,10,2.2,1.7,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,9,3.7,1.4,4.0,+1.0
4,,Michael ThomasM. Thomas NO,9,1,9,4.3,1.5,3.0,-1.0
Tier 2,
5,,Odell Beckham Jr.O. Beckham CLE,7,1,12,5.0,1.8,5.0,0.0
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,13,5.2,2.1,6.0,0.0
7,,Tyreek HillT. Hill KC,12,4,10,7.6,1.9,7.0,0.0
8,,Mike EvansM. Evans TB,7,3,15,8.4,1.4,9.0,+1.0
9,,Keenan AllenK. Allen LAC,12,5,17,9.1,2.0,11.0,+2.0
Tier 3,
10,,Antonio BrownA. Brown OAK,6,5,21,10.3,2.8,8.0,-2.0
11,,Adam ThielenA. Thielen MIN,12,4,22,11.8,2.2,10.0,-1.0
12,,Stefon DiggsS. Diggs MIN,12,7,20,12.2,2.1,13.0,+1.0
13,,Amari CooperA. Cooper DAL,8,4,23,13.7,2.9,12.0,-1.0
14,,Julian EdelmanJ. Edelman NE,10,8,29,15.5,3.6,14.0,0.0
15,,Brandin CooksB. Cooks LAR,9,9,29,15.8,2.7,16.0,+1.0
16,,Robert WoodsR. Woods LAR,9,8,27,15.9,3.0,17.0,+1.0
Tier 4,
17,,Chris GodwinC. Godwin TB,7,7,32,17.1,3.6,20.0,+3.0
18,,Kenny GolladayK. Golladay DET,5,12,39,19.2,3.8,18.0,0.0
19,,Tyler LockettT. Lockett SEA,11,12,39,20.4,4.7,19.0,0.0
20,,T.Y. HiltonT. Hilton IND,6,17,39,21.8,4.3,15.0,-5.0
21,,Cooper KuppC. Kupp LAR,9,11,39,22.0,4.1,21.0,0.0
22,,Tyler BoydT. Boyd CIN,9,12,50,22.9,3.8,22.0,0.0
23,,D.J. MooreD. Moore CAR,7,12,53,25.2,4.9,25.0,+2.0
24,,Calvin RidleyC. Ridley ATL,9,14,41,25.3,4.1,23.0,-1.0
25,,Allen RobinsonA. Robinson CHI,6,17,50,25.7,5.0,29.0,+4.0
26,,Alshon JefferyA. Jeffery PHI,10,13,40,25.9,4.0,30.0,+4.0
Tier 5,
27,,Mike WilliamsM. Williams LAC,12,13,40,28.2,4.9,24.0,-3.0
28,,Jarvis LandryJ. Landry CLE,7,11,50,28.4,5.1,26.0,-2.0
29,,Robby AndersonR. Anderson NYJ,4,17,52,30.9,5.1,31.0,+2.0
30,,A.J. GreenA. Green CIN,9,15,49,31.1,7.7,27.0,-3.0
31,,Josh GordonJ. Gordon NE,10,18,61,31.7,7.0,28.0,-3.0
32,,Dede WestbrookD. Westbrook JAC,10,12,58,32.6,7.4,36.0,+4.0
33,,Christian KirkC. Kirk ARI,12,20,55,33.7,5.7,35.0,+2.0
34,,Corey DavisC. Davis TEN,11,18,53,34.7,5.9,34.0,0.0
35,,Sammy WatkinsS. Watkins KC,12,19,56,35.0,5.2,33.0,-2.0
36,,Curtis SamuelC. Samuel CAR,7,23,70,35.6,5.8,41.0,+5.0
37,,Will FullerW. Fuller HOU,10,22,66,36.3,5.5,32.0,-5.0
38,,Sterling ShepardS. Shepard NYG,11,25,57,36.6,5.6,37.0,-1.0
Tier 6,
39,,Marvin JonesM. Jones DET,5,28,62,38.2,4.8,40.0,+1.0
40,,Larry FitzgeraldL. Fitzgerald ARI,12,23,58,39.2,6.0,39.0,-1.0
41,,Dante PettisD. Pettis SF,4,21,63,40.6,6.6,43.0,+2.0
42,,Emmanuel SandersE. Sanders DEN,10,23,69,43.5,9.4,38.0,-4.0
43,,Geronimo AllisonG. Allison GB,11,31,65,45.0,6.4,45.0,+2.0
44,,Courtland SuttonC. Sutton DEN,10,30,60,45.0,5.9,42.0,-2.0
45,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,29,79,47.0,7.7,44.0,-1.0
46,,Michael GallupM. Gallup DAL,8,34,88,49.4,7.6,48.0,+2.0
47,,Donte MoncriefD. Moncrief PIT,7,27,82,50.3,8.3,49.0,+2.0
48,,Anthony MillerA. Miller CHI,6,36,75,49.2,7.6,52.0,+4.0
49,,DeSean JacksonD. Jackson PHI,10,37,77,50.7,6.6,47.0,-2.0
50,,Jamison CrowderJ. Crowder NYJ,4,35,75,51.7,8.5,53.0,+3.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Golden TateG. Tate NYG,11,33,92,51.7,8.7,50.0,-1.0
52,,John BrownJ. Brown BUF,6,26,74,53.8,6.7,56.0,+4.0
53,,Keke CouteeK. Coutee HOU,10,30,70,49.5,6.9,55.0,+2.0
54,,Tyrell WilliamsT. Williams OAK,6,26,87,53.3,9.7,54.0,0.0
Tier 7,
55,,James WashingtonJ. Washington PIT,7,37,93,57.1,10.4,46.0,-9.0
56,,DaeSean HamiltonD. Hamilton DEN,10,40,88,58.4,9.0,72.0,+16.0
57,,Kenny StillsK. Stills HOU,10,28,110,62.4,10.9,66.0,+9.0
58,,Albert WilsonA. Wilson MIA,5,34,94,63.1,11.8,73.0,+15.0
59,,Mohamed SanuM. Sanu ATL,9,38,95,63.5,9.6,58.0,-1.0
60,,Adam HumphriesA. Humphries TEN,11,33,127,62.9,11.8,61.0,+1.0
61,,D.K. MetcalfD. Metcalf SEA,11,38,93,63.6,9.1,51.0,-10.0
62,,Marquise GoodwinM. Goodwin SF,4,50,118,66.4,12.1,67.0,+5.0
63,,Devante ParkerD. Parker MIA,5,36,94,66.5,9.7,76.0,+13.0
64,,Tre'Quan SmithT. Smith NO,9,35,95,67.0,8.1,65.0,+1.0
65,,Deebo SamuelD. Samuel SF,4,34,96,65.8,12.1,62.0,-3.0
66,,Devin FunchessD. Funchess IND,6,61,100,70.5,7.6,59.0,-7.0
67,,Quincy EnunwaQ. Enunwa NYJ,4,44,107,68.6,10.6,82.0,+15.0
Tier 8,
68,,Marquise BrownM. Brown BAL,8,34,108,73.7,11.8,63.0,-5.0
69,,Zay JonesZ. Jones BUF,6,47,112,74.7,12.6,79.0,+10.0
70,,Mecole HardmanM. Hardman KC,12,44,132,76.6,14.1,60.0,-10.0
71,,Randall CobbR. Cobb DAL,8,47,109,78.4,11.0,70.0,-1.0
72,,Trey QuinnT. Quinn WAS,10,43,112,72.8,14.2,91.0,+19.0
73,,N'Keal HarryN. Harry NE,10,28,121,71.7,19.6,57.0,-16.0
74,,Parris CampbellP. Campbell IND,6,66,99,78.1,8.2,71.0,-3.0
75,,Ted GinnT. Ginn NO,9,56,111,81.0,11.3,69.0,-6.0
76,,Robert FosterR. Foster BUF,6,26,117,78.7,17.6,86.0,+10.0
77,,A.J. BrownA. Brown TEN,11,33,102,78.5,10.9,77.0,0.0
78,,Taylor GabrielT. Gabriel CHI,6,58,109,77.6,11.6,75.0,-3.0
79,,Marqise LeeM. Lee JAC,10,45,124,81.8,14.0,80.0,+1.0
80,,D.J. CharkD. Chark JAC,10,34,133,82.2,12.4,103.0,+23.0
81,,Cole BeasleyC. Beasley BUF,6,46,113,79.1,15.8,64.0,-17.0
82,,Nelson AgholorN. Agholor PHI,10,46,110,82.1,10.1,74.0,-8.0
83,,Rashard HigginsR. Higgins CLE,7,41,112,82.2,14.0,92.0,+9.0
84,,Andy IsabellaA. Isabella ARI,12,47,126,82.5,13.1,81.0,-3.0
85,,David MooreD. Moore SEA,11,43,115,82.6,11.7,101.0,+16.0
86,,Paul RichardsonP. Richardson WAS,10,57,120,84.9,13.0,85.0,-1.0
87,,John RossJ. Ross CIN,9,58,115,85.9,12.9,102.0,+15.0
88,,Danny AmendolaD. Amendola DET,5,60,125,88.1,12.0,90.0,+2.0
89,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,10,48,130,89.4,13.6,78.0,-11.0
