Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.1,1.0,0.0
2,,George KittleG. Kittle SF,4,1,5,2.3,0.7,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,5,2.9,0.6,2.0,-1.0
Tier 2,
4,,Evan EngramE. Engram NYG,11,2,11,4.7,1.1,5.0,+1.0
5,,O.J. HowardO. Howard TB,7,2,9,5.0,1.0,4.0,-1.0
6,,Hunter HenryH. Henry LAC,12,2,12,5.7,1.2,6.0,0.0
7,,Jared CookJ. Cook NO,9,1,17,8.0,1.9,7.0,0.0
8,,Vance McDonaldV. McDonald PIT,7,4,21,8.7,2.1,8.0,0.0
9,,David NjokuD. Njoku CLE,7,4,19,9.6,2.3,10.0,+1.0
Tier 3,
10,,Austin HooperA. Hooper ATL,9,4,20,10.4,2.5,11.0,+1.0
11,,Delanie WalkerD. Walker TEN,11,6,26,11.7,2.7,12.0,+1.0
12,,Eric EbronE. Ebron IND,6,5,27,14.4,3.8,9.0,-3.0
13,,Mark AndrewsM. Andrews BAL,8,7,30,14.5,4.2,17.0,+4.0
14,,Trey BurtonT. Burton CHI,6,9,31,16.2,3.6,14.0,0.0
15,,Kyle RudolphK. Rudolph MIN,12,9,31,17.2,3.5,13.0,-2.0
16,,Jack DoyleJ. Doyle IND,6,8,39,17.6,4.5,20.0,+4.0
17,,Jordan ReedJ. Reed WAS,10,8,29,17.9,4.1,18.0,+1.0
18,,Jimmy GrahamJ. Graham GB,11,5,34,17.8,3.9,19.0,+1.0
19,,Greg OlsenG. Olsen CAR,7,8,30,17.9,3.8,15.0,-4.0
Tier 4,
20,,T.J. HockensonT. Hockenson DET,5,8,45,19.2,5.5,16.0,-4.0
21,,Chris Herndon IVC. Herndon NYJ,4,12,43,21.4,4.0,26.0,+5.0
22,,Dallas GoedertD. Goedert PHI,10,11,36,22.0,3.5,23.0,+1.0
23,,Noah FantN. Fant DEN,10,8,38,22.2,4.0,22.0,-1.0
24,,Darren WallerD. Waller OAK,6,7,54,18.4,6.5,25.0,+1.0
25,,Tyler EifertT. Eifert CIN,9,11,39,25.2,4.0,24.0,-1.0
26,,Mike GesickiM. Gesicki MIA,5,14,36,25.4,4.1,28.0,+2.0
27,,Gerald EverettG. Everett LAR,9,14,42,27.4,3.9,30.0,+3.0
28,,Jason WittenJ. Witten DAL,8,15,50,29.0,4.5,21.0,-7.0
Tier 5,
29,,Ian ThomasI. Thomas CAR,7,21,52,30.8,4.3,31.0,+2.0
30,,Cameron BrateC. Brate TB,7,21,46,31.0,4.1,32.0,+2.0
31,,Will DisslyW. Dissly SEA,11,12,52,31.6,6.1,34.0,+3.0
32,,Hayden HurstH. Hurst BAL,8,25,46,33.5,4.2,49.0,+17.0
33,,Charles ClayC. Clay ARI,12,20,55,36.5,5.9,65.0,+32.0
34,,Nick VannettN. Vannett PIT,7,24,60,38.8,6.5,56.0,+22.0
35,,Irv Smith Jr.I. Smith MIN,12,22,51,36.3,5.0,27.0,-8.0
36,,Geoff SwaimG. Swaim JAC,10,18,52,34.2,7.1,39.0,+3.0
37,,Matt LaCosseM. LaCosse NE,10,19,70,36.0,7.2,33.0,-4.0
38,,Benjamin WatsonB. Watson NE,10,22,52,36.1,5.5,29.0,-9.0
Tier 6,
39,,Ricky Seals-JonesR. Seals-Jones CLE,7,24,84,38.2,9.6,47.0,+8.0
40,,Vernon DavisV. Davis WAS,10,26,64,39.2,6.9,38.0,-2.0
41,,C.J. UzomahC. Uzomah CIN,9,21,54,38.8,6.1,41.0,0.0
42,,Jonnu SmithJ. Smith TEN,11,29,49,40.5,4.2,51.0,+9.0
43,,Blake JarwinB. Jarwin DAL,8,27,61,41.3,6.8,35.0,-8.0
44,,Jesse JamesJ. James DET,5,27,52,41.6,5.3,37.0,-7.0
