Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,9,1.1,0.3,1.0,0.0
2,,Los Angeles (LAR)LAR DST,9,2,14,3.9,1.5,2.0,0.0
3,,Jacksonville (JAC)JAC DST,10,2,14,4.0,2.1,3.0,0.0
Tier 2,
4,,Baltimore (BAL)BAL DST,8,1,15,4.8,3.8,4.0,0.0
5,,Minnesota (MIN)MIN DST,12,2,14,6.1,2.0,5.0,0.0
6,,Los Angeles (LAC)LAC DST,12,2,17,6.5,3.4,8.0,+2.0
7,,Houston (HOU)HOU DST,10,3,22,7.5,3.0,6.0,-1.0
Tier 3,
8,,New Orleans (NO)NO DST,9,3,17,9.5,2.5,9.0,+1.0
9,,Cleveland (CLE)CLE DST,7,5,26,9.6,3.0,7.0,-2.0
10,,Denver (DEN)DEN DST,10,7,21,10.8,2.5,10.0,0.0
11,,New England (NE)NE DST,10,6,21,12.5,2.9,11.0,0.0
12,,Buffalo (BUF)BUF DST,6,5,28,13.8,4.9,16.0,+4.0
13,,Dallas (DAL)DAL DST,8,4,24,13.8,3.6,12.0,-1.0
14,,Philadelphia (PHI)PHI DST,10,2,27,14.1,4.0,13.0,-1.0
Tier 4,
15,,Seattle (SEA)SEA DST,11,3,26,15.1,3.4,18.0,+3.0
16,,Pittsburgh (PIT)PIT DST,7,1,29,16.3,4.3,19.0,+3.0
17,,Tennessee (TEN)TEN DST,11,11,28,17.3,4.2,20.0,+3.0
18,,Indianapolis (IND)IND DST,6,4,31,18.3,5.6,15.0,-3.0
19,,Kansas City (KC)KC DST,12,4,31,18.6,5.3,14.0,-5.0
20,,Green Bay (GB)GB DST,11,8,27,19.9,4.1,21.0,+1.0
21,,Atlanta (ATL)ATL DST,9,10,31,20.8,4.2,17.0,-4.0
22,,Carolina (CAR)CAR DST,7,15,30,21.1,3.3,23.0,+1.0
Tier 5,
23,,New York (NYJ)NYJ DST,4,8,26,21.8,4.2,24.0,+1.0
24,,Arizona (ARI)ARI DST,12,11,28,23.1,2.9,29.0,+5.0
25,,Washington (WAS)WAS DST,10,10,32,23.3,4.2,26.0,+1.0
26,,San Francisco (SF)SF DST,4,8,32,24.5,5.1,25.0,-1.0
27,,Detroit (DET)DET DST,5,9,30,25.5,2.0,22.0,-5.0
28,,New York (NYG)NYG DST,11,15,32,27.0,3.8,28.0,0.0
29,,Miami (MIA)MIA DST,5,8,32,28.6,2.9,27.0,-2.0
30,,Tampa Bay (TB)TB DST,7,24,32,29.2,2.0,30.0,0.0
31,,Cincinnati (CIN)CIN DST,9,21,31,29.1,1.8,,
32,,Oakland (OAK)OAK DST,6,20,32,30.1,2.8,,
