Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Christian McCaffreyC. McCaffrey CAR,,1,1,1.0,0.0
2,,Saquon BarkleyS. Barkley NYG,,2,4,2.1,0.3
3,,Ezekiel ElliottE. Elliott DAL,,2,5,3.3,0.6
4,,Dalvin CookD. Cook MIN,,2,6,4.0,0.6
Tier 2,
5,,Alvin KamaraA. Kamara NO,,3,9,5.5,1.2
6,,Aaron JonesA. Jones GB,,5,11,7.2,1.4
7,,Derrick HenryD. Henry TEN,,3,12,7.3,1.7
8,,Joe MixonJ. Mixon CIN,,3,16,7.9,2.0
Tier 3,
9,,Nick ChubbN. Chubb CLE,,6,14,9.7,2.0
10,,Leonard FournetteL. Fournette JAC,,6,18,10.1,1.9
11,,Austin EkelerA. Ekeler LAC,,5,18,11.2,2.8
12,,Josh JacobsJ. Jacobs LV,,9,17,11.4,1.4
13,,Todd GurleyT. Gurley LAR,,9,23,13.9,2.5
14,,Miles SandersM. Sanders PHI,,9,18,14.2,2.0
Tier 4,
15,,Kenyan DrakeK. Drake ARI,,9,31,16.7,3.2
16,,Chris CarsonC. Carson SEA,,11,23,16.7,2.6
17,,Melvin GordonM. Gordon LAC,,11,29,17.7,3.4
18,,Le'Veon BellL. Bell NYJ,,10,28,17.9,3.1
19,,Mark Ingram IIM. Ingram BAL,,13,32,18.9,2.7
20,,Devin SingletaryD. Singletary BUF,,14,25,19.6,2.6
21,,Kerryon JohnsonK. Johnson DET,,13,29,21.9,3.6
22,,Marlon MackM. Mack IND,,16,27,22.4,2.5
23,,James ConnerJ. Conner PIT,,14,33,23.7,3.1
24,,Phillip LindsayP. Lindsay DEN,,13,34,24.1,2.3
Tier 5,
25,,James WhiteJ. White NE,,20,30,26.0,2.0
26,,David MontgomeryD. Montgomery CHI,,18,33,26.8,2.5
27,,Kareem HuntK. Hunt CLE,,17,42,26.9,3.1
28,,Damien WilliamsD. Williams KC,,10,34,28.4,3.6
29,,Devonta FreemanD. Freeman ATL,,20,54,30.0,3.3
30,,Derrius GuiceD. Guice WAS,,21,37,30.0,2.8
31,,Ronald Jones IIR. Jones TB,,22,58,31.3,3.0
32,,Tarik CohenT. Cohen CHI,,30,54,33.3,2.1
33,,David JohnsonD. Johnson ARI,,20,48,35.3,3.9
