Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,,1,3,1.5,0.6
2,,Ezekiel ElliottE. Elliott DAL,,1,6,2.9,1.1
3,,Todd GurleyT. Gurley LAR,,1,16,3.0,2.2
4,,Christian McCaffreyC. McCaffrey CAR,,2,10,4.0,1.1
5,,Alvin KamaraA. Kamara NO,,2,9,4.5,1.1
Tier 2,
6,,Melvin GordonM. Gordon LAC,,4,8,5.6,0.7
7,,James ConnerJ. Conner PIT,,3,12,8.0,1.6
8,,Le'Veon BellL. Bell NYJ,,5,14,8.8,1.9
Tier 3,
9,,Joe MixonJ. Mixon CIN,,6,14,9.5,1.2
10,,Nick ChubbN. Chubb CLE,,7,18,10.0,2.4
11,,David JohnsonD. Johnson ARI,,7,18,10.8,1.9
12,,Dalvin CookD. Cook MIN,,6,15,11.1,2.0
13,,Aaron JonesA. Jones GB,,9,20,13.5,2.0
14,,Leonard FournetteL. Fournette JAC,,10,24,15.2,2.6
15,,Sony MichelS. Michel NE,,13,23,15.5,1.9
Tier 4,
16,,Marlon MackM. Mack IND,,13,26,16.4,2.1
17,,Chris CarsonC. Carson SEA,,14,29,18.3,2.5
18,,Phillip LindsayP. Lindsay DEN,,12,28,18.8,2.2
19,,Kerryon JohnsonK. Johnson DET,,8,30,19.6,2.1
20,,Derrick HenryD. Henry TEN,,12,26,19.7,2.5
21,,Damien WilliamsD. Williams KC,,6,37,21.3,6.7
22,,Devonta FreemanD. Freeman ATL,,16,31,21.5,2.1
23,,Derrius GuiceD. Guice WAS,,16,34,22.5,3.0
24,,Tarik CohenT. Cohen CHI,,16,29,23.8,2.4
Tier 5,
25,,Mark IngramM. Ingram BAL,,15,37,26.8,3.5
26,,Lamar MillerL. Miller HOU,,19,35,26.8,3.6
27,,Jerick McKinnonJ. McKinnon SF,,22,38,27.4,4.0
28,,Jordan HowardJ. Howard CHI,,25,36,28.5,3.2
29,,James WhiteJ. White NE,,17,38,29.1,2.6
30,,Kenyan DrakeK. Drake MIA,,23,39,30.3,3.1
31,,Tevin ColemanT. Coleman SF,,20,40,30.5,3.3
32,,LeSean McCoyL. McCoy BUF,,27,41,32.0,3.4
33,,Rashaad PennyR. Penny SEA,,31,43,34.5,3.2
34,,Matt BreidaM. Breida SF,,23,51,35.9,5.4
35,,Royce FreemanR. Freeman DEN,,28,50,37.4,3.9
Tier 6,
36,,Kenneth DixonK. Dixon BAL,,32,56,40.3,5.0
37,,Jay AjayiJ. Ajayi FA,,22,62,41.4,6.7
38,,Gus EdwardsG. Edwards BAL,,31,61,42.3,6.9
39,,Dion LewisD. Lewis TEN,,34,55,42.3,3.6
40,,Elijah McGuireE. McGuire NYJ,,30,63,39.8,7.2
41,,Kareem HuntK. Hunt CLE,,31,58,41.3,5.5
42,,Nyheim HinesN. Hines IND,,34,54,44.6,3.9
43,,Rex BurkheadR. Burkhead NE,,33,67,45.5,6.3
44,,Latavius MurrayL. Murray NO,,25,58,45.8,7.0
45,,Duke JohnsonD. Johnson CLE,,43,60,48.5,5.1
46,,Josh AdamsJ. Adams PHI,,28,57,45.7,4.4
47,,Ronald Jones IIR. Jones TB,,37,71,49.0,6.2
48,,D'Onta ForemanD. Foreman HOU,,38,65,50.6,6.5
49,,Austin EkelerA. Ekeler LAC,,33,62,50.6,5.9
50,,Ito SmithI. Smith ATL,,29,62,51.3,6.6
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Chris ThompsonC. Thompson WAS,,35,64,53.6,5.2
52,,Isaiah CrowellI. Crowell FA,,39,75,53.6,7.3
53,,Jamaal WilliamsJ. Williams GB,,44,67,54.7,4.9
Tier 7,
54,,C.J. AndersonC. Anderson LAR,,37,68,56.8,6.5
55,,Peyton BarberP. Barber FA,,35,69,57.4,6.2
56,,Carlos HydeC. Hyde KC,,33,70,58.8,8.8
57,,Adrian PetersonA. Peterson WAS,,38,72,59.0,5.9
58,,T.J. YeldonT. Yeldon FA,,48,76,59.1,5.4
59,,Kalen BallageK. Ballage MIA,,45,71,61.9,5.1
60,,Doug MartinD. Martin FA,,41,73,56.8,6.5
61,,Spencer WareS. Ware FA,,39,71,58.5,5.4
62,,Giovani BernardG. Bernard CIN,,47,73,63.3,5.4
63,,Jalen RichardJ. Richard FA,,47,74,64.7,5.1
64,,Jaylen SamuelsJ. Samuels PIT,,31,72,56.7,8.1
65,,Alex CollinsA. Collins FA,,42,100,59.9,13.1
66,,Mike DavisM. Davis CHI,,33,77,66.2,6.6
67,,Frank GoreF. Gore BUF,,40,83,67.1,6.3
68,,Chase EdmondsC. Edmonds ARI,,59,78,69.5,3.5
69,,Jordan WilkinsJ. Wilkins IND,,55,79,70.9,3.2
Tier 8,
70,,Malcolm BrownM. Brown FA,,64,92,71.3,5.2
71,,Corey ClementC. Clement PHI,,66,82,72.0,3.7
72,,Justin JacksonJ. Jackson LAC,,66,81,72.7,3.2
73,,Theo RiddickT. Riddick DET,,55,84,75.0,5.1
74,,Wendell SmallwoodW. Smallwood PHI,,46,87,75.2,7.0
75,,John KellyJ. Kelly LAR,,50,82,73.2,3.5
76,,Bilal PowellB. Powell FA,,52,102,77.2,7.9
77,,Devontae BookerD. Booker DEN,,76,88,80.3,3.7
78,,Cordarrelle PattersonC. Patterson CHI,,41,94,78.7,7.6
79,,Jeff WilsonJ. Wilson SF,,64,89,79.5,4.3
80,,Rod SmithR. Smith FA,,69,101,80.4,6.1
81,,Wayne GallmanW. Gallman NYG,,64,94,83.2,4.7
82,,Mark WaltonM. Walton CIN,,71,104,83.2,5.9
83,,Javorius AllenJ. Allen FA,,78,108,84.4,6.4
84,,LeGarrette BlountL. Blount FA,,72,111,86.3,7.2
85,,Chris IvoryC. Ivory BUF,,82,94,86.4,2.5
86,,Ty MontgomeryT. Montgomery FA,,72,103,86.2,5.0
87,,Alfred BlueA. Blue FA,,82,111,90.9,5.8
88,,Ameer AbdullahA. Abdullah FA,,77,111,89.3,7.6
89,,Trenton CannonT. Cannon NYJ,,56,100,91.2,4.2
90,,Corey GrantC. Grant FA,,82,99,89.6,3.3
