Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
29,,Leonard FournetteL. Fournette JAC,RB13,10,18,60,31.8,10.1,30.0,+1.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,20,37,32.5,2.3,29.0,-1.0
31,,Damien WilliamsD. Williams KC,RB14,12,14,80,32.7,14.6,31.0,0.0
Tier 4,
32,,Patrick MahomesP. Mahomes KC,QB1,12,24,91,35.1,15.0,20.0,-12.0
33,,Robert WoodsR. Woods LAR,WR15,9,28,65,35.7,3.2,43.0,+10.0
34,,Julian EdelmanJ. Edelman NE,WR16,10,23,65,35.8,6.6,45.0,+11.0
35,,Marlon MackM. Mack IND,RB15,6,18,80,37.0,10.8,36.0,+1.0
36,,Brandin CooksB. Cooks LAR,WR17,9,29,55,37.1,4.1,39.0,+3.0
37,,Kenny GolladayK. Golladay DET,WR18,5,20,90,37.9,4.7,40.0,+3.0
38,,Aaron JonesA. Jones GB,RB16,11,4,80,39.3,12.5,35.0,-3.0
39,,Cooper KuppC. Kupp LAR,WR19,9,33,67,42.0,6.6,46.0,+7.0
40,,Chris GodwinC. Godwin TB,WR20,7,28,79,42.4,6.9,50.0,+10.0
41,,Devonta FreemanD. Freeman ATL,RB17,9,18,83,43.9,10.1,33.0,-8.0
42,,Derrick HenryD. Henry TEN,RB18,11,19,76,45.2,10.3,37.0,-5.0
43,,Alshon JefferyA. Jeffery PHI,WR21,10,34,73,46.9,7.6,72.0,+29.0
44,,Sammy WatkinsS. Watkins KC,WR22,12,16,82,47.3,11.2,61.0,+17.0
45,,Tyler LockettT. Lockett SEA,WR23,11,34,75,47.3,9.3,59.0,+14.0
46,,Andrew LuckA. Luck IND,QB2,6,24,80,47.4,11.1,44.0,-2.0
Tier 5,
47,,Kerryon JohnsonK. Johnson DET,RB19,5,23,112,49.3,10.6,32.0,-15.0
48,,Deshaun WatsonD. Watson HOU,QB3,10,24,77,50.9,8.8,60.0,+12.0
49,,D.J. MooreD. Moore CAR,WR24,7,37,75,51.3,8.5,57.0,+8.0
50,,Aaron RodgersA. Rodgers GB,QB4,11,24,74,51.5,6.7,51.0,+1.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Phillip LindsayP. Lindsay DEN,RB20,10,21,84,52.9,12.0,41.0,-10.0
52,,Allen RobinsonA. Robinson CHI,WR25,6,34,96,53.7,14.0,71.0,+19.0
53,,Sony MichelS. Michel NE,RB21,10,19,98,53.9,14.2,38.0,-15.0
54,,Calvin RidleyC. Ridley ATL,WR26,9,32,102,55.5,9.2,47.0,-7.0
55,,O.J. HowardO. Howard TB,TE4,7,15,78,57.2,12.6,56.0,+1.0
56,,Jarvis LandryJ. Landry CLE,WR27,7,32,99,58.2,13.8,58.0,+2.0
57,,Kenyan DrakeK. Drake MIA,RB22,5,18,110,58.4,18.3,53.0,-4.0
58,,Chris CarsonC. Carson SEA,RB23,11,27,98,61.5,15.4,55.0,-3.0
59,,Mark IngramM. Ingram BAL,RB24,8,19,85,62.0,12.7,52.0,-7.0
60,,Tyler BoydT. Boyd CIN,WR28,9,35,97,62.7,13.3,63.0,+3.0
61,,Tarik CohenT. Cohen CHI,RB25,6,29,100,63.6,11.5,48.0,-13.0
62,,Hunter HenryH. Henry LAC,TE5,12,15,93,63.7,10.4,70.0,+8.0
63,,Josh JacobsJ. Jacobs OAK,RB26,6,14,332,64.5,58.1,42.0,-21.0
64,,James WhiteJ. White NE,RB27,10,23,123,64.6,17.9,54.0,-10.0
65,,Robby AndersonR. Anderson NYJ,WR29,4,38,124,65.2,14.0,78.0,+13.0
66,,Baker MayfieldB. Mayfield CLE,QB5,7,24,131,66.1,13.4,68.0,+2.0
67,,Evan EngramE. Engram NYG,TE6,11,53,106,67.6,10.9,64.0,-3.0
68,,Corey DavisC. Davis TEN,WR30,11,37,138,68.1,17.6,77.0,+9.0
69,,Mike WilliamsM. Williams LAC,WR31,12,45,88,68.2,8.3,67.0,-2.0
Tier 6,
70,,Lamar MillerL. Miller HOU,RB28,10,52,112,73.8,11.0,76.0,+6.0
71,,Russell WilsonR. Wilson SEA,QB6,11,24,167,75.5,21.7,74.0,+3.0
72,,Marvin JonesM. Jones DET,WR32,5,49,102,75.8,9.8,98.0,+26.0
73,,Dante PettisD. Pettis SF,WR33,4,55,141,79.7,10.9,84.0,+11.0
74,,Will FullerW. Fuller HOU,WR34,10,48,160,79.7,10.4,75.0,+1.0
75,,Eric EbronE. Ebron IND,TE7,6,63,127,79.7,12.8,65.0,-10.0
76,,Matt RyanM. Ryan ATL,QB7,9,50,121,80.8,17.4,69.0,-7.0
77,,Sterling ShepardS. Shepard NYG,WR35,11,48,157,81.1,15.8,94.0,+17.0
78,,Golden TateG. Tate NYG,WR36,11,41,129,82.2,14.0,96.0,+18.0
79,,Derrius GuiceD. Guice WAS,RB29,10,46,132,82.6,16.3,49.0,-30.0
80,,Jared CookJ. Cook NO,TE8,9,22,153,83.0,19.0,82.0,+2.0
81,,David MontgomeryD. Montgomery CHI,RB30,6,18,272,77.1,44.4,62.0,-19.0
82,,Cam NewtonC. Newton CAR,QB8,7,47,125,86.3,17.1,95.0,+13.0
83,,Tevin ColemanT. Coleman SF,RB31,4,56,188,86.6,17.0,73.0,-10.0
84,,Drew BreesD. Brees NO,QB9,9,54,167,87.5,19.9,86.0,+2.0
85,,Christian KirkC. Kirk ARI,WR37,12,57,223,89.3,16.8,91.0,+6.0
86,,Dede WestbrookD. Westbrook JAC,WR38,10,36,147,90.4,19.5,111.0,+25.0
87,,Courtland SuttonC. Sutton DEN,WR39,10,62,137,91.0,12.6,89.0,+2.0
88,,David NjokuD. Njoku CLE,TE9,7,53,135,91.3,16.9,81.0,-7.0
89,,Larry FitzgeraldL. Fitzgerald ARI,WR40,12,43,198,91.9,21.1,102.0,+13.0
90,,Latavius MurrayL. Murray NO,RB32,9,52,177,94.7,15.9,100.0,+10.0
91,,Carson WentzC. Wentz PHI,QB10,10,56,118,96.0,14.7,88.0,-3.0
92,,Jerick McKinnonJ. McKinnon SF,RB33,4,59,190,97.0,20.9,92.0,0.0
93,,Keke CouteeK. Coutee HOU,WR41,10,58,196,97.1,18.8,118.0,+25.0
94,,Jameis WinstonJ. Winston TB,QB11,7,50,125,97.5,14.4,103.0,+9.0
Tier 7,
95,,LeSean McCoyL. McCoy BUF,RB34,6,75,170,100.8,17.7,106.0,+11.0
96,,Rashaad PennyR. Penny SEA,RB35,11,60,134,100.9,15.5,80.0,-16.0
97,,Jared GoffJ. Goff LAR,QB12,9,68,148,102.1,13.5,87.0,-10.0
98,,Curtis SamuelC. Samuel CAR,WR42,7,81,198,103.0,15.5,135.0,+37.0
99,,Anthony MillerA. Miller CHI,WR43,6,75,217,109.4,27.0,132.0,+33.0
100,,Geronimo AllisonG. Allison GB,WR44,11,58,240,111.3,30.8,127.0,+27.0
101,,Vance McDonaldV. McDonald PIT,TE10,7,64,161,111.4,22.5,105.0,+4.0
102,,Jordan HowardJ. Howard PHI,RB36,10,61,187,113.2,23.9,83.0,-19.0
103,,Royce FreemanR. Freeman DEN,RB37,10,85,144,113.6,12.6,93.0,-10.0
104,,Delanie WalkerD. Walker TEN,TE11,11,69,246,113.6,29.9,141.0,+37.0
105,,Dion LewisD. Lewis TEN,RB38,11,66,181,113.9,22.8,124.0,+19.0
106,,Ben RoethlisbergerB. Roethlisberger PIT,QB13,7,77,163,114.1,17.7,99.0,-7.0
107,,Dak PrescottD. Prescott DAL,QB14,8,77,164,116.4,16.5,120.0,+13.0
108,,Trey BurtonT. Burton CHI,TE12,6,82,170,117.5,15.4,129.0,+21.0
109,,Austin HooperA. Hooper ATL,TE13,9,69,152,118.2,18.6,101.0,-8.0
110,,Nyheim HinesN. Hines IND,RB39,6,60,182,119.2,20.5,113.0,+3.0
111,,Philip RiversP. Rivers LAC,QB15,12,95,166,120.5,16.6,112.0,+1.0
112,,Michael GallupM. Gallup DAL,WR45,8,88,210,121.1,28.9,190.0,+78.0
113,,Ronald Jones IIR. Jones TB,RB40,7,71,195,121.4,28.7,110.0,-3.0
114,,Lamar JacksonL. Jackson BAL,QB16,8,54,186,123.3,22.8,131.0,+17.0
115,,Chris Herndon IVC. Herndon NYJ,TE14,4,69,153,124.6,17.3,137.0,+22.0
116,,Kyler MurrayK. Murray ARI,QB17,12,56,202,118.8,30.7,119.0,+3.0
117,,Miles SandersM. Sanders PHI,RB41,10,27,289,100.6,44.0,85.0,-32.0
118,,DeSean JacksonD. Jackson PHI,WR46,10,88,242,126.4,24.1,148.0,+30.0
119,,Mitch TrubiskyM. Trubisky CHI,QB18,6,68,184,126.8,17.6,121.0,+2.0
120,,Austin EkelerA. Ekeler LAC,RB42,12,76,193,128.9,24.4,104.0,-16.0
121,,Jack DoyleJ. Doyle IND,TE15,6,69,236,129.3,28.7,195.0,+74.0
122,,DaeSean HamiltonD. Hamilton DEN,WR47,10,58,242,130.4,33.2,157.0,+35.0
123,,Matt BreidaM. Breida SF,RB43,4,66,217,131.4,27.4,134.0,+11.0
Tier 8,
124,,N'Keal HarryN. Harry NE,WR48,10,37,270,115.7,44.4,90.0,-34.0
125,,Josh AllenJ. Allen BUF,QB19,6,68,171,133.9,22.1,130.0,+5.0
126,,John BrownJ. Brown BUF,WR49,6,45,220,134.3,25.6,171.0,+45.0
127,,Kenny StillsK. Stills MIA,WR50,5,39,261,135.3,31.9,177.0,+50.0
128,,James WashingtonJ. Washington PIT,WR51,7,62,267,135.4,41.0,108.0,-20.0
129,,Jordan ReedJ. Reed WAS,TE16,10,72,180,135.9,16.2,160.0,+31.0
130,,Ito SmithI. Smith ATL,RB44,9,80,207,137.7,25.5,122.0,-8.0
131,,Emmanuel SandersE. Sanders DEN,WR52,10,67,210,133.2,36.9,109.0,-22.0
132,,Robert FosterR. Foster BUF,WR53,6,55,247,138.8,38.6,166.0,+34.0
133,,Devin FunchessD. Funchess IND,WR54,6,96,229,139.0,31.3,151.0,+18.0
134,,Tom BradyT. Brady NE,QB20,10,103,174,142.4,16.6,116.0,-18.0
135,,Greg OlsenG. Olsen CAR,TE17,7,108,253,145.8,23.7,163.0,+28.0
136,,Duke JohnsonD. Johnson CLE,RB45,7,80,199,141.4,23.4,184.0,+48.0
137,,Jimmy GaroppoloJ. Garoppolo SF,QB21,4,94,197,147.5,18.9,117.0,-20.0
138,,D'Onta ForemanD. Foreman HOU,RB46,10,104,238,148.5,27.7,128.0,-10.0
139,,Kyle RudolphK. Rudolph MIN,TE18,12,106,258,149.6,23.4,136.0,-3.0
140,,Carlos HydeC. Hyde KC,RB47,12,83,245,151.0,36.8,125.0,-15.0
141,,Jimmy GrahamJ. Graham GB,TE19,11,104,255,152.1,27.8,156.0,+15.0
142,,Kirk CousinsK. Cousins MIN,QB22,12,95,200,147.1,18.7,114.0,-28.0
143,,Darrell HendersonD. Henderson LAR,RB48,9,46,374,139.5,63.9,139.0,-4.0
144,,Jamison CrowderJ. Crowder NYJ,WR55,4,97,223,145.1,29.9,180.0,+36.0
145,,Peyton BarberP. Barber TB,RB49,7,72,329,157.3,48.0,142.0,-3.0
146,,Tyrell WilliamsT. Williams OAK,WR56,6,49,231,160.0,41.1,146.0,0.0
147,,Adrian PetersonA. Peterson WAS,RB50,10,89,256,156.4,34.4,144.0,-3.0
148,,Kareem HuntK. Hunt CLE,RB51,7,98,272,152.2,32.0,79.0,-69.0
149,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR57,11,94,270,162.8,36.3,167.0,+18.0
150,,Marquise GoodwinM. Goodwin SF,WR58,4,101,268,158.6,42.2,192.0,+42.0
151,,Chris ThompsonC. Thompson WAS,RB52,10,91,257,155.5,24.7,178.0,+27.0
152,,Adam HumphriesA. Humphries TEN,WR59,11,81,319,161.9,48.7,201.0,+49.0
153,,Donte MoncriefD. Moncrief PIT,WR60,7,58,262,169.6,34.6,174.0,+21.0
154,,D.K. MetcalfD. Metcalf SEA,WR61,11,62,325,161.8,51.2,107.0,-47.0
155,,Mecole HardmanM. Hardman KC,WR62,12,55,313,151.6,46.4,97.0,-58.0
156,,Jamaal WilliamsJ. Williams GB,RB53,11,115,235,167.5,24.4,170.0,+14.0
Tier 9,
157,,Mohamed SanuM. Sanu ATL,WR63,9,107,285,172.0,32.1,226.0,+69.0
158,,Kalen BallageK. Ballage MIA,RB54,5,106,264,177.4,28.6,153.0,-5.0
159,,Matthew StaffordM. Stafford DET,QB23,5,118,202,168.3,16.2,150.0,-9.0
160,,Quincy EnunwaQ. Enunwa NYJ,WR64,4,109,247,173.9,28.9,245.0,+85.0
161,,Sam DarnoldS. Darnold NYJ,QB24,4,131,256,169.5,16.4,154.0,-7.0
162,,Derek CarrD. Carr OAK,QB25,6,118,241,174.8,18.1,152.0,-10.0
163,,Marqise LeeM. Lee JAC,WR65,10,79,262,175.0,35.7,223.0,+60.0
164,,C.J. AndersonC. Anderson DET,RB55,5,119,256,177.4,28.3,188.0,+24.0
165,,Chicago (CHI)CHI DST,DST1,6,139,248,145.5,23.0,158.0,-7.0
166,,Parris CampbellP. Campbell IND,WR66,6,82,262,163.8,40.3,115.0,-51.0
167,,Andy DaltonA. Dalton CIN,QB26,9,131,229,179.3,17.5,193.0,+26.0
168,,Devante ParkerD. Parker MIA,WR67,5,99,228,177.0,26.8,183.0,+15.0
169,,Dallas GoedertD. Goedert PHI,TE20,10,127,255,172.8,34.4,185.0,+16.0
170,,T.J. HockensonT. Hockenson DET,TE21,5,106,273,163.9,37.0,133.0,-37.0
171,,Mark AndrewsM. Andrews BAL,TE22,8,92,267,184.3,36.4,204.0,+33.0
172,,Albert WilsonA. Wilson MIA,WR68,5,74,271,180.4,39.7,205.0,+33.0
173,,Mike GesickiM. Gesicki MIA,TE23,5,94,335,184.0,41.6,222.0,+49.0
174,,Jacksonville (JAC)JAC DST,DST2,10,145,249,153.7,16.8,181.0,+7.0
175,,Tre'Quan SmithT. Smith NO,WR69,9,113,261,190.2,25.7,168.0,-7.0
176,,Noah FantN. Fant DEN,TE24,10,92,282,172.3,43.8,140.0,-36.0
177,,Marcus MariotaM. Mariota TEN,QB27,11,162,241,190.3,19.0,194.0,+17.0
178,,Taylor GabrielT. Gabriel CHI,WR70,6,148,231,190.8,22.5,253.0,+75.0
179,,Los Angeles (LAR)LAR DST,DST3,9,145,257,161.2,18.3,179.0,0.0
180,,Mike DavisM. Davis CHI,RB56,6,104,283,197.0,34.9,159.0,-21.0
181,,Baltimore (BAL)BAL DST,DST4,8,140,251,165.9,26.1,187.0,+6.0
182,,Jalen RichardJ. Richard OAK,RB57,6,89,280,188.1,46.6,198.0,+16.0
183,,Minnesota (MIN)MIN DST,DST5,12,151,256,167.7,19.8,196.0,+13.0
184,,Giovani BernardG. Bernard CIN,RB58,9,132,274,189.3,30.9,191.0,+7.0
185,,Zay JonesZ. Jones BUF,WR71,6,99,295,203.0,40.6,186.0,+1.0
186,,A.J. BrownA. Brown TEN,WR72,11,64,268,190.2,30.4,161.0,-25.0
187,,Antonio CallawayA. Callaway CLE,WR73,7,128,263,199.6,28.5,202.0,+15.0
188,,Los Angeles (LAC)LAC DST,DST6,12,145,259,170.0,19.2,189.0,+1.0
189,,David MooreD. Moore SEA,WR74,11,124,262,199.9,25.3,274.0,+85.0
190,,Jaylen SamuelsJ. Samuels PIT,RB59,7,104,275,186.5,42.0,123.0,-67.0
191,,Kenneth DixonK. Dixon BAL,RB60,8,93,347,188.8,57.5,252.0,+61.0
192,,Houston (HOU)HOU DST,DST7,10,152,258,173.8,19.7,197.0,+5.0
193,,Elijah McGuireE. McGuire NYJ,RB61,4,98,289,194.6,39.4,242.0,+49.0
194,,Greg ZuerleinG. Zuerlein LAR,K1,9,170,249,175.4,15.2,138.0,-56.0
195,,Deebo SamuelD. Samuel SF,WR75,4,111,247,181.6,36.6,143.0,-52.0
196,,Rex BurkheadR. Burkhead NE,RB62,10,115,321,176.9,38.5,256.0,+60.0
197,,Nick FolesN. Foles JAC,QB28,10,160,313,209.3,29.8,175.0,-22.0
198,,Marquise BrownM. Brown BAL,WR76,8,75,290,188.2,48.4,162.0,-36.0
199,,Gerald EverettG. Everett LAR,TE25,9,139,282,202.5,33.3,275.0,+76.0
200,,Damien HarrisD. Harris NE,RB63,10,80,382,193.7,60.4,147.0,-53.0
201,,Theo RiddickT. Riddick DET,RB64,5,83,289,203.5,40.7,260.0,+59.0
202,,Cleveland (CLE)CLE DST,DST8,7,164,260,185.9,21.9,200.0,-2.0
203,,Tyler EifertT. Eifert CIN,TE26,9,133,299,207.5,39.7,206.0,+3.0
204,,Devin SingletaryD. Singletary BUF,RB65,6,76,356,195.0,52.7,126.0,-78.0
205,,Justin TuckerJ. Tucker BAL,K2,8,171,234,185.3,14.5,145.0,-60.0
Tier 10,
206,,Randall CobbR. Cobb DAL,WR77,8,145,298,215.4,24.6,273.0,+67.0
207,,New Orleans (NO)NO DST,DST9,9,165,261,193.3,18.6,218.0,+11.0
208,,Harrison ButkerH. Butker KC,K3,12,179,264,188.7,14.4,165.0,-43.0
209,,Stephen GostkowskiS. Gostkowski NE,K4,10,171,263,193.9,15.4,172.0,-37.0
210,,Justice HillJ. Hill BAL,RB66,8,76,393,214.9,67.1,149.0,-61.0
211,,Nelson AgholorN. Agholor PHI,WR78,10,156,298,224.6,23.0,221.0,+10.0
212,,John RossJ. Ross CIN,WR79,9,124,346,212.8,41.5,257.0,+45.0
213,,Denver (DEN)DEN DST,DST10,10,165,262,205.4,15.6,213.0,0.0
214,,Andy IsabellaA. Isabella ARI,WR80,12,90,301,205.6,44.0,155.0,-59.0
215,,Gus EdwardsG. Edwards BAL,RB67,8,112,316,210.7,47.4,219.0,+4.0
216,,Josh DoctsonJ. Doctson WAS,WR81,10,124,295,223.5,25.4,308.0,+92.0
217,,Wil LutzW. Lutz NO,K5,9,183,265,203.7,14.4,173.0,-44.0
218,,Ted GinnT. Ginn NO,WR82,9,113,311,231.6,30.2,262.0,+44.0
219,,Frank GoreF. Gore BUF,RB68,6,132,331,230.1,39.0,314.0,+95.0
220,,New England (NE)NE DST,DST11,10,164,234,210.9,13.8,229.0,+9.0
221,,Buffalo (BUF)BUF DST,DST12,6,164,304,212.8,24.8,236.0,+15.0
222,,T.J. YeldonT. Yeldon BUF,RB69,6,120,310,212.9,37.3,199.0,-23.0
223,,Chase EdmondsC. Edmonds ARI,RB70,12,149,280,227.4,28.2,263.0,+40.0
224,,D.J. CharkD. Chark JAC,WR83,10,73,269,227.8,25.2,294.0,+70.0
225,,Paul RichardsonP. Richardson WAS,WR84,10,138,339,229.2,37.0,297.0,+72.0
226,,Cameron BrateC. Brate TB,TE27,7,173,349,234.7,41.0,261.0,+35.0
227,,Dallas (DAL)DAL DST,DST13,8,159,307,218.1,20.2,216.0,-11.0
228,,Mason CrosbyM. Crosby GB,K6,11,211,266,223.0,11.5,211.0,-17.0
229,,Equanimeous St. BrownE. St. GB,WR85,11,148,304,232.0,31.3,293.0,+64.0
230,,Joe FlaccoJ. Flacco DEN,QB29,10,178,333,246.8,28.5,220.0,-10.0
231,,Seattle (SEA)SEA DST,DST14,11,176,318,224.4,18.2,277.0,+46.0
232,,Hayden HurstH. Hurst BAL,TE28,8,180,373,237.6,41.3,259.0,+27.0
233,,Pittsburgh (PIT)PIT DST,DST15,7,140,279,233.8,22.7,244.0,+11.0
234,,Jake ElliottJ. Elliott PHI,K7,10,204,268,226.8,8.8,210.0,-24.0
235,,Willie SneadW. Snead BAL,WR86,8,180,301,240.8,25.2,291.0,+56.0
236,,Philadelphia (PHI)PHI DST,DST16,10,152,266,229.4,15.1,230.0,-6.0
237,,Tennessee (TEN)TEN DST,DST17,11,207,266,226.7,12.9,312.0,+75.0
238,,Matt PraterM. Prater DET,K8,5,204,300,231.1,17.1,240.0,+2.0
239,,Alexander MattisonA. Mattison MIN,RB71,12,126,312,218.0,56.0,164.0,-75.0
240,,Brett MaherB. Maher DAL,K9,8,214,281,232.6,15.2,231.0,-9.0
241,,Eli ManningE. Manning NYG,QB30,11,183,334,251.7,27.3,212.0,-29.0
242,,Robbie GouldR. Gould SF,K10,4,214,270,233.6,12.2,215.0,-27.0
243,,Malcolm BrownM. Brown LAR,RB72,9,143,336,238.4,42.6,250.0,+7.0
244,,Trey QuinnT. Quinn WAS,WR87,10,99,298,216.1,47.1,278.0,+34.0
245,,Ricky Seals-JonesR. Seals-Jones ARI,TE29,12,139,346,239.6,32.0,321.0,+76.0
246,,Demaryius ThomasD. Thomas NE,WR88,10,155,375,244.5,48.2,246.0,0.0
247,,Tyreek HillT. Hill KC,WR89,12,20,322,190.8,86.1,66.0,-181.0
248,,Ka'imi FairbairnK. Fairbairn HOU,K11,10,183,327,222.3,28.7,176.0,-72.0
249,,Josh ReynoldsJ. Reynolds LAR,WR90,9,196,384,248.7,44.1,316.0,+67.0
250,,Michael BadgleyM. Badgley LAC,K12,12,215,288,238.7,16.2,241.0,-9.0
251,,Indianapolis (IND)IND DST,DST18,6,159,307,247.0,26.1,238.0,-13.0
252,,Josh RosenJ. Rosen MIA,QB31,5,125,331,258.4,38.3,217.0,-35.0
253,,Hakeem ButlerH. Butler ARI,WR91,12,73,311,236.2,44.7,203.0,-50.0
254,,Adam VinatieriA. Vinatieri IND,K13,6,204,253,240.7,12.7,247.0,-7.0
255,,Danny AmendolaD. Amendola DET,WR92,5,159,350,253.3,37.8,342.0,+87.0
256,,Kansas City (KC)KC DST,DST19,12,166,325,253.7,30.2,265.0,+9.0
257,,Dwayne HaskinsD. Haskins WAS,QB32,10,178,354,258.5,39.7,208.0,-49.0
258,,Cole BeasleyC. Beasley BUF,WR93,6,137,298,256.4,33.4,290.0,+32.0
Tier 11,
259,,Ian ThomasI. Thomas CAR,TE30,7,166,356,258.7,32.1,234.0,-25.0
260,,Taywan TaylorT. Taylor TEN,WR94,11,206,369,251.9,42.0,355.0,+95.0
261,,Justin JacksonJ. Jackson LAC,RB73,12,174,357,256.5,33.2,287.0,+26.0
262,,Jason MyersJ. Myers SEA,K14,11,195,291,255.5,14.9,214.0,-48.0
263,,Keelan ColeK. Cole JAC,WR95,10,138,349,256.6,29.7,276.0,+13.0
264,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,TE31,,133,352,232.4,42.8,228.0,-36.0
265,,Aldrick RosasA. Rosas NYG,K15,11,194,330,259.0,20.6,317.0,+52.0
266,,Carolina (CAR)CAR DST,DST20,7,185,345,259.6,24.6,318.0,+52.0
267,,Phillip DorsettP. Dorsett NE,WR96,10,148,330,263.8,33.5,272.0,+5.0
268,,Doug MartinD. Martin OAK,RB74,6,163,364,249.6,40.7,284.0,+16.0
269,,Graham GanoG. Gano CAR,K16,7,218,292,252.2,14.2,,
270,,Ryquell ArmsteadR. Armstead JAC,RB75,10,115,330,238.7,51.7,182.0,-88.0
271,,Jay AjayiJ. Ajayi FA,RB76,,100,313,229.4,60.3,282.0,+11.0
272,,Nick VannettN. Vannett SEA,TE32,11,180,345,267.8,28.4,345.0,+73.0
273,,Josh AdamsJ. Adams PHI,RB77,10,119,361,247.9,49.9,334.0,+61.0
274,,Chris HoganC. Hogan CAR,WR97,7,160,361,273.8,34.9,311.0,+37.0
275,,Jason WittenJ. Witten DAL,TE33,8,92,305,241.1,45.7,249.0,-26.0
276,,Corey ClementC. Clement PHI,RB78,10,188,322,267.3,34.0,353.0,+77.0
277,,Green Bay (GB)GB DST,DST21,11,159,307,272.6,34.3,333.0,+56.0
278,,Dan BaileyD. Bailey MIN,K17,12,233,301,269.7,16.3,237.0,-41.0
279,,Spencer WareS. Ware IND,RB79,6,134,317,250.3,35.0,271.0,-8.0
280,,Chris BoswellC. Boswell PIT,K18,7,188,300,278.1,19.1,371.0,+91.0
281,,Atlanta (ATL)ATL DST,DST22,9,189,355,268.2,27.6,322.0,+41.0
282,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR98,10,184,345,264.4,40.6,227.0,-55.0
283,,Ryan SuccopR. Succop TEN,K19,11,190,302,276.0,18.0,266.0,-17.0
284,,Jordan WilkinsJ. Wilkins IND,RB80,6,193,374,266.7,36.4,360.0,+76.0
285,,Devontae BookerD. Booker DEN,RB81,10,170,362,270.6,37.7,310.0,+25.0
286,,Chris ConleyC. Conley JAC,WR99,10,208,375,279.9,36.6,376.0,+90.0
287,,Arizona (ARI)ARI DST,DST23,12,165,324,283.8,27.9,395.0,+108.0
288,,Charles ClayC. Clay ARI,TE34,12,221,381,282.1,30.7,344.0,+56.0
289,,Breshad PerrimanB. Perriman TB,WR100,7,191,343,292.1,27.1,352.0,+63.0
290,,Demarcus RobinsonD. Robinson KC,WR101,12,140,370,233.7,63.3,232.0,-58.0
