Rank,WSIT,Rookies (Team),Pos,Bye,Age,Best,Worst,Avg,Std Dev,Notes
1,,Darrell HendersonD. Henderson,RB1,,,2,3,2.5,0.5
2,,D.K. MetcalfD. Metcalf FA,WR1,,,2,6,4.0,2.0
3,,David MontgomeryD. Montgomery FA,RB2,,,3,5,4.0,1.0
4,,N'Keal HarryN. Harry FA,WR2,,,4,5,4.5,0.5
5,,Kelvin HarmonK. Harmon FA,WR3,,,1,10,5.5,4.5
6,,Josh JacobsJ. Jacobs FA,RB3,,,4,10,7.0,3.0
7,,Rodney AndersonR. Anderson FA,RB4,,,1,14,7.5,6.5
8,,Hakeem ButlerH. Butler FA,WR4,,,6,9,7.5,1.5
9,,A.J. BrownA. Brown FA,WR5,,,7,8,7.5,0.5
10,,Marquise BrownM. Brown FA,WR6,,,8,11,9.5,1.5
11,,Devin SingletaryD. Singletary FA,RB5,,,7,13,10.0,3.0
12,,Damien HarrisD. Harris FA,RB6,,,11,13,12.0,1.0
13,,JJ Arcega-WhitesideJ. Arcega-Whiteside FA,WR7,,,9,17,13.0,4.0
14,,Benjamin Snell Jr.B. Snell FA,RB7,,,12,17,14.5,2.5
15,,Justice HillJ. Hill FA,RB8,,,14,15,14.5,0.5
16,,Elijah HolyfieldE. Holyfield FA,RB9,,,18,18,18.0,0.0
17,,Parris CampbellP. Campbell FA,WR8,,,16,28,22.0,6.0
18,,Trayveon WilliamsT. Williams,RB10,,,12,33,22.5,10.5
19,,Miles SandersM. Sanders FA,RB11,,,16,29,22.5,6.5
20,,Irv Smith Jr.I. Smith FA,TE1,,,19,26,22.5,3.5
21,,Lil'Jordan HumphreyL. Humphrey,WR9,,,22,25,23.5,1.5
22,,Riley RidleyR. Ridley FA,WR10,,,22,28,25.0,3.0
23,,Deebo SamuelD. Samuel FA,WR11,,,21,30,25.5,4.5
24,,Kyler MurrayK. Murray,QB1,,,25,33,29.0,4.0
25,,Bryce LoveB. Love FA,RB12,,,26,34,30.0,4.0
26,,Dwayne HaskinsD. Haskins FA,QB2,,,23,38,30.5,7.5
27,,Emanuel HallE. Hall FA,WR12,,,20,46,33.0,13.0
28,,T.J. HockensonT. Hockenson FA,TE2,,,24,42,33.0,9.0
29,,Andy IsabellaA. Isabella FA,WR13,,,27,42,34.5,7.5
30,,Antoine WesleyA. Wesley,WR14,,,31,39,35.0,4.0
31,,DaMarkus LodgeD. Lodge FA,WR15,,,35,36,35.5,0.5
32,,James WilliamsJ. Williams,RB13,,,30,47,38.5,8.5
33,,Mike WeberM. Weber FA,RB14,,,37,43,40.0,3.0
34,,Preston WilliamsP. Williams FA,WR16,,,29,57,43.0,14.0
35,,Drew LockD. Lock FA,QB3,,,32,50,41.0,9.0
36,,David SillsD. Sills FA,WR17,,,41,43,42.0,1.0
37,,Darwin ThompsonD. Thompson FA,RB15,,,40,45,42.5,2.5
38,,Kaden SmithK. Smith FA,TE3,,,39,54,46.5,7.5
39,,Will GrierW. Grier FA,QB4,,,41,52,46.5,5.5
40,,Dexter WilliamsD. Williams FA,RB16,,,44,53,48.5,4.5
41,,Daniel JonesD. Jones FA,QB5,,,48,51,49.5,1.5
