Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,,1,2,1.1,0.2
2,,Baltimore (BAL)BAL DST,,2,8,3.6,2.1
3,,Jacksonville (JAC)JAC DST,,2,7,4.1,1.5
Tier 2,
4,,Minnesota (MIN)MIN DST,,1,7,4.5,1.3
5,,Los Angeles (LAR)LAR DST,,2,9,4.6,1.7
6,,Los Angeles (LAC)LAC DST,,2,8,5.5,1.1
7,,Cleveland (CLE)CLE DST,,1,17,8.6,2.7
8,,Houston (HOU)HOU DST,,3,11,7.1,1.9
Tier 3,
9,,New Orleans (NO)NO DST,,6,13,9.2,1.5
10,,Denver (DEN)DEN DST,,9,11,10.1,0.7
11,,Buffalo (BUF)BUF DST,,4,23,12.5,3.4
12,,Dallas (DAL)DAL DST,,2,20,13.1,2.4
13,,New England (NE)NE DST,,7,18,14.1,1.8
14,,Tennessee (TEN)TEN DST,,5,19,14.2,2.5
Tier 4,
15,,Seattle (SEA)SEA DST,,12,18,14.9,1.1
16,,Pittsburgh (PIT)PIT DST,,7,22,17.0,4.1
17,,Indianapolis (IND)IND DST,,3,28,18.4,4.5
18,,Kansas City (KC)KC DST,,5,25,18.6,4.8
19,,Philadelphia (PHI)PHI DST,,10,21,16.9,1.7
20,,Carolina (CAR)CAR DST,,9,24,19.2,3.1
21,,Atlanta (ATL)ATL DST,,9,25,18.7,3.6
22,,Arizona (ARI)ARI DST,,6,26,19.9,3.8
23,,Green Bay (GB)GB DST,,4,27,20.7,5.8
Tier 5,
24,,Detroit (DET)DET DST,,5,28,21.8,5.6
25,,Washington (WAS)WAS DST,,2,32,23.3,7.2
26,,New York (NYG)NYG DST,,3,32,23.7,6.1
27,,Miami (MIA)MIA DST,,1,29,24.8,7.4
28,,Tampa Bay (TB)TB DST,,2,31,26.6,3.7
29,,New York (NYJ)NYJ DST,,8,30,21.0,7.3
30,,San Francisco (SF)SF DST,,13,31,24.1,6.4
31,,Cincinnati (CIN)CIN DST,,17,31,28.2,2.0
32,,Oakland (OAK)OAK DST,,18,32,31.6,0.5
