Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
53,,Sammy WatkinsS. Watkins KC,WR26,12,30,102,56.3,13.6,62.0,+9.0
54,,Jarvis LandryJ. Landry CLE,WR27,7,32,113,58.2,13.2,63.0,+9.0
55,,Phillip LindsayP. Lindsay DEN,RB20,10,18,100,58.6,14.1,43.0,-12.0
56,,Josh JacobsJ. Jacobs OAK,RB21,6,17,227,55.6,27.8,37.0,-19.0
57,,Kenyan DrakeK. Drake MIA,RB22,5,18,143,61.1,18.9,53.0,-4.0
58,,Sony MichelS. Michel NE,RB23,10,18,112,61.1,16.3,44.0,-14.0
59,,Tyler BoydT. Boyd CIN,WR28,9,39,99,61.6,12.4,65.0,+6.0
60,,Mark IngramM. Ingram BAL,RB24,8,21,119,62.7,14.0,47.0,-13.0
61,,Tarik CohenT. Cohen CHI,RB25,6,31,123,63.3,13.9,59.0,-2.0
62,,Hunter HenryH. Henry LAC,TE5,12,15,94,64.1,9.8,64.0,+2.0
63,,James WhiteJ. White NE,RB26,10,27,123,64.6,16.8,55.0,-8.0
64,,Baker MayfieldB. Mayfield CLE,QB5,7,24,125,64.7,11.1,69.0,+5.0
65,,Chris CarsonC. Carson SEA,RB27,11,17,115,65.6,14.9,58.0,-7.0
66,,Robby AndersonR. Anderson NYJ,WR29,4,37,111,65.8,13.3,75.0,+9.0
67,,Mike WilliamsM. Williams LAC,WR30,12,38,99,66.0,11.5,67.0,0.0
68,,Corey DavisC. Davis TEN,WR31,11,36,138,68.8,16.1,84.0,+16.0
69,,Evan EngramE. Engram NYG,TE6,11,22,108,69.8,12.6,61.0,-8.0
Tier 6,
70,,David MontgomeryD. Montgomery CHI,RB28,6,18,272,67.8,33.7,51.0,-19.0
71,,Matt RyanM. Ryan ATL,QB6,9,52,123,74.5,15.6,70.0,-1.0
72,,Marvin JonesM. Jones DET,WR32,5,48,109,75.8,11.0,94.0,+22.0
73,,Dante PettisD. Pettis SF,WR33,4,48,141,75.8,13.1,78.0,+5.0
74,,Lamar MillerL. Miller HOU,RB29,10,46,161,77.7,13.4,73.0,-1.0
75,,Russell WilsonR. Wilson SEA,QB7,11,24,140,79.0,17.4,83.0,+8.0
76,,Will FullerW. Fuller HOU,WR34,10,43,157,79.7,10.5,81.0,+5.0
77,,Golden TateG. Tate NYG,WR35,11,37,141,81.6,17.3,102.0,+25.0
78,,Sterling ShepardS. Shepard NYG,WR36,11,43,148,82.8,13.7,89.0,+11.0
79,,Christian KirkC. Kirk ARI,WR37,12,49,151,83.0,15.4,82.0,+3.0
80,,Derrius GuiceD. Guice WAS,RB30,10,19,126,83.2,17.0,66.0,-14.0
81,,Jared CookJ. Cook NO,TE7,9,53,142,83.3,15.7,77.0,-4.0
82,,Eric EbronE. Ebron IND,TE8,6,22,153,84.1,16.7,74.0,-8.0
83,,Cam NewtonC. Newton CAR,QB8,7,50,154,84.4,14.3,90.0,+7.0
84,,Tevin ColemanT. Coleman SF,RB31,4,55,132,86.1,12.9,72.0,-12.0
85,,Carson WentzC. Wentz PHI,QB9,10,50,157,90.1,17.5,86.0,+1.0
86,,David NjokuD. Njoku CLE,TE9,7,15,135,90.2,18.1,87.0,+1.0
87,,Drew BreesD. Brees NO,QB10,9,54,162,90.2,19.9,85.0,-2.0
88,,Courtland SuttonC. Sutton DEN,WR38,10,49,128,91.6,12.7,97.0,+9.0
89,,Rashaad PennyR. Penny SEA,RB32,11,51,143,92.1,14.8,80.0,-9.0
90,,Larry FitzgeraldL. Fitzgerald ARI,WR39,12,41,169,93.2,19.1,101.0,+11.0
91,,Latavius MurrayL. Murray NO,RB33,9,28,153,94.0,19.8,92.0,+1.0
92,,Dede WestbrookD. Westbrook JAC,WR40,10,41,156,96.0,17.4,104.0,+12.0
93,,Keke CouteeK. Coutee HOU,WR41,10,58,166,97.3,19.2,112.0,+19.0
94,,Curtis SamuelC. Samuel CAR,WR42,7,45,173,98.2,14.1,114.0,+20.0
95,,Jameis WinstonJ. Winston TB,QB11,7,50,131,98.3,14.8,111.0,+16.0
Tier 7,
96,,LeSean McCoyL. McCoy BUF,RB34,6,52,156,101.9,19.1,98.0,+2.0
97,,Jared GoffJ. Goff LAR,QB12,9,70,155,102.8,11.9,99.0,+2.0
98,,Vance McDonaldV. McDonald PIT,TE10,7,69,191,106.0,22.4,93.0,-5.0
99,,Anthony MillerA. Miller CHI,WR43,6,74,214,107.1,18.1,146.0,+47.0
100,,Royce FreemanR. Freeman DEN,RB35,10,61,140,107.5,13.6,103.0,+3.0
101,,Jerick McKinnonJ. McKinnon SF,RB36,4,57,190,109.6,27.7,108.0,+7.0
102,,Geronimo AllisonG. Allison GB,WR44,11,58,203,110.9,23.0,116.0,+14.0
103,,Jordan HowardJ. Howard PHI,RB37,10,57,193,112.3,24.3,88.0,-15.0
104,,Austin HooperA. Hooper ATL,TE11,9,63,162,112.6,22.5,109.0,+5.0
105,,Dak PrescottD. Prescott DAL,QB13,8,54,157,113.0,16.9,110.0,+5.0
106,,Ben RoethlisbergerB. Roethlisberger PIT,QB14,7,77,167,113.2,15.5,107.0,+1.0
107,,Kyler MurrayK. Murray ARI,QB15,12,56,202,113.8,29.3,95.0,-12.0
108,,Dion LewisD. Lewis TEN,RB38,11,80,185,116.5,21.1,137.0,+29.0
109,,Austin EkelerA. Ekeler LAC,RB39,12,51,185,117.6,20.5,105.0,-4.0
110,,Ronald Jones IIR. Jones TB,RB40,7,52,235,118.1,27.1,100.0,-10.0
111,,Delanie WalkerD. Walker TEN,TE12,11,69,267,118.3,22.4,126.0,+15.0
112,,Trey BurtonT. Burton CHI,TE13,6,63,178,118.5,15.4,132.0,+20.0
113,,Philip RiversP. Rivers LAC,QB16,12,68,197,119.0,17.7,121.0,+8.0
114,,Miles SandersM. Sanders PHI,RB41,10,40,316,110.3,51.3,76.0,-38.0
115,,Nyheim HinesN. Hines IND,RB42,6,60,245,120.0,20.2,117.0,+2.0
116,,Lamar JacksonL. Jackson BAL,QB17,8,68,178,122.7,20.7,133.0,+17.0
117,,Michael GallupM. Gallup DAL,WR45,8,86,226,123.0,28.5,159.0,+42.0
118,,DeSean JacksonD. Jackson PHI,WR46,10,65,243,126.4,26.6,135.0,+17.0
119,,Jack DoyleJ. Doyle IND,TE14,6,69,258,128.8,26.1,166.0,+47.0
120,,N'Keal HarryN. Harry NE,WR47,10,33,270,121.1,41.4,106.0,-14.0
121,,Mitch TrubiskyM. Trubisky CHI,QB18,6,56,177,129.7,16.7,134.0,+13.0
122,,DaeSean HamiltonD. Hamilton DEN,WR48,10,65,200,129.8,33.8,161.0,+39.0
123,,Tyreek HillT. Hill KC,WR49,12,5,285,109.3,77.7,45.0,-78.0
124,,Matt BreidaM. Breida SF,RB43,4,34,199,131.6,29.0,155.0,+31.0
Tier 8,
125,,Emmanuel SandersE. Sanders DEN,WR50,10,62,212,133.8,31.4,122.0,-3.0
126,,Devin FunchessD. Funchess IND,WR51,6,79,229,134.6,30.8,147.0,+21.0
127,,Darrell HendersonD. Henderson LAR,RB44,9,31,378,126.6,61.2,79.0,-48.0
128,,Chris Herndon IVC. Herndon NYJ,TE15,4,69,209,135.6,21.3,157.0,+29.0
129,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR52,11,79,225,136.7,30.5,127.0,-2.0
130,,Ito SmithI. Smith ATL,RB45,9,91,261,136.9,23.1,140.0,+10.0
131,,Kirk CousinsK. Cousins MIN,QB19,12,77,200,137.2,20.0,131.0,0.0
132,,Jordan ReedJ. Reed WAS,TE16,10,92,232,137.2,15.0,168.0,+36.0
133,,Kenny StillsK. Stills MIA,WR53,5,65,206,137.4,24.5,182.0,+49.0
134,,Josh AllenJ. Allen BUF,QB20,6,91,196,137.8,19.1,149.0,+15.0
135,,James WashingtonJ. Washington PIT,WR54,7,65,268,137.8,37.3,113.0,-22.0
136,,Robert FosterR. Foster BUF,WR55,6,74,263,139.8,30.2,199.0,+63.0
137,,John BrownJ. Brown BUF,WR56,6,48,206,140.9,22.7,215.0,+78.0
138,,D'Onta ForemanD. Foreman HOU,RB46,10,89,199,141.7,24.5,118.0,-20.0
139,,Duke JohnsonD. Johnson CLE,RB47,7,93,257,143.6,23.8,174.0,+35.0
140,,Kyle RudolphK. Rudolph MIN,TE17,12,106,209,143.9,15.3,141.0,+1.0
141,,Tom BradyT. Brady NE,QB21,10,87,178,144.3,17.2,119.0,-22.0
142,,Greg OlsenG. Olsen CAR,TE18,7,92,291,145.7,27.0,150.0,+8.0
143,,Jimmy GaroppoloJ. Garoppolo SF,QB22,4,91,178,145.9,17.4,144.0,+1.0
144,,Adrian PetersonA. Peterson WAS,RB48,10,85,277,147.1,30.8,143.0,-1.0
145,,Carlos HydeC. Hyde KC,RB49,12,83,296,149.4,31.8,125.0,-20.0
146,,Jimmy GrahamJ. Graham GB,TE19,11,94,258,150.5,32.1,151.0,+5.0
147,,Jamison CrowderJ. Crowder NYJ,WR57,4,82,223,147.4,25.7,203.0,+56.0
148,,Peyton BarberP. Barber TB,RB50,7,83,264,155.3,37.0,123.0,-25.0
149,,Donte MoncriefD. Moncrief PIT,WR58,7,64,231,156.0,34.0,148.0,-1.0
150,,Tyrell WilliamsT. Williams OAK,WR59,6,68,241,156.8,35.3,153.0,+3.0
151,,Kareem HuntK. Hunt CLE,RB51,7,85,237,158.6,32.2,96.0,-55.0
152,,D.K. MetcalfD. Metcalf SEA,WR60,11,38,296,155.8,43.5,115.0,-37.0
153,,Marquise GoodwinM. Goodwin SF,WR61,4,101,261,163.7,38.4,220.0,+67.0
154,,Mark AndrewsM. Andrews BAL,TE20,8,106,303,165.0,38.6,176.0,+22.0
155,,Matthew StaffordM. Stafford DET,QB23,5,114,202,163.9,14.6,172.0,+17.0
156,,Adam HumphriesA. Humphries TEN,WR62,11,97,261,166.5,37.3,211.0,+55.0
157,,Chris ThompsonC. Thompson WAS,RB52,10,102,264,166.8,26.5,202.0,+45.0
158,,Devante ParkerD. Parker MIA,WR63,5,86,216,171.3,29.3,183.0,+25.0
159,,Sam DarnoldS. Darnold NYJ,QB24,4,95,254,168.1,19.6,189.0,+30.0
160,,Derek CarrD. Carr OAK,QB25,6,114,253,173.5,21.6,171.0,+11.0
161,,Dallas GoedertD. Goedert PHI,TE21,10,127,273,167.1,26.8,193.0,+32.0
162,,Jaylen SamuelsJ. Samuels PIT,RB53,7,80,309,167.8,39.2,124.0,-38.0
Tier 9,
163,,Jamaal WilliamsJ. Williams GB,RB54,11,120,257,176.0,26.0,206.0,+43.0
164,,Kalen BallageK. Ballage MIA,RB55,5,110,238,173.4,24.3,170.0,+6.0
165,,Mohamed SanuM. Sanu ATL,WR64,9,97,265,177.6,28.4,212.0,+47.0
166,,T.J. HockensonT. Hockenson DET,TE22,5,92,299,168.4,39.7,138.0,-28.0
167,,Chicago (CHI)CHI DST,DST1,6,138,246,143.9,19.6,91.0,-76.0
168,,Quincy EnunwaQ. Enunwa NYJ,WR65,4,88,244,180.2,30.1,268.0,+100.0
169,,C.J. AndersonC. Anderson DET,RB56,5,126,274,178.1,29.1,192.0,+23.0
170,,Mike GesickiM. Gesicki MIA,TE23,5,121,246,179.3,29.5,223.0,+53.0
171,,Damien HarrisD. Harris NE,RB57,10,51,381,175.9,62.1,130.0,-41.0
172,,Noah FantN. Fant DEN,TE24,10,72,305,176.3,44.5,154.0,-18.0
173,,Andy DaltonA. Dalton CIN,QB26,9,131,275,180.6,20.6,219.0,+46.0
174,,Albert WilsonA. Wilson MIA,WR66,5,79,263,181.0,37.4,226.0,+52.0
175,,Tre'Quan SmithT. Smith NO,WR67,9,102,247,185.2,27.5,178.0,+3.0
176,,Marqise LeeM. Lee JAC,WR68,10,99,285,187.1,27.7,260.0,+84.0
177,,Parris CampbellP. Campbell IND,WR69,6,67,333,177.1,46.5,139.0,-38.0
178,,Jacksonville (JAC)JAC DST,DST2,10,144,247,152.3,14.2,136.0,-42.0
179,,Mecole HardmanM. Hardman KC,WR70,12,67,313,177.6,42.6,129.0,-50.0
180,,Mike DavisM. Davis CHI,RB58,6,100,283,192.9,33.9,231.0,+51.0
181,,Los Angeles (LAR)LAR DST,DST3,9,145,255,160.2,17.2,120.0,-61.0
182,,Rex BurkheadR. Burkhead NE,RB59,10,115,316,184.8,37.7,253.0,+71.0
183,,Jalen RichardJ. Richard OAK,RB60,6,89,272,188.8,36.2,209.0,+26.0
184,,Marcus MariotaM. Mariota TEN,QB27,11,154,254,195.5,22.6,208.0,+24.0
185,,Baltimore (BAL)BAL DST,DST4,8,140,249,162.7,21.6,160.0,-25.0
186,,Taylor GabrielT. Gabriel CHI,WR71,6,147,285,196.6,21.9,266.0,+80.0
187,,Minnesota (MIN)MIN DST,DST5,12,152,254,163.9,14.1,152.0,-35.0
188,,David MooreD. Moore SEA,WR72,11,111,263,200.9,29.5,280.0,+92.0
189,,Giovani BernardG. Bernard CIN,RB61,9,120,310,191.7,31.4,200.0,+11.0
190,,Antonio CallawayA. Callaway CLE,WR73,7,111,245,195.1,27.3,249.0,+59.0
191,,Zay JonesZ. Jones BUF,WR74,6,81,286,199.6,33.0,227.0,+36.0
192,,Houston (HOU)HOU DST,DST6,10,152,256,171.2,17.0,163.0,-29.0
193,,Elijah McGuireE. McGuire NYJ,RB62,4,98,283,193.7,36.4,277.0,+84.0
194,,Los Angeles (LAC)LAC DST,DST7,12,145,257,168.6,17.8,145.0,-49.0
195,,Nick FolesN. Foles JAC,QB28,10,153,328,204.6,27.8,186.0,-9.0
196,,Greg ZuerleinG. Zuerlein LAR,K1,9,169,247,174.4,12.9,128.0,-68.0
197,,Deebo SamuelD. Samuel SF,WR75,4,88,343,192.4,48.3,180.0,-17.0
198,,Gerald EverettG. Everett LAR,TE25,9,121,282,199.2,33.1,270.0,+72.0
199,,Devin SingletaryD. Singletary BUF,RB63,6,119,324,195.0,43.2,158.0,-41.0
200,,Kenneth DixonK. Dixon BAL,RB64,8,93,348,195.9,51.3,310.0,+110.0
201,,Randall CobbR. Cobb DAL,WR76,8,149,289,211.8,24.9,201.0,0.0
202,,Justice HillJ. Hill BAL,RB65,8,27,379,199.3,67.5,167.0,-35.0
203,,Cleveland (CLE)CLE DST,DST8,7,152,258,185.0,19.4,177.0,-26.0
204,,A.J. BrownA. Brown TEN,WR77,11,74,304,199.7,34.2,221.0,+17.0
205,,Justin TuckerJ. Tucker BAL,K2,8,170,233,182.3,11.3,142.0,-63.0
206,,Marquise BrownM. Brown BAL,WR78,8,64,340,201.7,51.4,164.0,-42.0
207,,Tyler EifertT. Eifert CIN,TE26,9,133,319,215.0,39.3,216.0,+9.0
208,,Harrison ButkerH. Butker KC,K3,12,179,262,188.4,12.7,156.0,-52.0
209,,Stephen GostkowskiS. Gostkowski NE,K4,10,171,261,192.4,13.1,173.0,-36.0
210,,John RossJ. Ross CIN,WR79,9,99,262,209.9,26.2,293.0,+83.0
211,,New Orleans (NO)NO DST,DST9,9,164,259,193.7,16.9,179.0,-32.0
Tier 10,
212,,Gus EdwardsG. Edwards BAL,RB66,8,98,359,212.7,46.0,239.0,+27.0
213,,Denver (DEN)DEN DST,DST10,10,165,260,201.8,15.9,169.0,-44.0
214,,Theo RiddickT. Riddick DET,RB67,5,126,337,217.4,42.6,273.0,+59.0
215,,Chase EdmondsC. Edmonds ARI,RB68,12,120,283,222.5,35.0,251.0,+36.0
216,,T.J. YeldonT. Yeldon BUF,RB69,6,118,331,213.4,39.5,246.0,+30.0
217,,Andy IsabellaA. Isabella ARI,WR80,12,99,346,213.6,49.8,184.0,-33.0
218,,Wil LutzW. Lutz NO,K5,9,183,263,205.2,12.0,162.0,-56.0
219,,Nelson AgholorN. Agholor PHI,WR81,10,160,297,221.8,21.1,235.0,+16.0
220,,Ted GinnT. Ginn NO,WR82,9,122,306,229.4,30.0,252.0,+32.0
221,,Josh DoctsonJ. Doctson WAS,WR83,10,128,333,227.5,25.0,288.0,+67.0
222,,Buffalo (BUF)BUF DST,DST11,6,164,303,211.8,18.1,190.0,-32.0
223,,Cameron BrateC. Brate TB,TE27,7,163,342,233.4,31.7,304.0,+81.0
224,,Dallas (DAL)DAL DST,DST12,8,159,250,215.2,12.7,187.0,-37.0
225,,D.J. CharkD. Chark JAC,WR84,10,79,295,233.8,24.2,287.0,+62.0
226,,New England (NE)NE DST,DST13,10,166,234,212.6,8.5,181.0,-45.0
227,,Frank GoreF. Gore BUF,RB70,6,144,325,228.9,34.6,284.0,+57.0
228,,Trey QuinnT. Quinn WAS,WR85,10,109,349,219.8,51.0,255.0,+27.0
229,,Hayden HurstH. Hurst BAL,TE28,8,163,294,237.5,27.8,271.0,+42.0
230,,Paul RichardsonP. Richardson WAS,WR86,10,148,328,232.4,30.3,333.0,+103.0
231,,Mason CrosbyM. Crosby GB,K6,11,192,264,220.3,9.0,195.0,-36.0
232,,Seattle (SEA)SEA DST,DST14,11,176,248,223.9,11.0,228.0,-4.0
233,,Equanimeous St. BrownE. St. GB,WR87,11,138,298,233.1,28.3,285.0,+52.0
234,,Malcolm BrownM. Brown LAR,RB71,9,134,333,231.1,34.7,233.0,-1.0
235,,Jake ElliottJ. Elliott PHI,K7,10,204,266,225.6,8.5,198.0,-37.0
236,,Joe FlaccoJ. Flacco DEN,QB29,10,178,336,250.4,36.0,224.0,-12.0
237,,Philadelphia (PHI)PHI DST,DST15,10,152,266,226.5,13.8,191.0,-46.0
238,,Ka'imi FairbairnK. Fairbairn HOU,K8,10,182,319,217.0,21.2,175.0,-63.0
239,,Matt PraterM. Prater DET,K9,5,204,265,227.6,9.4,196.0,-43.0
240,,Ricky Seals-JonesR. Seals-Jones ARI,TE29,12,139,305,243.7,27.3,309.0,+69.0
241,,Willie SneadW. Snead BAL,WR88,8,151,286,238.9,27.1,303.0,+62.0
242,,Pittsburgh (PIT)PIT DST,DST16,7,140,307,236.2,24.7,222.0,-20.0
243,,Justin JacksonJ. Jackson LAC,RB72,12,120,320,239.0,39.0,244.0,+1.0
244,,Brett MaherB. Maher DAL,K10,8,215,281,230.9,13.2,218.0,-26.0
245,,Josh ReynoldsJ. Reynolds LAR,WR89,9,196,295,241.5,23.7,356.0,+111.0
246,,Robbie GouldR. Gould SF,K11,4,212,285,234.8,12.4,185.0,-61.0
247,,Tennessee (TEN)TEN DST,DST17,11,211,303,230.9,14.6,243.0,-4.0
248,,Eli ManningE. Manning NYG,QB30,11,182,345,254.8,27.0,232.0,-16.0
249,,Dwayne HaskinsD. Haskins WAS,QB31,10,156,358,259.6,45.0,217.0,-32.0
250,,Ian ThomasI. Thomas CAR,TE30,7,173,360,251.5,27.6,265.0,+15.0
251,,Alexander MattisonA. Mattison MIN,RB73,12,122,364,229.1,56.6,165.0,-86.0
252,,Ryquell ArmsteadR. Armstead JAC,RB74,10,125,365,238.6,58.6,210.0,-42.0
253,,Michael BadgleyM. Badgley LAC,K12,12,215,288,239.4,14.8,197.0,-56.0
254,,Demaryius ThomasD. Thomas NE,WR90,10,58,366,243.2,41.1,204.0,-50.0
255,,Doug MartinD. Martin OAK,RB75,6,143,353,249.7,41.7,322.0,+67.0
256,,Kansas City (KC)KC DST,DST18,12,166,329,249.9,27.7,205.0,-51.0
257,,Indianapolis (IND)IND DST,DST19,6,191,307,247.6,21.3,236.0,-21.0
258,,Danny AmendolaD. Amendola DET,WR91,5,155,343,255.5,33.7,302.0,+44.0
259,,Adam VinatieriA. Vinatieri IND,K13,6,221,253,245.0,7.6,194.0,-65.0
260,,Jason WittenJ. Witten DAL,TE31,8,92,325,235.5,47.1,225.0,-35.0
261,,Josh RosenJ. Rosen MIA,QB32,5,197,334,265.8,31.7,248.0,-13.0
262,,Cole BeasleyC. Beasley BUF,WR92,6,167,315,259.2,30.4,258.0,-4.0
263,,Keelan ColeK. Cole JAC,WR93,10,97,315,253.1,23.5,300.0,+37.0
264,,Taywan TaylorT. Taylor TEN,WR94,11,196,363,253.2,34.7,503.0,+239.0
265,,Phillip DorsettP. Dorsett NE,WR95,10,151,353,265.9,33.5,308.0,+43.0
Tier 11,
266,,Jason MyersJ. Myers SEA,K14,11,200,292,254.1,14.3,230.0,-36.0
267,,Corey ClementC. Clement PHI,RB76,10,186,321,260.8,29.6,353.0,+86.0
268,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR96,10,97,326,252.8,43.6,256.0,-12.0
269,,Hakeem ButlerH. Butler ARI,WR97,12,143,315,253.1,35.0,237.0,-32.0
270,,Carolina (CAR)CAR DST,DST20,7,190,330,259.7,23.0,250.0,-20.0
271,,Graham GanoG. Gano CAR,K15,7,218,300,249.5,12.8,274.0,+3.0
272,,Josh AdamsJ. Adams PHI,RB77,10,103,363,253.0,52.4,598.0,+326.0
273,,Chris ConleyC. Conley JAC,WR98,10,208,371,266.4,30.2,301.0,+28.0
274,,Spencer WareS. Ware IND,RB78,6,134,351,261.5,37.8,354.0,+80.0
275,,Aldrick RosasA. Rosas NYG,K16,11,199,339,261.8,19.5,241.0,-34.0
276,,Chris HoganC. Hogan CAR,WR99,7,175,360,272.1,28.6,324.0,+48.0
277,,Nick VannettN. Vannett SEA,TE32,11,191,378,274.2,30.5,491.0,+214.0
278,,Dan BaileyD. Bailey MIN,K17,12,224,309,270.9,18.0,240.0,-38.0
279,,Green Bay (GB)GB DST,DST21,11,159,318,271.9,31.2,207.0,-72.0
280,,Atlanta (ATL)ATL DST,DST22,9,194,323,270.1,22.9,261.0,-19.0
281,,Ryan SuccopR. Succop TEN,K18,11,195,302,278.1,16.4,291.0,+10.0
282,,Charles ClayC. Clay ARI,TE33,12,219,344,278.9,24.0,360.0,+78.0
283,,Chris BoswellC. Boswell PIT,K19,7,193,308,278.2,17.4,294.0,+11.0
284,,Jordan WilkinsJ. Wilkins IND,RB79,6,199,389,276.2,34.1,377.0,+93.0
285,,Devontae BookerD. Booker DEN,RB80,10,182,365,277.0,32.4,407.0,+122.0
286,,Breshad PerrimanB. Perriman TB,WR100,7,199,343,285.4,31.5,400.0,+114.0
287,,Benny Snell Jr.B. Snell PIT,RB81,7,93,380,276.5,41.1,234.0,-53.0
288,,Brandon McManusB. McManus DEN,K20,10,197,326,285.0,15.4,331.0,+43.0
289,,Arizona (ARI)ARI DST,DST23,12,165,330,288.6,26.7,272.0,-17.0
290,,Rashard HigginsR. Higgins CLE,WR101,7,174,379,286.3,26.8,427.0,+137.0
