Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,,1,5,1.7,1.3
2,,Davante AdamsD. Adams GB,,1,7,2.8,1.3
3,,Julio JonesJ. Jones ATL,,1,6,3.8,1.1
4,,Odell Beckham Jr.O. Beckham CLE,,1,8,3.9,1.8
5,,Michael ThomasM. Thomas NO,,2,10,4.1,1.5
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,2,12,6.5,1.7
7,,Antonio BrownA. Brown OAK,,2,11,7.1,1.7
8,,Mike EvansM. Evans TB,,6,14,8.8,1.6
Tier 3,
9,,Tyreek HillT. Hill KC,,4,32,9.6,4.3
10,,A.J. GreenA. Green CIN,,6,15,10.0,1.7
11,,Amari CooperA. Cooper DAL,,8,19,11.3,1.6
12,,T.Y. HiltonT. Hilton IND,,3,16,11.4,2.0
13,,Keenan AllenK. Allen LAC,,7,16,12.0,1.6
14,,Adam ThielenA. Thielen MIN,,9,17,13.9,1.9
15,,Stefon DiggsS. Diggs MIN,,12,18,14.4,1.2
16,,Brandin CooksB. Cooks LAR,,12,24,16.8,1.7
17,,Robert WoodsR. Woods LAR,,14,20,16.9,1.4
Tier 4,
18,,Kenny GolladayK. Golladay DET,,15,23,18.6,1.8
19,,Julian EdelmanJ. Edelman NE,,14,27,20.7,3.6
20,,Cooper KuppC. Kupp LAR,,15,33,21.4,3.1
21,,Allen RobinsonA. Robinson CHI,,19,34,22.3,2.8
22,,Alshon JefferyA. Jeffery PHI,,18,28,23.7,1.8
23,,Corey DavisC. Davis TEN,,17,35,24.1,5.0
24,,Chris GodwinC. Godwin TB,,16,38,24.9,4.7
25,,Jarvis LandryJ. Landry CLE,,14,36,25.1,4.9
26,,D.J. MooreD. Moore CAR,,19,39,25.7,2.6
27,,Doug BaldwinD. Baldwin SEA,,21,40,26.8,3.9
Tier 5,
28,,Calvin RidleyC. Ridley ATL,,23,32,27.6,2.3
29,,Tyler LockettT. Lockett SEA,,21,39,29.8,3.4
30,,Tyler BoydT. Boyd CIN,,22,49,30.1,4.1
31,,Sammy WatkinsS. Watkins KC,,19,56,30.2,4.6
32,,Mike WilliamsM. Williams LAC,,23,40,31.0,3.5
33,,Robby AndersonR. Anderson NYJ,,22,45,32.7,4.1
34,,Marvin JonesM. Jones DET,,27,46,34.4,2.9
35,,Golden TateG. Tate NYG,,20,45,34.9,3.7
36,,Dante PettisD. Pettis SF,,17,45,36.1,3.7
